date,qu,fb,af,qd
1983-07-10,211.00,5112.61,80232.78,211.00
1983-07-11,288.32,5112.71,80386.88,210.63
1983-07-12,210.31,5112.71,80386.88,210.31
1983-07-13,210.63,5112.71,80386.88,210.63
1983-07-14,234.32,5112.74,80433.58,210.78
1983-07-15,211.11,5112.74,80433.58,211.11
1983-07-16,211.07,5112.74,80433.58,211.07
1983-07-17,210.87,5112.74,80433.58,210.87
1983-07-18,187.24,5112.71,80386.88,210.78
1983-07-19,125.67,5112.60,80217.78,210.92
1983-07-20,118.03,5112.48,80033.24,211.07
1983-07-21,85.97,5112.32,79787.85,209.69
1983-07-22,131.22,5112.22,79635.59,207.98
1983-07-23,83.80,5112.05,79375.82,214.77
1983-07-24,164.30,5111.98,79268.40,218.46
1983-07-25,80.41,5111.81,79000.34,215.56
1983-07-26,127.48,5111.70,78827.47,214.64
1983-07-27,136.38,5111.53,78560.07,271.19
1983-07-28,88.75,5111.26,78138.28,301.40
1983-07-29,97.36,5111.00,77734.62,300.87
1983-07-30,74.31,5110.71,77286.37,300.30
1983-07-31,36.93,5110.37,76764.45,300.06
1983-08-01,114.39,5110.13,76397.68,299.30
1983-08-02,87.07,5109.85,75978.73,298.29
1983-08-03,82.70,5109.56,75552.43,297.63
1983-08-04,46.86,5109.22,75055.97,297.16
1983-08-05,135.58,5109.00,74736.05,296.87
1983-08-06,84.84,5108.71,74316.64,296.29
1983-08-07,27.95,5108.34,73784.95,296.01
1983-08-08,65.68,5108.02,73328.55,295.78
1983-08-09,87.45,5107.74,72916.77,295.06
1983-08-10,50.67,5107.41,72432.59,294.78
1983-08-11,162.19,5107.23,72169.67,294.75
1983-08-12,158.63,5107.04,71893.45,297.89
1983-08-13,89.76,5106.75,71473.84,301.31
1983-08-14,90.67,5106.46,71056.62,301.02
1983-08-15,70.26,5106.14,70599.46,300.74
1983-08-16,73.37,5105.83,70148.86,300.55
1983-08-17,121.63,5105.59,69795.32,299.87
1983-08-18,100.16,5105.32,69400.06,299.44
1983-08-19,86.15,5105.03,68977.97,298.95
1983-08-20,174.88,5104.86,68731.85,298.97
1983-08-21,87.45,5104.57,68313.89,298.17
1983-08-22,185.79,5104.38,68041.46,323.14
1983-08-23,119.25,5104.07,67599.25,342.20
1983-08-24,119.25,5103.74,67143.08,349.24
1983-08-25,21.76,5103.26,66487.78,352.14
1983-08-26,105.77,5102.90,66001.21,351.08
1983-08-27,66.29,5102.48,65437.95,350.27
1983-08-28,54.86,5102.04,64852.96,349.79
1983-08-29,79.68,5101.65,64319.07,348.85
1983-08-30,18.45,5101.17,63665.41,348.00
1983-08-31,30.21,5100.70,63032.21,349.45
1983-09-01,66.34,5100.28,62470.87,349.35
1983-09-02,72.49,5099.84,61879.35,370.71
1983-09-03,65.50,5099.39,61263.98,375.75
1983-09-04,47.54,5098.91,60613.84,375.32
1983-09-05,37.14,5098.41,59944.02,374.84
1983-09-06,45.97,5097.92,59293.69,373.84
1983-09-07,79.53,5097.50,58739.09,359.14
1983-09-08,93.64,5097.11,58228.48,351.07
1983-09-09,83.10,5096.70,57697.10,351.00
1983-09-10,90.73,5096.30,57182.40,350.22
1983-09-11,60.37,5095.85,56608.66,349.63
1983-09-12,99.47,5095.46,56113.79,348.97
1983-09-13,81.92,5095.04,55586.01,348.01
1983-09-14,59.22,5094.58,55013.54,347.84
1983-09-15,86.50,5094.16,54496.12,347.37
1983-09-16,81.02,5093.73,53969.61,346.47
1983-09-17,52.85,5093.25,53387.30,346.43
1983-09-18,85.12,5092.82,52870.70,345.57
1983-09-19,51.37,5092.36,52323.91,327.04
1983-09-20,109.11,5092.02,51923.50,310.98
1983-09-21,82.38,5091.65,51471.70,310.16
1983-09-22,89.83,5091.29,51035.06,309.97
1983-09-23,85.31,5090.92,50589.82,309.79
1983-09-24,99.08,5090.57,50172.30,309.58
1983-09-25,142.04,5090.29,49841.09,309.03
1983-09-26,48.19,5089.85,49323.79,309.00
1983-09-27,162.36,5089.60,49031.33,309.81
1983-09-28,139.93,5089.31,48694.19,309.90
1983-09-29,156.55,5089.05,48393.64,308.08
1983-09-30,179.28,5088.83,48141.34,306.48
1983-10-01,208.81,5088.66,47947.16,306.71
1983-10-02,174.32,5088.43,47685.55,306.22
1983-10-03,180.50,5088.22,47447.94,300.30
1983-10-04,160.16,5087.98,47176.45,297.04
1983-10-05,136.90,5087.71,46859.30,296.80
1983-10-06,91.30,5087.35,46440.00,302.70
1983-10-07,118.39,5087.03,46069.90,304.98
1983-10-08,91.26,5086.66,45646.52,304.71
1983-10-09,161.66,5086.41,45362.40,304.90
1983-10-10,128.35,5086.10,45012.43,304.79
1983-10-11,105.78,5085.75,44618.93,304.17
1983-10-12,118.13,5085.42,44250.52,303.87
1983-10-13,136.53,5085.12,43918.55,303.90
1983-10-14,132.96,5084.81,43577.77,304.77
1983-10-15,155.30,5084.54,43283.20,303.81
1983-10-16,144.58,5084.25,42969.03,302.97
1983-10-17,140.22,5083.95,42646.39,302.88
1983-10-18,119.11,5083.61,42282.00,302.82
1983-10-19,141.87,5083.31,41963.56,302.42
1983-10-20,116.03,5082.96,41594.77,301.96
1983-10-21,128.00,5082.63,41250.03,301.81
1983-10-22,144.90,5082.33,40939.32,301.55
1983-10-23,92.48,5081.93,40524.81,301.46
1983-10-24,144.11,5081.64,40213.86,300.88
1983-10-25,155.60,5081.37,39926.60,300.43
1983-10-26,129.31,5081.05,39588.39,299.82
1983-10-27,125.68,5080.72,39243.40,299.61
1983-10-28,120.87,5080.38,38890.35,298.87
1983-10-29,127.64,5080.05,38550.96,298.75
1983-10-30,77.45,5079.64,38113.38,298.06
1983-10-31,136.63,5079.34,37793.78,297.76
1983-11-01,111.33,5078.99,37425.04,297.24
1983-11-02,144.12,5078.70,37121.86,296.97
1983-11-03,138.67,5078.39,36800.46,300.71
1983-11-04,125.61,5078.05,36450.89,301.85
1983-11-05,157.96,5077.76,36166.37,301.41
1983-11-06,144.97,5077.44,35857.65,300.62
1983-11-07,186.74,5077.31,35733.02,249.57
1983-11-08,197.16,5077.27,35694.70,216.48
1983-11-09,187.79,5077.22,35647.08,211.80
1983-11-10,177.27,5077.15,35579.93,211.12
1983-11-11,196.81,5077.12,35551.54,211.12
1983-11-12,215.80,5077.13,35560.83,211.12
1983-11-13,220.75,5077.15,35579.93,211.12
1983-11-14,206.43,5077.14,35570.63,211.12
1983-11-15,210.18,5077.14,35570.63,210.18
1983-11-16,171.65,5077.06,35494.39,210.09
1983-11-17,173.69,5077.04,35475.34,183.29
1983-11-18,149.92,5077.04,35475.34,149.92
1983-11-19,149.41,5077.04,35475.34,149.41
1983-11-20,144.00,5077.03,35465.59,148.92
1983-11-21,124.76,5076.98,35418.27,148.62
1983-11-22,133.68,5076.95,35390.02,147.92
1983-11-23,142.93,5076.94,35380.26,147.85
1983-11-24,142.27,5076.93,35371.02,146.93
1983-11-25,202.17,5076.93,35371.02,202.17
1983-11-26,132.46,5076.90,35342.32,146.93
1983-11-27,103.53,5076.81,35257.29,146.40
1983-11-28,136.42,5076.79,35238.39,145.95
1983-11-29,136.11,5076.77,35219.48,145.64
1983-11-30,78.41,5076.63,35087.46,144.97
1983-12-01,92.28,5076.52,34984.25,144.32
1983-12-02,148.44,5076.63,35087.46,96.40
1983-12-03,104.47,5076.70,35153.61,71.12
1983-12-04,90.60,5076.74,35191.38,71.56
1983-12-05,95.25,5076.79,35238.39,71.55
1983-12-06,100.37,5076.85,35295.17,71.74
1983-12-07,71.72,5076.85,35295.17,71.72
1983-12-08,95.07,5076.90,35342.32,71.30
1983-12-09,71.12,5076.90,35342.32,71.12
1983-12-10,138.36,5077.04,35475.34,71.30
1983-12-11,80.72,5077.06,35494.39,71.12
1983-12-12,90.31,5077.10,35532.46,71.12
1983-12-13,80.74,5077.12,35551.54,71.12
1983-12-14,95.07,5077.17,35599.04,71.12
1983-12-15,85.69,5077.20,35627.94,71.12
1983-12-16,71.12,5077.20,35627.94,71.12
1983-12-17,99.82,5077.26,35684.87,71.12
1983-12-18,71.12,5077.26,35684.87,71.12
1983-12-19,76.07,5077.27,35694.70,71.11
1983-12-20,59.09,5077.34,35761.55,25.39
1983-12-21,58.16,5077.46,35876.91,0.00
1983-12-22,63.07,5077.59,36002.01,0.00
1983-12-23,63.54,5077.72,36128.04,0.00
1983-12-24,19.32,5077.76,36166.37,0.00
1983-12-25,0.00,5077.76,36166.37,0.00
1983-12-26,9.79,5077.78,36185.79,0.00
1983-12-27,398.50,5078.56,36976.21,0.00
1983-12-28,94.45,5078.74,37163.55,0.00
1983-12-29,84.10,5078.90,37330.36,0.00
1983-12-30,127.22,5079.14,37582.69,0.00
1983-12-31,106.42,5079.34,37793.78,0.00
1984-01-01,101.78,5079.53,37995.65,0.00
1984-01-02,113.38,5079.74,38220.54,0.00
1984-01-03,86.47,5079.90,38392.06,0.00
1984-01-04,100.79,5080.09,38591.97,0.00
1984-01-05,93.32,5080.27,38777.06,0.00
1984-01-06,114.66,5080.49,39004.49,0.00
1984-01-07,0.00,5080.49,39004.49,0.00
1984-01-08,117.22,5080.74,39237.00,0.00
1984-01-09,104.87,5080.94,39445.00,0.00
1984-01-10,100.33,5081.13,39644.00,0.00
1984-01-11,73.61,5081.27,39790.00,0.00
1984-01-12,159.88,5081.54,40107.11,0.00
1984-01-13,75.41,5081.68,40256.68,0.00
1984-01-14,91.78,5081.85,40438.72,0.00
1984-01-15,107.04,5082.05,40651.04,0.00
1984-01-16,67.48,5082.18,40784.89,0.00
1984-01-17,82.96,5082.34,40949.44,0.00
1984-01-18,52.16,5082.44,41052.90,0.00
1984-01-19,73.28,5082.58,41198.25,0.00
1984-01-20,68.13,5082.71,41333.39,0.00
1984-01-21,94.87,5082.89,41521.57,0.00
1984-01-22,79.29,5083.04,41678.84,0.00
1984-01-23,85.02,5083.20,41847.47,0.00
1984-01-24,74.44,5083.34,41995.11,0.00
1984-01-25,85.66,5083.50,42165.02,0.00
1984-01-26,80.52,5083.65,42324.73,0.00
1984-01-27,91.61,5083.82,42506.43,0.00
1984-01-28,81.43,5083.97,42667.95,0.00
1984-01-29,81.21,5084.12,42829.03,0.00
1984-01-30,70.58,5084.25,42969.03,0.00
1984-01-31,65.45,5084.37,43098.84,0.00
1984-02-01,87.33,5084.53,43272.06,0.00
1984-02-02,65.93,5084.65,43402.83,0.00
1984-02-03,60.45,5084.76,43522.74,0.00
1984-02-04,94.14,5084.93,43709.46,0.00
1984-02-05,55.22,5085.03,43818.98,0.00
1984-02-06,50.20,5085.12,43918.55,0.00
1984-02-07,83.51,5085.27,44084.18,0.00
1984-02-08,72.65,5085.40,44228.28,0.00
1984-02-09,78.63,5085.54,44384.24,0.00
1984-02-10,107.00,5085.73,44596.47,0.00
1984-02-11,79.29,5085.87,44753.73,0.00
1984-02-12,68.21,5085.99,44889.02,0.00
1984-02-13,90.46,5086.15,45068.45,0.00
1984-02-14,96.65,5086.32,45260.16,0.00
1984-02-15,57.11,5086.42,45373.43,0.00
1984-02-16,68.76,5086.54,45509.81,0.00
1984-02-17,80.45,5086.68,45669.38,0.00
1984-02-18,68.89,5086.80,45806.03,0.00
1984-02-19,92.58,5086.96,45989.65,0.00
1984-02-20,52.09,5087.05,46092.97,0.00
1984-02-21,81.50,5087.19,46254.62,0.00
1984-02-22,81.77,5087.33,46416.80,0.00
1984-02-23,76.02,5087.46,46567.59,0.00
1984-02-24,70.55,5087.58,46707.52,0.00
1984-02-25,76.52,5087.71,46859.30,0.00
1984-02-26,41.25,5087.78,46941.11,0.00
1984-02-27,89.07,5087.93,47117.77,0.00
1984-02-28,86.84,5088.08,47290.01,0.00
1984-02-29,56.84,5088.18,47402.75,0.00
1984-03-01,68.13,5088.30,47537.89,0.00
1984-03-02,85.86,5088.45,47708.20,0.00
1984-03-03,80.05,5088.59,47866.98,0.00
1984-03-04,69.08,5088.71,48003.99,0.00
1984-03-05,69.25,5088.83,48141.34,0.00
1984-03-06,86.70,5088.98,48313.31,0.00
1984-03-07,46.46,5089.06,48405.46,0.00
1984-03-08,69.83,5089.18,48543.96,0.00
1984-03-09,69.77,5089.30,48682.35,0.00
1984-03-10,81.94,5089.44,48844.88,0.00
1984-03-11,99.75,5089.61,49042.74,0.00
1984-03-12,210.22,5089.76,49217.93,121.89
1984-03-13,122.58,5089.71,49159.67,151.95
1984-03-14,153.84,5089.62,49054.71,206.76
1984-03-15,98.03,5089.09,48439.77,408.06
1984-03-16,95.67,5088.81,48118.44,257.67
1984-03-17,123.58,5088.73,48026.84,169.76
1984-03-18,89.11,5088.59,47866.98,169.71
1984-03-19,43.14,5088.37,47617.43,168.95
1984-03-20,83.36,5088.22,47447.94,168.81
1984-03-21,72.15,5088.05,47255.97,168.93
1984-03-22,81.10,5087.90,47082.15,168.73
1984-03-23,55.59,5087.71,46859.30,167.94
1984-03-24,56.34,5087.52,46637.54,168.14
1984-03-25,68.55,5087.35,46440.00,168.14
1984-03-26,74.49,5087.19,46254.62,167.95
1984-03-27,45.83,5086.98,46012.64,167.83
1984-03-28,57.86,5086.79,45794.85,167.66
1984-03-29,75.52,5086.63,45612.05,167.68
1984-03-30,87.09,5086.49,45453.21,167.17
1984-03-31,52.57,5086.29,45226.46,166.89
1984-04-01,70.51,5086.12,45034.98,167.05
1984-04-02,76.16,5085.96,44854.87,166.97
1984-04-03,59.22,5085.77,44641.36,166.86
1984-04-04,82.30,5085.62,44473.60,166.88
1984-04-05,110.82,5085.52,44361.94,167.12
1984-04-06,117.52,5085.43,44261.91,167.95
1984-04-07,139.89,5085.38,44206.06,168.05
1984-04-08,140.45,5085.33,44150.74,168.34
1984-04-09,124.13,5085.25,44062.03,168.85
1984-04-10,120.35,5085.24,44051.23,125.79
1984-04-11,87.67,5085.32,44139.41,43.21
1984-04-12,102.07,5085.40,44228.28,57.26
1984-04-13,166.61,5085.52,44361.94,99.22
1984-04-14,172.72,5085.52,44361.94,172.72
1984-04-15,167.39,5085.51,44350.47,173.17
1984-04-16,173.73,5085.51,44350.47,173.73
1984-04-17,343.77,5085.81,44686.30,174.46
1984-04-18,433.38,5086.09,45000.89,274.77
1984-04-19,626.52,5086.42,45373.43,438.70
1984-04-20,568.69,5086.51,45475.41,517.28
1984-04-21,497.99,5086.48,45441.55,515.06
1984-04-22,514.09,5086.48,45441.55,514.09
1984-04-23,669.40,5086.75,45749.06,514.36
1984-04-24,886.89,5087.39,46486.48,515.11
1984-04-25,861.04,5087.89,47070.70,566.50
1984-04-26,824.83,5088.30,47537.89,589.29
1984-04-27,630.20,5088.37,47617.43,590.10
1984-04-28,647.34,5088.47,47730.96,590.10
1984-04-29,667.07,5088.60,47878.67,592.60
1984-04-30,632.03,5088.67,47958.28,591.89
1984-05-01,650.77,5088.77,48072.62,593.12
1984-05-02,743.88,5089.03,48370.57,593.66
1984-05-03,951.30,5089.64,49078.07,594.60
1984-05-04,1071.40,5090.44,50018.27,597.38
1984-05-05,1203.73,5091.44,51216.48,599.63
1984-05-06,1018.14,5092.12,52041.14,602.37
1984-05-07,890.61,5092.60,52608.81,604.41
1984-05-08,1003.75,5093.16,53278.97,665.88
1984-05-09,1276.08,5094.07,54385.38,718.26
1984-05-10,1861.51,5095.74,56468.90,811.07
1984-05-11,1905.83,5097.22,58372.43,946.13
1984-05-12,2225.55,5099.09,60856.47,973.18
1984-05-13,2930.54,5101.72,64415.32,1136.29
1984-05-14,3489.09,5104.95,68862.55,1246.94
1984-05-15,4235.84,5109.01,74750.16,1267.50
1984-05-16,3842.29,5112.14,79513.41,1440.82
1984-05-17,2637.03,5113.55,81691.80,1538.76
1984-05-18,2076.13,5114.24,82777.98,1528.51
1984-05-19,1924.71,5114.64,83411.07,1605.53
1984-05-20,1881.80,5114.91,83841.25,1664.92
1984-05-21,1811.01,5115.03,84032.48,1714.60
1984-05-22,1599.22,5114.88,83792.81,1720.05
1984-05-23,1507.17,5114.76,83601.32,1603.71
1984-05-24,1465.67,5114.68,83474.65,1529.53
1984-05-25,1436.03,5114.57,83299.38,1524.40
1984-05-26,1221.80,5114.19,82698.76,1524.61
1984-05-27,1145.16,5113.72,81959.16,1518.04
1984-05-28,1097.13,5113.19,81130.09,1515.12
1984-05-29,1024.13,5112.82,80556.48,1313.33
1984-05-30,920.93,5112.62,80248.54,1076.18
1984-05-31,810.94,5112.62,80248.54,810.94
1984-06-01,818.45,5112.76,80463.73,709.96
1984-06-02,780.53,5112.85,80603.20,710.21
1984-06-03,812.91,5112.98,80804.16,711.59
1984-06-04,825.62,5113.06,80928.32,763.02
1984-06-05,878.66,5113.09,80974.56,855.35
1984-06-06,932.83,5113.09,80974.56,932.83
1984-06-07,947.61,5113.07,80943.45,963.29
1984-06-08,897.69,5113.00,80835.22,952.26
1984-06-09,811.85,5112.83,80572.30,944.41
1984-06-10,858.45,5112.72,80402.67,943.97
1984-06-11,977.44,5112.76,80463.73,946.66
1984-06-12,988.26,5113.09,80974.56,730.72
1984-06-13,732.22,5113.42,81488.64,473.04
1984-06-14,695.34,5113.71,81943.05,466.24
1984-06-15,669.16,5113.89,82226.59,526.21
1984-06-16,626.38,5113.95,82321.38,578.59
1984-06-17,578.45,5113.95,82321.38,578.45
1984-06-18,578.05,5113.95,82321.38,578.05
1984-06-19,577.61,5113.95,82321.38,577.61
1984-06-20,577.00,5113.95,82321.38,577.00
1984-06-21,538.00,5113.90,82242.04,578.00
1984-06-22,513.68,5113.82,82115.94,577.26
1984-06-23,497.26,5113.72,81959.16,576.30
1984-06-24,434.07,5113.54,81676.54,576.56
1984-06-25,387.19,5113.30,81301.18,576.43
1984-06-26,371.93,5113.04,80897.23,575.59
1984-06-27,349.48,5112.75,80448.61,575.66
1984-06-28,310.66,5112.57,80171.20,450.52
1984-06-29,328.31,5112.57,80171.20,328.31
1984-06-30,309.28,5112.57,80171.20,309.28
1984-07-01,309.51,5112.57,80171.20,309.51
1984-07-02,325.25,5112.59,80201.95,309.75
1984-07-03,310.16,5112.59,80201.95,310.16
1984-07-04,318.42,5112.60,80217.78,310.44
1984-07-05,310.38,5112.60,80217.78,310.38
1984-07-06,329.27,5112.63,80263.62,306.16
1984-07-07,296.15,5112.62,80248.54,303.75
1984-07-08,288.53,5112.60,80217.78,304.04
1984-07-09,226.62,5112.50,80064.01,304.15
1984-07-10,257.80,5112.44,79971.83,304.27
1984-07-11,219.45,5112.33,79803.53,304.30
1984-07-12,196.54,5112.19,79589.35,304.52
1984-07-13,196.90,5112.05,79375.82,304.55
1984-07-14,186.64,5111.90,79141.95,304.55
1984-07-15,169.49,5111.73,78874.31,304.43
1984-07-16,146.06,5111.53,78560.07,304.49
1984-07-17,178.43,5111.37,78310.38,304.32
1984-07-18,123.62,5111.14,77952.05,304.28
1984-07-19,140.25,5110.93,77626.45,304.41
1984-07-20,140.62,5110.72,77302.22,304.09
1984-07-21,180.06,5110.56,77055.64,304.38
1984-07-22,219.74,5110.45,76887.10,304.71
1984-07-23,250.21,5110.38,76779.32,304.55
1984-07-24,250.34,5110.31,76672.63,304.13
1984-07-25,180.51,5110.15,76428.14,303.77
1984-07-26,151.69,5109.95,76126.48,303.78
1984-07-27,169.81,5109.77,75860.79,303.76
1984-07-28,111.47,5109.67,75713.63,185.66
1984-07-29,197.82,5109.77,75860.79,123.63
1984-07-30,198.06,5109.87,76008.30,123.69
1984-07-31,190.72,5109.96,76140.92,123.86
1984-08-01,276.56,5110.16,76443.74,123.89
1984-08-02,285.76,5110.37,76764.45,124.07
1984-08-03,224.45,5110.50,76963.55,124.07
1984-08-04,217.59,5110.62,77148.07,124.56
1984-08-05,178.88,5110.69,77255.49,124.72
1984-08-06,217.94,5110.81,77440.71,124.56
1984-08-07,155.73,5110.85,77502.55,124.55
1984-08-08,231.14,5110.82,77455.85,254.68
1984-08-09,148.81,5110.57,77070.71,342.98
1984-08-10,105.18,5110.25,76580.85,352.15
1984-08-11,40.07,5109.84,75963.66,351.24
1984-08-12,84.03,5109.48,75435.22,350.45
1984-08-13,41.04,5109.06,74823.13,349.64
1984-08-14,93.23,5108.71,74316.64,348.59
1984-08-15,63.99,5108.31,73742.31,353.55
1984-08-16,95.80,5107.95,73226.38,355.91
1984-08-17,124.34,5107.64,72769.56,354.65
1984-08-18,72.98,5107.26,72212.98,353.59
1984-08-19,89.28,5106.90,71690.45,352.72
1984-08-20,25.10,5106.45,71042.66,351.69
1984-08-21,98.56,5106.10,70542.38,350.78
1984-08-22,62.08,5105.71,69971.87,349.71
1984-08-23,31.36,5105.28,69341.58,349.13
1984-08-24,77.60,5104.91,68804.59,348.33
1984-08-25,57.08,5104.51,68227.62,347.97
1984-08-26,109.74,5104.18,67756.35,347.34
1984-08-27,104.97,5103.83,67266.26,352.06
1984-08-28,16.90,5103.34,66596.62,354.51
1984-08-29,60.55,5102.91,66015.05,353.76
1984-08-30,57.66,5102.47,65424.91,355.19
1984-08-31,60.41,5102.03,64839.42,355.59
1984-09-01,85.56,5101.64,64305.64,354.67
1984-09-02,17.43,5101.15,63638.33,353.87
1984-09-03,61.15,5100.72,63059.09,353.18
1984-09-04,78.03,5100.31,62511.10,354.31
1984-09-05,42.59,5099.85,61893.52,353.95
1984-09-06,22.14,5099.37,61236.70,353.29
1984-09-07,38.79,5098.91,60613.84,352.82
1984-09-08,74.92,5098.50,60063.84,352.21
1984-09-09,83.46,5098.10,59532.29,351.45
1984-09-10,39.17,5097.65,58936.43,339.58
1984-09-11,41.61,5097.18,58320.18,352.30
1984-09-12,108.46,5096.75,57761.40,390.18
1984-09-13,112.20,5096.29,57169.91,410.41
1984-09-14,120.14,5095.84,56595.65,409.66
1984-09-15,121.18,5095.39,56025.71,408.52
1984-09-16,117.22,5094.93,55448.78,408.09
1984-09-17,143.72,5094.51,54926.57,407.00
1984-09-18,90.17,5094.00,54300.02,406.06
1984-09-19,128.12,5093.55,53750.28,405.28
1984-09-20,130.44,5093.10,53206.71,404.49
1984-09-21,78.71,5092.56,52561.17,404.17
1984-09-22,146.60,5092.13,52052.61,403.00
1984-09-23,139.92,5091.70,51532.99,401.90
1984-09-24,119.55,5091.24,50974.94,400.90
1984-09-25,157.52,5090.84,50494.00,399.99
1984-09-26,117.45,5090.37,49935.63,398.96
1984-09-27,137.31,5089.93,49417.87,398.35
1984-09-28,114.71,5089.45,48856.76,397.60
1984-09-29,128.59,5088.99,48325.11,396.63
1984-09-30,130.81,5088.53,47798.65,396.23
1984-10-01,121.94,5088.05,47255.97,395.54
1984-10-02,135.74,5087.61,46742.32,394.71
1984-10-03,148.56,5087.19,46254.62,394.44
1984-10-04,110.39,5086.70,45692.20,393.94
1984-10-05,124.54,5086.23,45158.71,393.51
1984-10-06,120.85,5085.75,44618.93,392.99
1984-10-07,145.47,5085.31,44128.55,392.70
1984-10-08,130.72,5084.84,43610.37,391.97
1984-10-09,144.81,5084.39,43120.54,391.77
1984-10-10,130.48,5083.91,42603.38,391.21
1984-10-11,132.18,5083.43,42090.90,390.56
1984-10-12,140.55,5082.96,41594.77,390.68
1984-10-13,148.45,5082.50,41115.16,390.25
1984-10-14,171.46,5082.08,40682.10,389.79
1984-10-15,147.38,5081.62,40192.50,394.22
1984-10-16,160.89,5081.12,39662.39,428.15
1984-10-17,142.21,5080.55,39066.25,442.76
1984-10-18,166.28,5080.02,38520.46,441.45
1984-10-19,121.55,5079.43,37889.63,439.59
1984-10-20,135.21,5078.86,37288.44,438.31
1984-10-21,154.46,5078.32,36727.95,437.04
1984-10-22,135.71,5077.71,36118.11,443.17
1984-10-23,146.67,5077.08,35513.38,451.55
1984-10-24,171.42,5076.71,35162.83,348.16
1984-10-25,185.31,5076.69,35143.95,194.83
1984-10-26,169.37,5076.64,35097.06,193.01
1984-10-27,190.67,5076.63,35087.46,195.51
1984-10-28,148.00,5076.53,34993.42,195.41
1984-10-29,180.87,5076.54,35003.04,176.02
1984-10-30,166.86,5076.54,35003.04,166.86
1984-10-31,176.47,5076.56,35021.84,166.99
1984-11-01,169.06,5076.54,35003.04,178.54
1984-11-02,212.51,5076.62,35078.23,174.60
1984-11-03,183.88,5076.65,35106.23,169.76
1984-11-04,174.64,5076.66,35115.91,169.76
1984-11-05,174.39,5076.67,35125.09,169.76
1984-11-06,189.06,5076.71,35162.83,170.03
1984-11-07,170.67,5076.71,35162.83,170.67
1984-11-08,199.63,5076.77,35219.48,171.07
1984-11-09,185.88,5076.80,35247.61,171.70
1984-11-10,171.58,5076.80,35247.61,171.58
1984-11-11,171.73,5076.80,35247.61,171.73
1984-11-12,167.08,5076.79,35238.39,171.73
1984-11-13,163.37,5076.75,35200.57,182.44
1984-11-14,124.42,5076.10,34592.70,430.89
1984-11-15,39.85,5075.77,34263.91,205.62
1984-11-16,99.87,5075.76,34253.42,105.16
1984-11-17,105.23,5075.76,34253.42,105.23
1984-11-18,105.48,5075.76,34253.42,105.48
1984-11-19,100.56,5075.75,34243.39,105.62
1984-11-20,105.62,5075.75,34243.39,105.62
1984-11-21,105.62,5075.75,34243.39,105.62
1984-11-22,106.01,5075.75,34243.39,106.01
1984-11-23,87.47,5075.72,34212.97,102.81
1984-11-24,127.20,5075.77,34263.91,101.52
1984-11-25,106.62,5075.78,34273.88,101.59
1984-11-26,68.82,5075.78,34273.88,68.82
1984-11-27,79.97,5075.83,34325.39,54.00
1984-11-28,101.28,5075.99,34489.92,18.33
1984-11-29,84.48,5076.17,34657.48,0.00
1984-11-30,98.61,5076.38,34853.07,0.00
1984-12-01,28.33,5076.44,34909.26,0.00
1984-12-02,42.43,5076.53,34993.42,0.00
1984-12-03,42.76,5076.62,35078.23,0.00
1984-12-04,57.05,5076.74,35191.38,0.00
1984-12-05,47.44,5076.84,35285.48,0.00
1984-12-06,62.27,5076.97,35408.99,0.00
1984-12-07,71.87,5077.12,35551.54,0.00
1984-12-08,76.88,5077.28,35704.03,0.00
1984-12-09,63.03,5077.41,35829.04,0.00
1984-12-10,135.97,5077.69,36098.73,0.00
1984-12-11,88.10,5077.87,36273.48,0.00
1984-12-12,105.05,5078.08,36481.84,0.00
1984-12-13,87.86,5078.25,36656.11,0.00
1984-12-14,93.63,5078.43,36841.82,0.00
1984-12-15,67.75,5078.56,36976.21,0.00
1984-12-16,125.78,5078.80,37225.70,0.00
1984-12-17,68.74,5078.93,37362.05,0.00
1984-12-18,89.96,5079.10,37540.49,0.00
1984-12-19,84.97,5079.26,37709.03,0.00
1984-12-20,85.55,5079.42,37878.72,0.00
1984-12-21,107.54,5079.62,38092.02,0.00
1984-12-22,129.57,5079.86,38349.02,0.00
1984-12-23,70.81,5079.99,38489.46,0.00
1984-12-24,51.68,5080.09,38591.97,0.00
1984-12-25,67.47,5080.22,38725.80,0.00
1984-12-26,109.16,5080.43,38942.31,0.00
1984-12-27,57.36,5080.54,39056.08,0.00
1984-12-28,104.97,5080.74,39264.29,0.00
1984-12-29,68.40,5080.87,39399.96,0.00
