date,qu,fb,af,qd
2006-05-06,832.03,5111.63,78717.01,1110.00
2006-05-07,841.97,5111.29,78185.38,1110.00
2006-05-08,1981.37,5112.72,80379.83,875.00
2006-05-09,714.48,5112.58,80168.56,821.00
2006-05-10,943.52,5112.72,80379.83,837.00
2006-05-11,873.13,5112.96,80750.99,686.00
2006-05-12,783.55,5113.20,81128.95,593.00
2006-05-13,715.23,5113.47,81555.86,500.00
2006-05-14,574.96,5113.60,81762.07,471.00
2006-05-15,513.79,5113.61,81777.52,506.00
2006-05-16,537.07,5113.63,81809.39,521.00
2006-05-17,530.20,5113.64,81825.66,522.00
2006-05-18,514.80,5113.63,81809.39,523.00
2006-05-19,499.14,5113.60,81762.07,523.00
2006-05-20,475.87,5113.54,81666.61,524.00
2006-05-21,412.40,5113.40,81445.26,524.00
2006-05-22,586.65,5113.56,81698.45,459.00
2006-05-23,383.95,5113.50,81603.15,432.00
2006-05-24,351.40,5113.40,81445.26,431.00
2006-05-25,359.97,5113.31,81302.39,432.00
2006-05-26,386.94,5113.33,81334.00,371.00
2006-05-27,324.06,5113.31,81302.39,340.00
2006-05-28,332.22,5113.30,81286.95,340.00
2006-05-29,332.86,5113.29,81270.80,341.00
2006-05-30,285.43,5113.22,81160.58,341.00
2006-05-31,308.00,5113.22,81160.58,308.00
2006-06-01,-381.42,5112.39,79882.39,263.00
2006-06-02,228.91,5112.42,79927.84,206.00
2006-06-03,237.32,5112.46,79987.97,207.00
2006-06-04,230.55,5112.49,80032.69,208.00
2006-06-05,209.00,5112.49,80032.69,209.00
2006-06-06,202.60,5112.48,80018.01,210.00
2006-06-07,194.85,5112.46,79987.97,210.00
2006-06-08,187.07,5112.43,79942.49,210.00
2006-06-09,234.93,5112.46,79987.97,212.00
2006-06-10,212.00,5112.46,79987.97,212.00
2006-06-11,212.00,5112.46,79987.97,212.00
2006-06-12,197.81,5112.44,79957.85,213.00
2006-06-13,175.87,5112.42,79927.84,191.00
2006-06-14,172.26,5112.41,79912.48,180.00
2006-06-15,180.00,5112.41,79912.48,180.00
2006-06-16,158.44,5112.38,79867.74,181.00
2006-06-17,135.62,5112.32,79777.73,181.00
2006-06-18,129.31,5112.25,79673.22,182.00
2006-06-19,117.16,5112.22,79627.91,140.00
2006-06-20,121.00,5112.22,79627.91,121.00
2006-06-21,121.00,5112.22,79627.91,121.00
2006-06-22,105.93,5112.20,79598.02,121.00
2006-06-23,84.47,5112.15,79523.59,122.00
2006-06-24,99.21,5112.12,79478.38,122.00
2006-06-25,84.53,5112.07,79404.06,122.00
2006-06-26,12.81,5111.93,79185.50,123.00
2006-06-27,12.81,5111.79,78966.94,123.00
2006-06-28,12.81,5111.65,78748.38,123.00
2006-06-29,91.32,5111.61,78685.55,123.00
2006-06-30,75.55,5111.55,78591.44,123.00
2006-07-01,52.06,5111.46,78450.74,123.00
2006-07-02,67.97,5111.39,78341.59,123.00
2006-07-03,51.95,5111.30,78200.66,123.00
2006-07-04,68.15,5111.23,78091.86,123.00
2006-07-05,68.23,5111.16,77983.22,123.00
2006-07-06,52.23,5111.07,77842.84,123.00
2006-07-07,75.06,5111.01,77749.73,122.00
2006-07-08,98.72,5110.98,77703.56,122.00
2006-07-09,20.66,5110.85,77502.56,122.00
2006-07-10,44.13,5110.75,77348.10,122.00
2006-07-11,43.24,5110.65,77193.87,121.00
2006-07-12,74.40,5110.59,77101.45,121.00
2006-07-13,35.95,5110.48,76932.75,121.00
2006-07-14,51.60,5110.39,76795.10,121.00
2006-07-15,50.31,5110.30,76656.87,120.00
2006-07-16,35.43,5110.19,76489.13,120.00
2006-07-17,35.62,5110.08,76321.77,120.00
2006-07-18,13.89,5109.94,76111.31,120.00
2006-07-19,23.43,5109.81,75919.77,120.00
2006-07-20,16.09,5109.67,75713.66,120.00
2006-07-21,44.93,5109.57,75566.74,119.00
2006-07-22,37.90,5109.46,75405.88,119.00
2006-07-23,-6.14,5109.29,75157.66,119.00
2006-07-24,29.82,5109.17,74982.75,118.00
2006-07-25,0.72,5109.01,74750.13,118.00
2006-07-26,45.24,5108.91,74605.82,118.00
2006-07-27,37.56,5108.80,74446.26,118.00
2006-07-28,22.54,5108.67,74258.90,117.00
2006-07-29,0.85,5108.51,74028.52,117.00
2006-07-30,15.04,5108.37,73828.27,116.00
2006-07-31,14.95,5108.23,73627.84,116.00
2006-08-01,8.19,5108.08,73414.01,116.00
2006-08-02,43.61,5107.98,73270.43,116.00
2006-08-03,-11.49,5107.81,73019.54,115.00
2006-08-04,-18.63,5107.63,72754.49,115.00
2006-08-05,26.19,5107.51,72578.33,115.00
2006-08-06,41.51,5107.41,72432.56,115.00
2006-08-07,-3.85,5107.25,72198.81,114.00
2006-08-08,55.22,5107.17,72082.22,114.00
2006-08-09,-17.60,5106.99,71821.20,114.00
2006-08-10,4.28,5106.84,71603.57,114.00
2006-08-11,-16.68,5106.66,71344.37,114.00
2006-08-12,32.96,5106.55,71185.61,113.00
2006-08-13,19.02,5106.42,70999.21,113.00
2006-08-14,-17.58,5106.24,70742.20,112.00
2006-08-15,-10.44,5106.07,70499.34,112.00
2006-08-16,39.68,5105.97,70355.90,112.00
2006-08-17,-7.29,5105.81,70119.30,112.00
2006-08-18,21.80,5105.69,69942.38,111.00
2006-08-19,7.23,5105.55,69736.56,111.00
2006-08-20,-21.62,5105.37,69473.52,111.00
2006-08-21,15.45,5105.24,69283.99,111.00
2006-08-22,15.33,5105.11,69094.23,111.00
2006-08-23,8.84,5104.97,68891.59,111.00
2006-08-24,-34.94,5104.77,68602.13,111.00
2006-08-25,-6.32,5104.61,68371.42,110.00
2006-08-26,30.43,5104.50,68213.59,110.00
2006-08-27,46.07,5104.41,68084.81,111.00
2006-08-28,27.39,5104.29,67913.02,114.00
2006-08-29,29.61,5104.17,67741.66,116.00
2006-08-30,-11.64,5103.99,67486.51,117.00
2006-08-31,4.97,5103.83,67266.28,116.00
2006-09-01,19.14,5103.69,67074.16,116.00
2006-09-02,33.19,5103.57,66909.91,116.00
2006-09-03,33.73,5103.45,66746.73,116.00
2006-09-04,19.89,5103.31,66556.09,116.00
2006-09-05,-58.77,5102.91,66015.06,214.00
2006-09-06,19.59,5102.57,65558.05,250.00
2006-09-07,19.52,5102.23,65104.86,248.00
2006-09-08,65.47,5101.96,64744.80,247.00
2006-09-09,3.73,5101.61,64264.27,246.00
2006-09-10,66.38,5101.35,63909.98,245.00
2006-09-11,-2.78,5100.99,63422.48,243.00
2006-09-12,31.70,5100.68,63005.35,242.00
2006-09-13,25.26,5100.36,62577.43,241.00
2006-09-14,-7.50,5099.99,62086.53,240.00
2006-09-15,79.08,5099.76,61769.33,239.00
2006-09-16,-15.78,5099.39,61263.98,239.00
2006-09-17,24.86,5099.08,60843.21,237.00
2006-09-18,51.46,5098.81,60479.16,235.00
2006-09-19,24.61,5098.50,60063.84,234.00
2006-09-20,19.48,5098.18,59638.34,234.00
2006-09-21,107.30,5097.99,59387.04,234.00
2006-09-22,64.94,5097.74,59055.68,232.00
2006-09-23,77.85,5097.51,58751.91,231.00
2006-09-24,76.93,5097.28,58450.28,229.00
2006-09-25,25.54,5096.97,58046.73,229.00
2006-09-26,226.00,5096.97,58046.73,226.00
2006-09-27,94.19,5096.77,57787.28,225.00
2006-09-28,29.17,5096.47,57400.84,224.00
2006-09-29,35.76,5096.18,57029.46,223.00
2006-09-30,22.73,5095.87,56634.22,222.00
2006-10-01,36.20,5095.58,56265.69,222.00
2006-10-02,-131.79,5094.83,55323.96,343.00
2006-10-03,22.28,5094.15,54483.52,446.00
2006-10-04,54.08,5093.52,53714.09,442.00
2006-10-05,61.07,5092.90,52966.46,438.00
2006-10-06,69.44,5092.29,52241.39,435.00
2006-10-07,58.22,5091.67,51496.04,434.00
2006-10-08,76.92,5091.09,50793.73,431.00
2006-10-09,49.97,5090.46,50041.94,429.00
2006-10-10,144.78,5090.11,49628.94,353.00
2006-10-11,31.45,5089.61,49042.73,327.00
2006-10-12,44.27,5089.13,48485.91,325.00
2006-10-13,28.34,5088.62,47901.47,323.00
2006-10-14,36.45,5088.12,47335.10,322.00
2006-10-15,27.16,5087.62,46754.27,320.00
2006-10-16,15.81,5087.10,46150.91,320.00
2006-10-17,47.32,5086.63,45612.05,319.00
2006-10-18,42.93,5086.15,45068.44,317.00
2006-10-19,38.66,5085.66,44518.35,316.00
2006-10-20,28.15,5085.15,43951.38,314.00
2006-10-21,36.43,5084.65,43402.82,313.00
2006-10-22,43.44,5084.16,42872.12,311.00
2006-10-23,50.31,5083.68,42357.03,310.00
2006-10-24,35.01,5083.17,41815.56,308.00
2006-10-25,33.36,5082.65,41270.81,308.00
2006-10-26,29.91,5082.12,40723.19,306.00
2006-10-27,31.93,5081.61,40181.56,305.00
2006-10-28,31.62,5081.10,39641.30,304.00
2006-10-29,8.95,5080.54,39056.08,304.00
2006-10-30,156.63,5080.48,38993.86,188.00
2006-10-31,36.09,5080.29,38797.67,135.00
2006-11-01,26.25,5080.08,38581.96,135.00
2006-11-02,28.40,5079.88,38370.52,135.00
2006-11-03,53.84,5079.73,38209.55,135.00
2006-11-04,48.67,5079.57,38038.31,135.00
2006-11-05,38.61,5079.39,37847.13,135.00
2006-11-06,44.27,5079.22,37667.17,135.00
2006-11-07,55.08,5079.07,37508.66,135.00
2006-11-08,19.83,5078.85,37278.25,136.00
2006-11-09,66.66,5078.72,37142.69,135.00
2006-11-10,45.71,5078.55,36965.59,135.00
2006-11-11,21.52,5078.33,36738.52,136.00
2006-11-12,52.99,5078.17,36573.87,136.00
2006-11-13,33.70,5077.97,36370.96,136.00
2006-11-14,52.43,5077.80,36205.21,136.00
2006-11-15,43.29,5077.61,36021.32,136.00
2006-11-16,48.75,5077.43,35848.27,136.00
2006-11-17,53.61,5077.26,35684.86,136.00
2006-11-18,50.55,5077.08,35513.39,137.00
2006-11-19,50.75,5076.90,35342.32,137.00
2006-11-20,50.38,5076.72,35172.49,136.00
2006-11-21,70.83,5076.79,35238.40,37.60
2006-11-22,57.28,5076.91,35352.02,0.00
2006-11-23,52.56,5077.02,35456.27,0.00
2006-11-24,33.50,5077.09,35522.71,0.00
2006-11-25,28.85,5077.15,35579.94,0.00
2006-11-26,48.20,5077.25,35675.54,0.00
2006-11-27,48.33,5077.35,35771.40,0.00
2006-11-28,29.05,5077.41,35829.02,0.00
2006-11-29,24.13,5077.46,35876.89,0.00
2006-11-30,29.14,5077.52,35934.69,0.00
2006-12-01,24.21,5077.57,35982.70,0.00
2006-12-02,48.74,5077.67,36079.38,0.00
2006-12-03,29.30,5077.73,36137.50,0.00
2006-12-04,34.14,5077.80,36205.21,0.00
2006-12-05,39.22,5077.88,36283.01,0.00
2006-12-06,34.50,5077.95,36351.44,0.00
2006-12-07,45.11,5078.04,36440.91,0.00
2006-12-08,41.30,5078.12,36522.82,0.00
2006-12-09,41.39,5078.20,36604.92,0.00
2006-12-10,56.97,5078.31,36717.91,0.00
2006-12-11,46.71,5078.40,36810.55,0.00
2006-12-12,52.16,5078.50,36914.00,0.00
2006-12-13,41.86,5078.58,36997.02,0.00
2006-12-14,89.09,5078.75,37173.73,0.00
2006-12-15,63.24,5078.87,37299.17,0.00
2006-12-16,21.13,5078.91,37341.09,0.00
2006-12-17,31.73,5078.97,37404.03,0.00
2006-12-18,31.52,5079.03,37466.55,0.00
2006-12-19,26.67,5079.08,37519.45,0.00
2006-12-20,37.07,5079.15,37592.97,0.00
2006-12-21,21.30,5079.19,37635.22,0.00
2006-12-22,47.87,5079.28,37730.17,0.00
2006-12-23,42.76,5079.36,37814.98,0.00
2006-12-24,48.37,5079.45,37910.93,0.00
2006-12-25,31.94,5079.51,37974.29,0.00
2006-12-26,43.06,5079.59,38059.70,0.00
2006-12-27,81.09,5079.74,38220.54,0.00
2006-12-28,43.06,5079.82,38305.95,0.00
2006-12-29,48.98,5079.91,38403.10,0.00
2006-12-30,43.54,5079.99,38489.47,0.00
2006-12-31,41.34,5080.07,38571.46,0.00
2007-01-01,36.33,5080.14,38643.52,0.00
2007-01-02,31.11,5080.20,38705.22,0.00
2007-01-03,51.68,5080.30,38807.73,0.00
2007-01-04,31.24,5080.36,38869.69,0.00
2007-01-05,36.61,5080.43,38942.31,0.00
2007-01-06,36.44,5080.50,39014.59,0.00
2007-01-07,62.84,5080.62,39139.23,0.00
2007-01-08,5.11,5080.63,39149.37,0.00
2007-01-09,47.41,5080.72,39243.41,0.00
2007-01-10,36.72,5080.79,39316.25,0.00
2007-01-11,57.91,5080.90,39431.11,0.00
2007-01-12,26.56,5080.95,39483.79,0.00
2007-01-13,36.95,5081.02,39557.08,0.00
2007-01-14,37.02,5081.09,39630.50,0.00
2007-01-15,31.90,5081.15,39693.78,0.00
2007-01-16,37.39,5081.22,39767.94,0.00
2007-01-17,26.54,5081.27,39820.59,0.00
2007-01-18,37.24,5081.34,39894.46,0.00
2007-01-19,26.89,5081.39,39947.80,0.00
2007-01-20,42.88,5081.47,40032.85,0.00
2007-01-21,37.44,5081.54,40107.11,0.00
2007-01-22,26.77,5081.59,40160.21,0.00
2007-01-23,32.33,5081.65,40224.33,0.00
2007-01-24,37.89,5081.72,40299.48,0.00
2007-01-25,37.72,5081.79,40374.29,0.00
2007-01-26,43.33,5081.87,40460.24,0.00
2007-01-27,26.99,5081.92,40513.77,0.00
2007-01-28,38.18,5081.99,40589.50,0.00
2007-01-29,25.99,5082.04,40641.05,0.00
2007-01-30,31.05,5082.10,40702.63,0.00
2007-01-31,31.09,5082.16,40764.30,0.00
2007-02-01,31.14,5082.22,40826.07,0.00
2007-02-02,30.94,5082.28,40887.44,0.00
2007-02-03,36.58,5082.35,40960.00,0.00
2007-02-04,31.29,5082.41,41022.07,0.00
2007-02-05,31.36,5082.47,41084.27,0.00
2007-02-06,62.57,5082.59,41208.37,0.00
2007-02-07,84.07,5082.75,41375.12,0.00
2007-02-08,190.16,5083.11,41752.29,0.00
2007-02-09,143.81,5083.38,42037.53,0.00
2007-02-10,107.24,5083.58,42250.24,0.00
2007-02-11,194.18,5083.94,42635.39,0.00
2007-02-12,141.10,5084.20,42915.26,0.00
2007-02-13,54.21,5084.30,43022.78,0.00
2007-02-14,60.22,5084.41,43142.22,0.00
2007-02-15,49.13,5084.50,43239.67,0.00
2007-02-16,65.87,5084.62,43370.33,0.00
2007-02-17,60.44,5084.73,43490.21,0.00
2007-02-18,66.26,5084.85,43621.63,0.00
2007-02-19,44.28,5084.93,43709.46,0.00
2007-02-20,38.69,5085.00,43786.21,0.00
2007-02-21,44.45,5085.08,43874.38,0.00
2007-02-22,61.12,5085.19,43995.60,0.00
2007-02-23,44.66,5085.27,44084.18,0.00
2007-02-24,39.03,5085.34,44161.60,0.00
2007-02-25,44.83,5085.42,44250.52,0.00
2007-02-26,44.92,5085.50,44339.62,0.00
2007-02-27,50.49,5085.59,44439.77,0.00
2007-02-28,28.33,5085.64,44495.97,0.00
2007-03-01,33.87,5085.70,44563.15,0.00
2007-03-02,44.97,5085.78,44652.34,0.00
2007-03-03,22.65,5085.82,44697.27,0.00
2007-03-04,45.37,5085.90,44787.26,0.00
2007-03-05,39.92,5085.97,44866.45,0.00
2007-03-06,90.49,5086.13,45045.93,0.00
2007-03-07,102.44,5086.31,45249.11,0.00
2007-03-08,131.43,5086.54,45509.80,0.00
2007-03-09,103.50,5086.72,45715.08,0.00
2007-03-10,109.61,5086.91,45932.48,0.00
2007-03-11,86.86,5087.06,46104.77,0.00
2007-03-12,93.16,5087.22,46289.55,0.00
2007-03-13,140.17,5087.46,46567.58,0.00
2007-03-14,176.49,5087.76,46917.64,0.00
2007-03-15,142.36,5088.00,47200.01,0.00
2007-03-16,130.55,5088.23,47458.95,0.00
2007-03-17,96.93,5088.40,47651.20,0.00
2007-03-18,131.80,5088.63,47912.63,0.00
2007-03-19,184.77,5088.95,48279.11,0.00
2007-03-20,185.91,5089.27,48647.86,0.00
2007-03-21,187.30,5089.59,49019.37,0.00
2007-03-22,177.20,5089.89,49370.84,0.00
2007-03-23,189.48,5090.21,49746.67,0.00
2007-03-24,202.58,5090.55,50148.48,0.00
2007-03-25,216.62,5090.91,50578.13,0.00
2007-03-26,242.54,5091.31,51059.21,0.00
2007-03-27,312.53,5091.82,51679.11,0.00
2007-03-28,265.47,5092.26,52205.67,0.00
2007-03-29,203.24,5092.60,52608.80,0.00
2007-03-30,156.17,5092.86,52918.56,0.00
2007-03-31,151.20,5093.11,53218.46,0.00
2007-04-01,127.62,5093.32,53471.60,0.00
2007-04-02,171.33,5093.60,53811.43,0.00
2007-04-03,196.83,5093.92,54201.84,0.00
2007-04-04,142.01,5094.15,54483.52,0.00
2007-04-05,167.44,5094.42,54815.64,0.00
2007-04-06,174.88,5094.70,55162.50,0.00
2007-04-07,219.68,5095.05,55598.22,0.00
2007-04-08,253.73,5095.45,56101.48,0.00
2007-04-09,249.13,5095.84,56595.62,0.00
2007-04-10,250.85,5096.23,57093.11,0.03
2007-04-11,219.73,5096.57,57528.93,0.00
2007-04-12,156.36,5096.81,57839.07,0.00
2007-04-13,170.03,5097.07,58176.31,0.00
2007-04-14,131.69,5097.27,58437.51,0.00
2007-04-15,145.57,5097.49,58726.24,0.00
2007-04-16,142.97,5097.65,58936.43,37.00
2007-04-17,153.79,5097.72,59029.23,107.00
2007-04-18,200.18,5097.86,59214.04,107.00
2007-04-19,208.27,5098.01,59412.93,108.00
2007-04-20,180.56,5098.12,59558.84,107.00
2007-04-21,167.00,5098.21,59677.84,107.00
2007-04-22,153.75,5098.28,59770.56,107.00
2007-04-23,181.01,5098.39,59917.35,107.00
2007-04-24,204.50,5098.65,60264.26,29.60
2007-04-25,169.30,5098.90,60600.07,0.00
2007-04-26,142.90,5099.11,60883.50,0.00
2007-04-27,136.90,5099.31,61155.04,0.00
2007-04-28,123.71,5099.49,61400.41,0.00
2007-04-29,144.79,5099.70,61687.60,0.00
2007-04-30,117.69,5099.87,61921.03,0.00
2007-05-01,123.44,5100.05,62165.86,0.00
2007-05-02,127.27,5100.24,62418.30,0.00
2007-05-03,107.12,5100.40,62630.77,0.00
2007-05-04,121.26,5100.58,62871.29,0.00
2007-05-05,121.45,5100.76,63112.18,0.00
2007-05-06,142.83,5100.97,63395.47,0.00
2007-05-07,129.44,5101.16,63652.21,0.00
2007-05-08,109.24,5101.32,63868.88,0.00
2007-05-09,89.43,5101.45,64046.26,0.00
2007-05-10,96.11,5101.59,64236.90,0.00
2007-05-11,82.89,5101.71,64401.30,0.00
2007-05-12,69.24,5101.81,64538.63,0.00
2007-05-13,69.38,5101.91,64676.24,0.00
2007-05-14,68.92,5102.01,64812.94,0.00
2007-05-15,88.93,5102.08,64906.02,42.00
2007-05-16,62.74,5102.07,64892.41,69.60
2007-05-17,49.71,5102.04,64852.95,69.60
2007-05-18,50.43,5102.01,64812.94,70.60
2007-05-19,50.26,5101.98,64772.39,70.70
2007-05-20,28.99,5101.92,64689.66,70.70
2007-05-21,57.11,5101.90,64662.11,71.00
2007-05-22,35.98,5101.85,64593.64,70.50
2007-05-23,50.32,5101.82,64552.02,71.30
2007-05-24,64.85,5101.81,64538.63,71.60
2007-05-25,44.09,5101.77,64483.66,71.80
2007-05-26,44.41,5101.73,64428.74,72.10
2007-05-27,44.54,5101.69,64373.87,72.20
2007-05-28,18.34,5101.61,64264.27,73.60
2007-05-29,39.95,5101.56,64196.14,74.30
2007-05-30,39.81,5101.51,64127.53,74.40
2007-05-31,33.63,5101.45,64046.26,74.60
2007-06-01,33.36,5101.39,63964.46,74.60
2007-06-02,33.91,5101.33,63882.76,75.10
2007-06-03,21.17,5101.25,63774.00,76.00
2007-06-04,21.65,5101.17,63665.41,76.40
2007-06-05,21.65,5101.09,63557.02,76.30
2007-06-06,62.45,5101.07,63529.95,76.10
2007-06-07,61.86,5101.05,63502.89,75.50
2007-06-08,55.93,5101.02,63462.68,76.20
2007-06-09,49.15,5100.98,63408.63,76.40
2007-06-10,56.05,5100.95,63368.47,76.30
2007-06-11,21.91,5100.87,63260.58,76.30
2007-06-12,28.41,5100.80,63165.98,76.10
2007-06-13,22.79,5100.72,63059.05,76.70
2007-06-14,22.67,5100.64,62951.69,76.80
2007-06-15,9.27,5100.54,62817.75,76.80
2007-06-16,22.71,5100.46,62710.86,76.60
2007-06-17,-10.19,5100.33,62537.73,77.10
2007-06-18,16.69,5100.24,62418.30,76.90
2007-06-19,10.14,5100.14,62285.49,77.10
2007-06-20,10.18,5100.04,62152.96,77.00
2007-06-21,22.24,5099.96,62044.75,76.80
2007-06-22,0.34,5099.85,61893.50,76.60
2007-06-23,-6.41,5099.73,61728.45,76.80
2007-06-24,1.50,5099.62,61577.90,77.40
2007-06-25,-5.25,5099.50,61413.76,77.50
2007-06-26,1.69,5099.39,61263.98,77.20
2007-06-27,-5.67,5099.27,61100.61,76.70
2007-06-28,0.77,5099.16,60951.59,75.90
2007-06-29,-6.01,5099.04,60789.12,75.90
2007-06-30,0.45,5098.93,60640.86,75.20
2007-07-01,-6.62,5098.81,60479.16,74.90
2007-07-02,0.24,5098.70,60331.66,74.60
2007-07-03,-14.21,5098.57,60157.10,73.80
2007-07-04,-0.27,5098.46,60010.38,73.70
2007-07-05,-7.68,5098.34,59850.35,73.00
2007-07-06,-21.08,5098.20,59664.93,72.40
2007-07-07,5.23,5098.10,59532.29,72.10
2007-07-08,-15.14,5097.97,59360.44,71.50
2007-07-09,-29.15,5097.82,59161.01,71.40
2007-07-10,-2.67,5097.71,59015.69,70.60
2007-07-11,-9.47,5097.59,58857.28,70.40
2007-07-12,-22.38,5097.45,58673.65,70.20
2007-07-13,-16.60,5097.32,58502.67,69.60
2007-07-14,-29.17,5097.17,58306.77,69.60
2007-07-15,-3.28,5097.06,58163.60,68.90
2007-07-16,9.88,5096.97,58046.73,68.80
2007-07-17,-29.92,5096.82,57851.71,68.40
2007-07-18,-36.02,5096.66,57645.39,68.00
2007-07-19,-3.51,5096.55,57503.16,68.20
2007-07-20,-10.00,5096.43,57349.44,67.50
2007-07-21,-16.73,5096.30,57182.38,67.50
2007-07-22,-16.60,5096.17,57016.37,67.10
2007-07-23,-48.68,5095.99,56787.52,66.70
2007-07-24,60.40,5095.98,56774.43,67.00
2007-07-25,-10.90,5095.86,56621.10,66.40
2007-07-26,-3.76,5095.75,56481.34,66.70
2007-07-27,-3.93,5095.64,56341.85,66.40
2007-07-28,-4.46,5095.53,56202.10,66.00
2007-07-29,-10.11,5095.41,56050.93,66.10
2007-07-30,-10.99,5095.29,55899.62,65.30
2007-07-31,-16.85,5095.16,55736.48,65.40
2007-08-01,-17.42,5095.03,55573.20,64.90
2007-08-02,-4.49,5094.92,55435.96,64.70
2007-08-03,-10.38,5094.80,55286.25,65.10
2007-08-04,-10.54,5094.68,55137.61,64.40
2007-08-05,-10.45,5094.56,54988.76,64.60
2007-08-06,1.81,5094.46,54865.01,64.20
2007-08-07,-22.78,5094.32,54692.28,64.30
2007-08-08,-3.60,5094.21,54557.21,64.50
2007-08-09,-28.15,5094.06,54373.45,64.50
2007-08-10,-34.21,5093.90,54177.27,64.70
2007-08-11,2.89,5093.80,54054.87,64.60
2007-08-12,-15.00,5093.67,53896.40,64.90
2007-08-13,-20.84,5093.53,53725.95,65.10
2007-08-14,-14.11,5093.40,53568.44,65.30
2007-08-15,-13.74,5093.27,53411.46,65.40
2007-08-16,-13.54,5093.14,53254.88,65.40
2007-08-17,53.35,5093.12,53230.79,65.50
2007-08-18,-37.18,5092.95,53026.74,65.70
2007-08-19,-0.51,5092.84,52894.63,66.10
2007-08-20,0.15,5092.73,52763.42,66.30
2007-08-21,6.30,5092.63,52644.22,66.40
2007-08-22,-11.51,5092.50,52489.88,66.30
2007-08-23,0.96,5092.39,52359.68,66.60
2007-08-24,1.26,5092.28,52229.29,67.00
2007-08-25,-4.11,5092.16,52088.24,67.00
2007-08-26,-15.76,5092.02,51923.50,67.30
2007-08-27,-12.41,5091.89,51765.20,67.40
2007-08-28,-6.41,5091.77,51618.20,67.70
2007-08-29,-129.74,5091.21,50938.38,213.00
2007-08-30,-48.09,5090.68,50303.50,272.00
2007-08-31,-15.55,5090.20,49735.14,271.00
2007-09-01,-31.94,5089.69,49136.25,270.00
2007-09-02,-29.61,5089.18,48543.97,269.00
2007-09-03,-15.78,5088.69,47981.11,268.00
2007-09-04,-17.58,5088.18,47402.76,274.00
2007-09-05,20.86,5087.74,46894.72,277.00
2007-09-06,-29.11,5087.22,46289.55,276.00
2007-09-07,-9.01,5086.73,45726.22,275.00
2007-09-08,-18.68,5086.22,45147.68,273.00
2007-09-09,-28.50,5085.69,44551.65,272.00
2007-09-10,-26.06,5085.14,43940.62,282.00
2007-09-11,-20.13,5084.59,43337.39,284.00
2007-09-12,-22.25,5084.03,42731.93,283.00
2007-09-13,-18.77,5083.47,42133.37,283.00
2007-09-14,-15.88,5082.91,41542.54,282.00
2007-09-15,-6.62,5082.36,40970.08,282.00
2007-09-16,-30.19,5081.77,40352.84,281.00
2007-09-17,-30.00,5081.19,39735.99,281.00
2007-09-18,-25.24,5080.61,39128.57,281.00
2007-09-19,5.42,5080.08,38581.96,281.00
2007-09-20,-19.86,5079.52,37985.22,281.00
2007-09-21,-29.03,5078.94,37372.26,280.00
2007-09-22,-8.29,5078.39,36800.45,280.00
2007-09-23,9.31,5077.86,36263.54,280.00
2007-09-24,-6.79,5077.27,35694.70,280.00
2007-09-25,6.20,5076.70,35153.61,279.00
2007-09-26,115.74,5076.74,35191.38,96.70
2007-09-27,28.35,5076.80,35247.61,0.00
2007-09-28,-4.64,5076.79,35238.40,0.00
2007-09-29,42.83,5076.88,35323.35,0.00
2007-09-30,0.00,5076.88,35323.35,0.00
2007-10-01,19.13,5076.92,35361.30,0.00
2007-10-02,19.13,5076.96,35399.25,0.00
2007-10-03,9.58,5076.98,35418.26,0.00
2007-10-04,-4.68,5076.97,35408.97,0.00
2007-10-05,33.45,5077.04,35475.32,0.00
2007-10-06,43.12,5077.13,35560.84,0.00
2007-10-07,33.83,5077.20,35627.94,0.00
2007-10-08,0.00,5077.20,35627.94,0.00
2007-10-09,28.70,5077.26,35684.86,0.00
2007-10-10,9.66,5077.28,35704.03,0.00
2007-10-11,28.99,5077.34,35761.54,0.00
2007-10-12,19.37,5077.38,35799.96,0.00
2007-10-13,14.65,5077.41,35829.02,0.00
2007-10-14,19.39,5077.45,35867.48,0.00
2007-10-15,19.43,5077.49,35906.02,0.00
2007-10-16,9.48,5077.51,35924.82,0.00
2007-10-17,38.92,5077.59,36002.02,0.00
2007-10-18,14.73,5077.62,36031.24,0.00
2007-10-19,34.02,5077.69,36098.72,0.00
2007-10-20,48.90,5077.79,36195.71,0.00
2007-10-21,29.40,5077.85,36254.02,0.00
2007-10-22,39.28,5077.93,36331.93,0.00
2007-10-23,29.52,5077.99,36390.49,0.00
2007-10-24,20.14,5078.03,36430.43,0.00
2007-10-25,25.91,5078.08,36481.82,0.00
2007-10-26,31.01,5078.14,36543.32,0.00
2007-10-27,25.77,5078.19,36594.43,0.00
2007-10-28,15.67,5078.22,36625.51,0.00
2007-10-29,36.18,5078.29,36697.28,0.00
2007-10-30,36.27,5078.36,36769.23,0.00
2007-10-31,26.15,5078.41,36821.10,0.00
2007-11-01,10.44,5078.43,36841.81,0.00
2007-11-02,25.96,5078.48,36893.30,0.00
2007-11-03,25.99,5078.53,36944.86,0.00
2007-11-04,20.93,5078.57,36986.38,0.00
2007-11-05,15.83,5078.60,37017.78,0.00
2007-11-06,31.46,5078.66,37080.18,0.00
2007-11-07,10.49,5078.68,37100.99,0.00
2007-11-08,21.02,5078.72,37142.69,0.00
2007-11-09,10.51,5078.74,37163.54,0.00
2007-11-10,31.33,5078.80,37225.69,0.00
2007-11-11,26.50,5078.85,37278.25,0.00
