date,qu,fb,mm,mx,mn,af,qj,qd
2008-02-03,40.78,2485.11,33.00,39.30,29.20,5724.47,25.00,0.00
2008-02-04,17.71,2485.31,30.82,35.90,17.70,5809.18,25.00,0.00
2008-02-05,7.70,2485.51,24.24,29.60,17.50,5893.88,35.00,0.00
2008-02-06,1.86,2485.70,23.26,37.10,10.10,5967.00,35.00,0.00
2008-02-07,-4.75,2485.88,34.92,47.70,25.60,6027.00,35.00,0.00
2008-02-08,-0.21,2486.09,37.26,44.50,32.20,6096.00,35.00,0.00
2008-02-09,3.82,2486.32,40.91,52.00,33.00,6173.00,35.00,0.00
2008-02-10,8.90,2486.61,34.94,44.50,29.50,6270.00,40.00,0.00
2008-02-11,14.95,2486.93,36.41,52.00,27.00,6379.00,40.00,0.00
2008-02-12,27.56,2487.32,33.91,43.20,25.00,6513.00,40.00,0.00
2008-02-13,35.12,2487.75,36.81,41.30,32.60,6662.00,40.00,0.00
2008-02-14,22.18,2488.21,35.15,44.80,27.60,6825.00,60.00,0.00
2008-02-15,24.70,2488.68,32.24,42.50,23.70,6993.00,60.00,0.00
2008-02-16,20.67,2489.12,33.72,45.20,26.30,7153.00,60.00,0.00
2008-02-17,30.58,2489.50,33.42,49.90,23.60,7293.00,40.00,0.00
2008-02-18,13.95,2489.79,30.44,40.80,21.50,7400.00,40.00,0.00
2008-02-19,-15.30,2489.92,30.35,41.30,21.40,7449.00,40.00,0.00
2008-02-20,-20.84,2490.02,33.26,47.00,25.50,7487.00,40.00,0.00
2008-02-21,-46.35,2490.12,32.27,42.40,24.50,7524.00,65.00,0.00
2008-02-22,-41.81,2490.24,34.07,37.80,32.10,7570.00,65.00,0.00
2008-02-23,-50.84,2490.34,34.12,37.70,30.80,7608.00,70.00,0.00
2008-02-24,-36.81,2490.46,40.06,49.30,33.80,7654.00,60.00,0.00
2008-02-25,-40.84,2490.56,42.96,55.10,35.50,7692.00,60.00,0.00
2008-02-26,-62.35,2490.65,38.14,48.90,29.30,7727.00,80.00,0.00
2008-02-27,-58.32,2490.76,36.79,44.20,31.40,7770.00,80.00,0.00
2008-02-28,-58.32,2490.87,38.22,52.50,28.00,7813.00,80.00,0.00
2008-02-29,-50.76,2491.02,39.68,52.30,31.40,7871.00,80.00,0.00
2008-03-01,-63.70,2491.20,40.55,46.70,34.20,7943.00,100.00,0.00
2008-03-02,-64.67,2491.40,37.76,46.60,29.10,8023.00,105.00,0.00
2008-03-03,-65.65,2491.61,35.18,47.60,24.50,8107.00,108.00,0.00
2008-03-04,-52.52,2491.89,39.01,46.80,33.40,8221.00,110.00,0.00
2008-03-05,18.06,2492.50,37.58,53.00,24.50,8475.00,110.00,0.00
2008-03-06,1.42,2493.02,37.61,54.10,23.80,8696.00,110.00,0.00
2008-03-07,-4.63,2493.50,37.20,47.10,25.60,8905.00,110.00,0.00
2008-03-08,-9.67,2493.95,44.22,54.50,35.90,9104.00,110.00,0.00
2008-03-09,-15.21,2494.37,42.47,56.90,30.50,9294.00,111.00,0.00
2008-03-10,-3.58,2494.85,42.84,56.20,30.60,9515.00,115.00,0.00
2008-03-11,2.98,2495.35,46.69,58.40,35.70,9749.00,115.00,0.00
2008-03-12,12.64,2495.92,45.46,57.80,32.10,10022.00,125.00,0.00
2008-03-13,32.80,2496.56,44.97,53.70,37.60,10335.00,125.00,0.00
2008-03-14,57.00,2497.28,40.12,48.30,34.20,10696.00,125.00,0.00
2008-03-15,62.05,2498.00,37.85,49.90,28.50,11067.00,125.00,0.00
2008-03-16,55.49,2498.68,40.15,50.80,28.40,11425.00,125.00,0.00
2008-03-17,41.42,2499.31,42.21,49.70,33.70,11765.00,130.00,0.00
2008-03-18,22.76,2499.86,46.32,61.10,35.90,12068.00,130.00,0.00
2008-03-19,30.83,2500.43,42.25,48.40,37.50,12387.00,130.00,0.00
2008-03-20,66.54,2501.08,41.81,50.30,27.80,12757.00,120.00,0.00
2008-03-21,70.07,2501.73,41.28,52.30,33.70,13134.00,120.00,0.00
2008-03-22,70.07,2502.37,38.78,51.20,24.20,13511.00,120.00,0.00
2008-03-23,66.00,2502.97,42.48,54.40,35.00,13870.00,115.00,0.00
2008-03-24,47.97,2503.55,45.59,57.30,38.20,14223.00,130.00,0.00
2008-03-25,13.18,2504.01,45.10,55.30,37.90,14507.00,130.00,0.00
2008-03-26,28.14,2504.45,42.52,52.10,33.90,14781.00,110.00,0.00
2008-03-27,55.37,2504.97,36.75,46.40,30.70,15109.00,110.00,0.00
2008-03-28,73.00,2505.53,35.06,45.00,27.00,15468.00,108.00,0.00
2008-03-29,57.37,2506.03,34.77,44.70,25.30,15796.00,108.00,0.00
2008-03-30,43.75,2506.48,32.76,44.70,20.30,16097.00,108.00,0.00
2008-03-31,32.66,2506.89,36.24,48.60,23.30,16376.00,108.00,0.00
2008-04-01,36.50,2507.24,38.75,52.20,26.70,16617.00,85.00,0.00
2008-04-02,31.46,2507.57,40.12,54.00,24.60,16848.00,85.00,0.00
2008-04-03,-0.68,2507.85,43.30,57.90,27.50,17045.00,100.00,0.00
2008-04-04,-9.75,2508.10,43.73,59.90,32.20,17224.00,100.00,0.00
2008-04-05,-12.78,2508.34,42.48,54.00,28.90,17397.00,100.00,0.00
2008-04-06,-29.84,2508.56,46.21,56.50,36.50,17556.00,110.00,0.00
2008-04-07,-32.36,2508.77,44.02,52.70,34.40,17710.00,110.00,0.00
2008-04-08,-24.29,2509.00,41.64,51.20,27.80,17880.00,110.00,0.00
2008-04-09,-28.82,2509.22,42.70,52.00,33.20,18043.00,111.00,0.00
2008-04-10,-10.34,2509.43,45.30,53.40,38.20,18201.00,90.00,0.00
2008-04-11,-2.78,2509.66,46.97,61.50,31.30,18374.00,90.00,0.00
2008-04-12,2.26,2509.90,52.91,70.20,35.10,18557.00,90.00,0.00
2008-04-13,-4.80,2510.12,59.40,78.00,42.00,18726.00,90.00,0.00
2008-04-14,57.60,2510.46,52.62,67.10,43.80,18989.00,75.00,0.00
2008-04-15,71.21,2510.83,42.03,48.20,36.20,19279.00,75.00,0.00
2008-04-16,39.49,2511.13,43.72,56.90,24.70,19516.00,80.00,0.00
2008-04-17,47.93,2511.41,49.33,64.30,33.50,19740.00,65.00,0.00
2008-04-18,60.54,2511.72,52.55,65.70,38.30,19989.00,65.00,0.00
2008-04-19,63.98,2512.01,42.46,49.20,37.70,20225.00,55.00,0.00
2008-04-20,-18.20,2512.10,38.53,44.40,32.50,20298.00,55.00,0.00
2008-04-21,37.31,2512.19,36.32,48.20,17.40,20372.00,0.00,0.00
2008-04-22,37.31,2512.28,47.02,61.70,29.40,20446.00,0.00,0.00
2008-04-23,36.64,2512.32,47.89,53.40,41.10,20479.00,0.00,20.00
2008-04-24,32.60,2512.35,45.88,55.20,38.80,20504.00,0.00,20.00
2008-04-25,24.03,2512.36,47.49,59.20,33.60,20512.00,0.00,20.00
2008-04-26,30.00,2512.36,47.67,62.20,31.40,20512.00,0.00,30.00
2008-04-27,26.93,2512.34,52.53,68.60,35.00,20496.00,0.00,35.00
2008-04-28,33.43,2512.32,63.37,79.70,44.10,20479.00,0.00,42.00
2008-04-29,8.72,2512.24,52.84,64.70,43.60,20413.00,0.00,42.00
2008-04-30,13.26,2512.17,43.73,50.40,39.10,20356.00,0.00,42.00
2008-05-01,30.30,2512.11,46.28,59.20,27.20,20307.00,0.00,0.00
2008-05-02,30.30,2512.05,50.33,64.10,31.60,20258.00,0.00,0.00
2008-05-03,25.76,2511.98,57.17,71.00,43.30,20200.00,0.00,0.00
2008-05-04,22.23,2511.90,62.13,74.90,52.70,20135.00,0.00,0.00
2008-05-05,10.13,2511.79,64.60,79.70,44.50,20046.00,0.00,0.00
2008-05-06,6.10,2511.67,64.23,74.60,55.20,19949.00,0.00,0.00
2008-05-07,-1.97,2511.53,58.50,67.40,47.70,19836.00,0.00,0.00
2008-05-08,-1.97,2511.39,56.12,66.50,45.70,19723.00,0.00,0.00
2008-05-09,-9.53,2511.23,54.95,65.10,46.80,19595.00,0.00,0.00
2008-05-10,1.57,2511.10,55.80,71.70,36.90,19492.00,1.50,0.00
2008-05-11,-2.46,2510.96,56.05,62.00,45.80,19381.00,1.50,0.00
2008-05-12,-6.99,2510.81,52.12,62.90,43.00,19263.00,2.50,0.00
2008-05-13,-2.96,2510.67,54.88,68.20,36.20,19153.00,2.50,0.00
2008-05-14,5.11,2510.55,63.90,72.80,53.50,19059.00,2.50,0.00
2008-05-15,-2.45,2510.41,70.88,82.90,56.80,18950.00,2.50,0.00
2008-05-16,-1.95,2510.27,72.15,88.80,54.00,18842.00,2.50,0.00
2008-05-17,-5.98,2510.12,75.69,92.90,56.10,18726.00,2.50,0.00
2008-05-18,-17.58,2509.94,79.24,93.60,64.50,18587.00,2.50,0.00
2008-05-19,-9.01,2509.78,76.05,90.70,57.70,18465.00,2.50,0.00
2008-05-20,-23.63,2509.58,64.76,81.20,52.70,18314.00,2.50,0.00
2008-05-21,-31.19,2509.36,52.12,58.50,48.00,18148.00,2.50,0.00
2008-05-22,-30.18,2509.14,53.06,60.00,46.60,17984.00,2.50,0.00
2008-05-23,-18.59,2508.95,55.55,66.10,48.40,17843.00,2.50,0.00
2008-05-24,-11.03,2508.78,59.55,72.50,45.60,17717.00,2.50,0.00
2008-05-25,-10.02,2508.61,63.26,73.70,50.70,17593.00,2.50,0.00
2008-05-26,4.60,2508.48,61.11,77.50,49.60,17498.00,2.50,0.00
2008-05-27,-2.45,2508.33,60.68,70.70,53.50,17389.00,2.50,0.00
2008-05-28,12.67,2508.22,59.81,69.80,54.70,17310.00,2.50,0.00
2008-05-29,9.14,2508.10,59.20,65.50,53.00,17224.00,2.50,0.00
2008-05-30,9.14,2507.98,62.58,74.40,53.00,17138.00,2.50,0.00
2008-05-31,5.61,2507.85,64.11,77.40,48.70,17045.00,2.50,0.00
2008-06-01,-1.88,2507.72,63.68,74.60,53.70,16953.00,2.50,0.00
2008-06-02,5.68,2507.61,62.23,73.40,48.10,16876.00,2.50,0.00
2008-06-03,8.70,2507.51,59.17,65.40,54.50,16805.00,2.50,0.00
2008-06-04,9.21,2507.41,55.64,63.80,48.20,16735.00,2.50,0.00
2008-06-05,20.30,2507.34,59.21,70.70,43.50,16687.00,2.50,0.00
2008-06-06,12.74,2507.25,55.94,62.00,48.60,16624.00,2.50,0.00
2008-06-07,6.18,2507.14,55.42,64.10,43.20,16548.00,2.50,0.00
2008-06-08,-0.88,2507.01,59.60,74.00,42.50,16458.00,2.50,0.00
2008-06-09,3.16,2506.89,63.75,75.30,46.80,16376.00,2.50,0.00
2008-06-10,-7.43,2506.74,51.28,64.00,42.70,16273.00,2.50,0.00
2008-06-11,0.13,2506.61,54.25,65.00,41.60,16185.00,2.50,0.00
2008-06-12,0.13,2506.48,61.16,77.80,42.90,16097.00,2.50,0.00
2008-06-13,0.64,2506.35,68.46,86.50,50.70,16010.00,2.50,0.00
2008-06-14,-9.45,2506.19,72.09,84.60,59.00,15903.00,2.50,0.00
2008-06-15,-5.92,2506.04,73.17,87.00,53.60,15803.00,2.50,0.00
2008-06-16,-15.50,2505.86,76.44,91.00,56.70,15684.00,2.50,0.00
2008-06-17,-24.57,2505.65,75.44,88.40,59.20,15547.00,2.50,0.00
2008-06-18,-27.60,2505.43,72.29,83.80,57.80,15404.00,2.50,0.00
2008-06-19,-24.07,2505.22,71.50,84.60,55.40,15268.00,2.50,0.00
2008-06-20,-23.06,2505.01,75.40,93.30,54.20,15134.00,2.50,0.00
2008-06-21,-32.13,2504.77,75.07,93.00,59.30,14982.00,2.50,0.00
2008-06-22,-28.60,2504.54,72.64,85.60,56.40,14837.00,2.50,0.00
2008-06-23,-31.13,2504.30,74.33,89.40,56.20,14687.00,2.50,0.00
2008-06-24,-49.28,2504.00,73.79,85.40,61.90,14501.00,2.50,0.00
2008-06-25,-49.28,2503.70,75.84,87.70,58.40,14315.00,2.50,0.00
2008-06-26,-63.39,2503.35,75.43,85.30,66.30,14101.00,2.50,0.00
2008-06-27,-56.33,2503.02,77.90,91.20,63.20,13901.00,2.50,0.00
2008-06-28,-54.83,2502.69,81.73,94.10,64.40,13702.00,1.50,0.00
2008-06-29,-54.32,2502.36,82.92,98.30,64.60,13505.00,2.00,0.00
2008-06-30,-57.36,2502.01,85.54,100.10,75.80,13298.00,0.00,0.00
2008-07-01,-27.58,2501.67,83.10,96.00,67.50,13099.00,2.00,74.75
2008-07-02,-23.80,2501.34,80.92,94.80,61.40,12907.00,2.00,75.00
2008-07-03,-26.11,2500.98,84.58,100.60,66.40,12700.00,2.00,80.25
2008-07-04,-32.35,2500.62,82.30,92.20,70.50,12495.00,2.00,73.00
2008-07-05,-37.40,2500.24,77.39,88.30,64.90,12280.00,2.00,73.00
2008-07-06,-33.36,2499.87,80.22,92.00,70.30,12073.00,2.00,73.00
2008-07-07,-32.30,2499.52,79.28,93.60,57.50,11880.00,2.00,67.00
2008-07-08,-39.84,2499.15,81.62,94.10,67.30,11678.00,2.00,64.00
2008-07-09,-26.22,2498.83,83.22,97.80,63.90,11506.00,2.00,62.50
2008-07-10,-109.12,2498.21,82.48,95.40,68.20,11177.00,2.00,58.75
2008-07-11,-36.24,2497.87,73.27,85.60,58.10,10999.00,2.00,55.50
2008-07-12,-27.71,2497.54,76.01,91.70,57.00,10829.00,2.00,60.00
2008-07-13,-26.70,2497.21,81.51,95.80,61.40,10661.00,2.00,60.00
2008-07-14,-23.45,2496.88,82.14,95.50,62.90,10494.00,2.00,62.75
2008-07-15,-25.45,2496.54,84.40,96.40,65.00,10325.00,2.00,61.75
2008-07-16,-30.74,2496.18,80.52,93.00,63.70,10148.00,2.00,60.50
2008-07-17,-23.94,2495.84,80.79,92.60,60.10,9983.00,2.00,61.25
2008-07-18,-30.22,2495.48,79.69,91.50,65.00,9811.00,2.00,58.50
2008-07-19,-24.40,2495.15,76.87,90.90,55.30,9655.00,2.00,56.25
2008-07-20,-21.38,2494.83,82.21,98.40,63.30,9505.00,2.00,56.25
2008-07-21,-15.59,2494.52,82.85,95.90,63.20,9363.00,2.00,58.00
2008-07-22,2.52,2494.27,73.12,81.50,62.00,9249.00,2.00,62.00
2008-07-23,-15.12,2493.94,73.58,89.60,57.20,9100.00,2.00,62.00
2008-07-24,-17.13,2493.60,76.68,91.00,59.60,8949.00,2.00,61.00
2008-07-25,-3.28,2493.31,80.14,96.60,59.90,8822.00,2.00,62.75
2008-07-26,-8.08,2492.99,81.79,93.40,64.70,8683.00,2.00,64.00
2008-07-27,2.23,2492.70,79.65,93.50,63.40,8559.00,2.00,66.75
2008-07-28,-9.36,2492.35,77.46,93.10,62.80,8412.00,2.00,66.75
2008-07-29,-6.34,2492.01,78.27,92.20,64.30,8270.00,2.00,67.25
2008-07-30,-7.35,2491.66,75.26,87.40,64.50,8127.00,2.00,66.75
2008-07-31,-6.34,2491.31,75.74,92.30,57.80,7986.00,2.00,66.75
2008-08-01,-2.36,2490.94,81.09,92.90,64.50,7840.00,2.00,73.25
2008-08-02,-3.88,2490.55,77.99,89.60,64.20,7688.00,2.00,74.75
2008-08-03,-3.35,2490.17,77.18,92.90,59.20,7543.00,2.00,71.75
2008-08-04,-5.86,2489.78,80.21,93.60,61.40,7397.00,2.00,69.75
2008-08-05,1.71,2489.43,81.88,96.20,64.20,7267.00,2.00,69.25
2008-08-06,0.71,2489.08,81.80,98.10,67.20,7138.00,2.00,67.75
2008-08-07,-4.56,2488.71,82.49,99.40,71.00,7004.00,2.00,65.00
2008-08-08,3.00,2488.38,79.67,95.30,67.90,6885.00,2.00,65.00
2008-08-09,1.48,2488.03,78.76,91.50,64.00,6761.00,2.00,66.00
2008-08-10,-5.07,2487.64,73.33,86.20,59.10,6624.00,2.00,66.00
2008-08-11,-5.03,2487.27,72.70,86.70,58.00,6496.00,2.00,61.50
2008-08-12,6.51,2486.93,77.05,92.00,60.30,6379.00,2.00,67.50
2008-08-13,5.49,2486.57,81.98,97.40,63.30,6257.00,2.00,69.00
2008-08-14,5.52,2486.23,84.00,98.50,66.60,6143.00,2.00,65.00
2008-08-15,2.03,2485.89,83.09,94.00,67.70,6030.00,2.00,61.00
2008-08-16,0.55,2485.56,79.08,95.90,61.40,5922.00,2.00,57.00
2008-08-17,1.57,2485.24,79.76,96.50,62.80,5818.00,2.00,56.00
2008-08-18,1.07,2484.92,79.79,99.70,61.50,5715.00,2.00,55.00
2008-08-19,2.52,2484.56,77.15,87.40,63.40,5601.00,2.00,62.00
2008-08-20,8.54,2484.21,74.74,84.60,64.30,5491.00,2.00,66.00
2008-08-21,5.52,2483.84,72.37,82.30,63.20,5375.00,2.00,66.00
2008-08-22,11.01,2483.46,66.69,80.50,51.10,5258.00,2.00,72.00
2008-08-23,9.99,2483.06,70.04,88.20,50.90,5135.00,2.00,74.00
2008-08-24,16.51,2482.67,77.06,95.30,59.20,5017.00,2.00,78.00
2008-08-25,15.50,2482.27,75.33,91.30,62.00,4897.00,2.00,78.00
2008-08-26,7.43,2481.81,63.81,75.60,51.20,4761.00,2.00,78.00
2008-08-27,8.44,2481.35,67.48,87.50,48.00,4627.00,2.00,78.00
2008-08-28,11.47,2480.91,70.89,88.80,51.90,4499.00,2.00,78.00
2008-08-29,3.44,2480.44,74.25,88.00,58.10,4365.00,2.00,73.00
2008-08-30,14.53,2480.04,75.33,87.60,65.00,4253.00,2.00,73.00
2008-08-31,-3.62,2479.51,61.63,71.30,54.60,4105.00,2.00,73.00
2008-09-01,-13.81,2479.02,61.99,72.30,55.00,3971.00,0.00,53.75
2008-09-02,-7.76,2478.57,58.94,72.00,45.90,3849.00,0.00,53.75
2008-09-03,-17.71,2478.16,62.40,78.50,46.20,3739.00,0.00,37.75
2008-09-04,-14.69,2477.76,68.60,81.90,49.80,3633.00,0.00,38.75
2008-09-05,-16.70,2477.35,66.21,79.00,48.40,3525.00,0.00,37.75
2008-09-06,-16.20,2476.93,69.26,83.30,50.20,3416.00,0.00,38.75
2008-09-07,-15.70,2476.51,72.78,83.10,63.10,3308.00,0.00,38.75
2008-09-08,-13.45,2476.08,67.03,80.50,48.90,3200.00,0.00,41.00
2008-09-09,-12.43,2475.67,68.36,84.70,51.40,3097.00,0.00,39.50
2008-09-10,-11.93,2475.26,69.80,80.60,60.10,2995.00,0.00,39.50
2008-09-11,-10.90,2474.87,66.21,79.60,53.60,2900.00,0.00,37.00
2008-09-12,-11.60,2474.52,64.32,82.60,47.70,2816.00,0.00,30.75
2008-09-13,-9.82,2474.20,70.29,87.70,53.60,2740.00,0.00,28.50
2008-09-14,-8.03,2473.91,68.41,84.80,52.50,2672.00,0.00,26.25
2008-09-15,-7.77,2473.63,68.27,86.20,51.90,2607.00,0.00,25.00
2008-09-16,-5.00,2473.37,68.51,88.50,51.60,2548.00,0.00,24.75
2008-09-17,-5.48,2473.12,70.28,86.70,52.80,2492.00,0.00,22.75
2008-09-18,-4.99,2472.86,73.13,87.90,56.80,2434.00,0.00,24.25
2008-09-19,-5.22,2472.62,70.73,89.90,55.20,2381.00,0.00,21.50
2008-09-20,3.85,2472.46,58.36,69.80,53.10,2346.00,0.00,21.50
2008-09-21,-13.73,2472.21,55.57,65.10,45.90,2292.00,0.00,13.50
2008-09-22,-10.20,2471.99,57.43,67.70,47.70,2245.00,0.00,13.50
2008-09-23,-8.64,2471.83,54.16,65.30,38.40,2211.00,0.00,8.50
2008-09-24,6.48,2471.81,58.46,74.40,44.30,2207.00,0.00,8.50
2008-09-25,20.09,2471.91,61.94,76.70,50.90,2228.00,0.00,9.50
2008-09-26,8.24,2471.90,61.51,75.00,47.30,2226.00,0.00,9.25
2008-09-27,0.44,2471.83,62.99,79.80,49.00,2211.00,0.00,8.00
2008-09-28,-1.58,2471.74,63.76,84.50,48.00,2192.00,0.00,8.00
2008-09-29,-0.07,2471.66,63.34,82.20,47.90,2176.00,0.00,8.00
2008-09-30,0.44,2471.59,67.53,84.90,50.90,2161.00,0.00,8.00
2008-10-01,8.93,2471.51,68.25,84.00,53.00,2145.00,0.00,17.00
2008-10-02,8.45,2471.45,63.64,73.60,56.10,2132.00,0.00,15.00
2008-10-03,8.95,2471.39,59.02,68.80,50.40,2120.00,0.00,15.00
2008-10-04,11.97,2471.36,57.86,65.20,52.20,2114.00,0.00,15.00
2008-10-05,7.44,2471.29,55.26,63.60,45.50,2099.00,0.00,15.00
2008-10-06,7.94,2471.22,56.09,67.00,43.70,2085.00,0.00,15.00
2008-10-07,4.99,2471.21,57.76,72.10,47.20,2083.00,0.00,6.00
2008-10-08,13.06,2471.28,51.16,62.80,40.50,2097.00,0.00,6.00
2008-10-09,24.65,2471.46,45.37,52.80,35.60,2134.00,0.00,6.00
2008-10-10,41.80,2471.80,44.93,50.20,41.90,2205.00,0.00,6.00
2008-10-11,-17.40,2471.92,44.72,51.40,39.60,2230.00,30.00,0.00
2008-10-12,-19.41,2472.02,47.49,58.90,36.20,2251.00,30.00,0.00
2008-10-13,-0.76,2472.29,47.38,59.00,34.10,2309.00,30.00,0.00
2008-10-14,-2.77,2472.54,47.67,59.60,34.40,2363.00,30.00,0.00
2008-10-15,-22.27,2472.79,50.32,63.40,39.30,2418.00,50.00,0.00
2008-10-16,-24.29,2473.02,52.05,65.50,43.10,2469.00,50.00,0.00
2008-10-17,-22.77,2473.26,52.37,71.50,39.60,2523.00,50.00,0.00
2008-10-18,-23.78,2473.49,55.85,73.80,42.20,2575.00,50.00,0.00
2008-10-19,-25.80,2473.70,56.05,69.90,43.70,2623.00,50.00,0.00
2008-10-20,-14.29,2473.92,56.56,72.00,43.00,2674.00,40.00,0.00
2008-10-21,-17.31,2474.11,48.51,57.80,38.10,2719.00,40.00,0.00
2008-10-22,-26.89,2474.22,41.91,56.30,26.60,2745.00,40.00,0.00
2008-10-23,-37.98,2474.24,42.65,59.60,26.70,2749.00,40.00,0.00
2008-10-24,-27.48,2474.26,45.31,61.50,32.80,2754.00,30.00,0.00
2008-10-25,-28.99,2474.27,50.88,72.90,35.60,2756.00,30.00,0.00
2008-10-26,-28.49,2474.28,48.73,63.90,36.60,2759.00,30.00,0.00
2008-10-27,-38.99,2474.29,48.74,68.00,36.00,2761.00,40.00,0.00
2008-10-28,-34.96,2474.33,48.70,65.40,35.40,2771.00,40.00,0.00
2008-10-29,-37.98,2474.35,48.94,64.70,36.50,2775.00,40.00,0.00
2008-10-30,-34.96,2474.39,48.66,66.30,37.70,2785.00,40.00,0.00
2008-10-31,-36.47,2474.42,53.94,67.80,46.00,2792.00,40.00,0.00
2008-11-01,-33.95,2474.47,48.49,55.10,40.80,2804.00,40.00,0.00
2008-11-02,-15.80,2474.67,52.17,63.40,46.60,2852.00,40.00,0.00
2008-11-03,-8.24,2474.93,44.80,50.00,39.70,2915.00,40.00,0.00
2008-11-04,-9.25,2475.18,44.24,48.80,36.70,2976.00,40.00,0.00
2008-11-05,-11.77,2475.41,40.70,49.90,29.30,3032.00,40.00,0.00
2008-11-06,-9.75,2475.65,38.87,41.10,36.70,3092.00,40.00,0.00
2008-11-07,-9.75,2475.89,43.68,53.60,35.80,3152.00,40.00,0.00
2008-11-08,-5.72,2476.16,43.50,50.00,38.30,3220.00,40.00,0.00
2008-11-09,-9.75,2476.40,47.80,57.70,42.20,3280.00,40.00,0.00
2008-11-10,-7.73,2476.65,45.35,55.20,37.80,3344.00,40.00,0.00
2008-11-11,-6.22,2476.91,40.82,43.20,36.00,3411.00,40.00,0.00
2008-11-12,-6.22,2477.17,47.74,60.40,42.40,3478.00,40.00,0.00
2008-11-13,-10.76,2477.39,54.47,62.00,42.80,3536.00,40.00,0.00
2008-11-14,-8.74,2477.63,41.93,53.80,33.40,3598.00,40.00,0.00
2008-11-15,-7.73,2477.87,38.48,48.50,28.60,3662.00,40.00,0.00
2008-11-16,-9.25,2478.10,39.16,52.30,29.60,3723.00,40.00,0.00
2008-11-17,-10.25,2478.32,40.15,52.90,30.80,3782.00,40.00,0.00
2008-11-18,-9.25,2478.55,41.13,56.00,31.50,3843.00,40.00,0.00
2008-11-19,-9.75,2478.77,40.66,52.70,32.20,3903.00,40.00,0.00
2008-11-20,-9.75,2478.99,40.11,55.90,26.50,3963.00,40.00,0.00
2008-11-21,-9.75,2479.21,39.70,49.20,31.50,4023.00,40.00,0.00
2008-11-22,-9.75,2479.43,33.84,40.70,27.70,4083.00,40.00,0.00
2008-11-23,-9.25,2479.65,31.16,45.20,23.30,4144.00,40.00,0.00
2008-11-24,-9.25,2479.87,29.66,43.50,21.80,4205.00,40.00,0.00
2008-11-25,-8.74,2480.09,33.25,43.90,24.40,4267.00,40.00,0.00
2008-11-26,-8.74,2480.31,35.66,48.00,27.60,4329.00,40.00,0.00
2008-11-27,-10.25,2480.52,34.11,50.00,24.70,4388.00,40.00,0.00
2008-11-28,-9.75,2480.73,40.62,54.90,28.40,4448.00,40.00,0.00
2008-11-29,-8.24,2480.95,43.68,52.30,37.00,4511.00,40.00,0.00
2008-11-30,-9.75,2481.16,42.55,59.20,34.30,4571.00,40.00,0.00
2008-12-01,-7.11,2481.38,38.20,43.30,32.00,4635.00,39.38,0.00
2008-12-02,-7.49,2481.59,45.47,54.20,39.10,4697.00,38.75,0.00
2008-12-03,-7.38,2481.80,42.92,55.10,33.70,4758.00,38.13,0.00
2008-12-04,-7.75,2482.00,38.68,47.30,26.50,4817.00,37.50,0.00
2008-12-05,-7.13,2482.20,30.61,41.90,21.30,4876.00,36.88,0.00
2008-12-06,-6.00,2482.40,32.42,43.70,23.30,4936.00,36.25,0.00
2008-12-07,-6.89,2482.59,31.75,42.50,18.40,4993.00,35.63,0.00
2008-12-08,-3.24,2482.80,38.12,47.30,28.30,5056.00,35.00,0.00
2008-12-09,-8.16,2482.97,32.30,43.00,22.10,5108.00,34.38,0.00
2008-12-10,-3.00,2483.17,35.29,49.20,27.50,5169.00,33.75,0.00
2008-12-11,-0.86,2483.38,31.14,40.70,23.40,5233.00,33.13,0.00
2008-12-12,-2.75,2483.57,28.15,33.30,20.40,5292.00,32.50,0.00
2008-12-13,-7.18,2483.73,30.66,35.50,25.10,5341.00,31.88,0.00
2008-12-14,-6.04,2483.89,28.08,35.50,23.10,5391.00,31.25,0.00
2008-12-15,-8.95,2484.03,23.73,26.40,21.00,5434.00,30.63,0.00
2008-12-16,-6.30,2484.18,17.57,28.70,6.80,5481.00,30.00,0.00
2008-12-17,-5.68,2484.33,9.39,17.20,1.60,5528.00,29.38,0.00
2008-12-18,-1.52,2484.50,18.42,26.10,12.30,5582.00,28.75,0.00
2008-12-19,-7.46,2484.63,22.64,32.60,10.40,5623.00,28.13,0.00
2008-12-20,-1.79,2484.79,18.68,25.70,10.50,5674.00,27.50,0.00
2008-12-21,5.39,2484.99,22.98,25.50,18.80,5738.00,26.88,0.00
2008-12-22,0.98,2485.16,26.47,38.30,21.30,5792.00,26.25,0.00
2008-12-23,3.61,2485.34,20.25,35.10,10.00,5850.00,25.63,0.00
2008-12-24,11.30,2485.56,18.74,28.40,10.00,5922.00,25.00,0.00
2008-12-25,3.35,2485.73,25.27,35.90,9.50,5977.00,24.38,0.00
2008-12-26,4.48,2485.90,19.14,28.90,10.00,6033.00,23.75,0.00
2008-12-27,8.63,2486.09,23.49,27.70,17.90,6096.00,23.13,0.00
2008-12-28,9.26,2486.28,34.64,42.10,27.70,6159.00,22.50,0.00
2008-12-29,11.90,2486.48,40.55,55.60,33.50,6226.00,21.88,0.00
2008-12-30,23.12,2486.74,28.70,36.80,22.10,6314.00,21.25,0.00
2008-12-31,36.34,2487.07,29.20,33.10,25.20,6427.00,20.63,0.00
2009-01-01,40.50,2487.42,36.68,49.90,27.40,6547.00,20.00,0.00
2009-01-02,47.05,2487.80,40.97,51.90,23.70,6680.00,20.00,0.00
