date,qu,fb,mm,mx,mn,af,qj,qd
1982-12-30,-38.12,2503.43,,15.84,2.64,18834.02,0.00,0.00
1982-12-31,-28.84,2503.17,,18.99,11.76,18628.06,0.00,0.00
1983-01-01,143.36,2502.90,,19.46,-1.77,18416.55,0.00,250.00
1983-01-02,164.02,2502.68,,14.82,-2.63,18246.01,0.00,250.00
1983-01-03,160.97,2502.45,,23.39,6.33,18069.42,0.00,250.00
1983-01-04,173.30,2502.25,,30.47,19.15,17917.28,0.00,250.00
1983-01-05,311.30,2502.41,,38.96,27.01,18038.86,0.00,250.00
1983-01-06,870.25,2503.97,,40.29,31.25,19269.11,0.00,250.00
1983-01-07,985.64,2505.77,,43.60,31.96,20728.23,0.00,250.00
1983-01-08,866.73,2507.27,,48.08,30.70,21951.50,0.00,250.00
1983-01-09,386.24,2507.59,,42.50,32.75,22221.72,0.00,250.00
1983-01-10,228.57,2507.54,,43.12,25.99,22179.22,0.00,250.00
1983-01-11,181.77,2507.38,,45.33,21.82,22043.89,0.00,250.00
1983-01-12,44.29,2507.13,,38.09,17.57,21834.22,0.00,150.00
1983-01-13,28.73,2506.84,,39.12,19.30,21593.68,0.00,150.00
1983-01-14,17.61,2506.52,,33.22,18.91,21331.08,0.00,150.00
1983-01-15,15.17,2506.19,,32.12,14.90,21063.65,0.00,150.00
1983-01-16,24.88,2505.88,,34.56,21.74,20815.47,0.00,150.00
1983-01-17,18.51,2505.55,,37.39,27.72,20554.67,0.00,150.00
1983-01-18,67.16,2505.34,,37.86,32.04,20390.35,0.00,150.00
1983-01-19,126.43,2505.28,,36.91,32.12,20343.60,0.00,150.00
1983-01-20,126.49,2505.22,,42.50,33.61,20296.96,0.00,150.00
1983-01-21,138.26,2505.19,,40.53,31.73,20273.68,0.00,150.00
1983-01-22,114.95,2505.10,,38.17,32.35,20204.16,0.00,150.00
1983-01-23,102.51,2504.98,,39.12,29.45,20109.97,0.00,150.00
1983-01-24,115.73,2504.90,,41.63,29.29,20042.00,0.00,150.00
1983-01-25,145.71,2504.89,,36.44,27.24,20033.49,0.00,150.00
1983-01-26,115.96,2504.81,,44.38,34.63,19965.98,0.00,150.00
1983-01-27,132.97,2504.77,,52.40,35.50,19932.21,0.00,150.00
1983-01-28,154.25,2504.78,,44.62,27.24,19940.63,0.00,150.00
1983-01-29,145.75,2504.77,,39.12,33.45,19932.21,0.00,150.00
1983-01-30,120.26,2504.70,,37.70,31.10,19873.23,0.00,150.00
1983-01-31,112.01,2504.61,,33.85,29.52,19797.87,0.00,150.00
1983-02-01,112.04,2504.52,,32.51,30.39,19722.58,0.00,150.00
1983-02-02,77.19,2504.43,,34.79,26.69,19647.59,0.00,115.00
1983-02-03,81.61,2504.35,,38.72,20.80,19581.37,0.00,115.00
1983-02-04,61.64,2504.33,,39.27,17.57,19564.79,0.00,70.00
1983-02-05,40.82,2504.26,,35.73,16.32,19506.91,0.00,70.00
1983-02-06,82.50,2504.29,,34.16,28.74,19531.70,0.00,70.00
1983-02-07,86.68,2504.33,,40.92,24.96,19564.79,0.00,70.00
1983-02-08,78.36,2504.35,,37.86,30.15,19581.37,0.00,70.00
1983-02-09,86.63,2504.39,,49.34,30.39,19614.36,0.00,70.00
1983-02-10,74.17,2504.40,,46.27,32.75,19622.64,0.00,70.00
1983-02-11,120.97,2504.45,,48.31,35.66,19664.23,0.00,100.00
1983-02-12,201.13,2504.69,,53.35,38.96,19864.82,0.00,100.00
1983-02-13,926.70,2506.47,,48.16,35.03,21290.33,0.00,208.00
1983-02-14,545.28,2507.18,,47.53,30.39,21876.01,0.00,250.00
1983-02-15,394.32,2507.52,,40.77,32.35,22162.27,0.00,250.00
1983-02-16,515.18,2507.98,,53.42,34.63,22555.35,0.00,317.00
1983-02-17,522.20,2508.23,,46.51,36.99,22771.94,0.00,413.00
1983-02-18,1156.68,2509.59,,52.40,37.70,23987.18,0.00,544.00
1983-02-19,1107.99,2510.33,,51.85,34.95,24647.66,0.00,775.00
1983-02-20,562.38,2509.58,,48.16,35.03,23978.01,0.00,900.00
1983-02-21,634.89,2509.00,,50.04,39.04,23452.17,0.00,900.00
1983-02-22,859.36,2508.91,,44.70,38.80,23371.57,0.00,900.00
1983-02-23,913.53,2508.94,,49.65,39.19,23398.40,0.00,900.00
1983-02-24,868.56,2508.87,,58.38,37.54,23336.03,0.00,900.00
1983-02-25,895.50,2508.86,,53.66,37.54,23327.10,0.00,900.00
1983-02-26,1031.01,2509.15,,50.59,36.60,23586.95,0.00,900.00
1983-02-27,715.11,2508.74,,48.55,34.24,23220.23,0.00,900.00
1983-02-28,678.39,2508.24,,51.22,35.50,22780.67,0.00,900.00
1983-03-01,1081.38,2508.65,,55.39,41.40,23140.43,0.00,900.00
1983-03-02,1216.47,2509.35,,58.30,40.61,23768.14,0.00,900.00
1983-03-03,1235.72,2510.08,,58.30,43.05,24434.03,0.00,900.00
1983-03-04,3682.56,2513.65,,51.07,40.53,27668.19,0.00,2052.00
1983-03-05,2285.48,2512.14,,50.36,35.50,26250.96,0.00,3000.00
1983-03-06,1867.57,2510.10,,54.52,32.59,24451.09,0.00,2775.00
1983-03-07,1788.70,2509.10,,56.10,42.02,23542.07,0.00,2247.00
1983-03-08,1660.14,2508.34,,52.64,42.26,22867.97,0.00,2000.00
1983-03-09,1673.97,2507.88,,64.12,42.02,22469.23,0.00,1875.00
1983-03-10,1761.16,2507.79,,67.73,44.46,22392.20,0.00,1800.00
1983-03-11,1765.49,2507.71,,52.48,37.86,22323.76,0.00,1800.00
1983-03-12,1565.83,2507.16,,50.44,34.48,21859.29,0.00,1800.00
1983-03-13,2326.11,2508.38,,58.69,44.07,22902.81,0.00,1800.00
1983-03-14,1928.35,2508.93,,53.11,40.92,23389.45,0.00,1683.00
1983-03-15,1369.08,2508.81,,52.72,35.03,23282.50,0.00,1423.00
1983-03-16,1017.98,2508.85,,51.85,27.40,23318.16,0.00,1000.00
1983-03-17,1031.42,2508.92,,47.37,35.34,23380.49,0.00,1000.00
1983-03-18,894.05,2508.96,,54.05,31.49,23416.30,0.00,876.00
1983-03-19,757.54,2508.81,,52.40,32.67,23282.50,0.00,825.00
1983-03-20,695.59,2508.52,,52.24,27.56,23025.82,0.00,825.00
1983-03-21,577.17,2508.68,,54.37,36.68,23166.99,0.00,506.00
1983-03-22,507.37,2509.03,,53.50,32.90,23479.12,0.00,350.00
1983-03-23,468.24,2509.29,,52.32,37.23,23713.64,0.00,350.00
1983-03-24,455.57,2509.52,,43.36,33.06,23923.03,0.00,350.00
1983-03-25,456.49,2509.75,,50.83,35.03,24134.24,0.00,350.00
1983-03-26,415.25,2509.89,,54.37,32.28,24263.66,0.00,350.00
1983-03-27,414.44,2510.03,,49.02,35.26,24391.47,0.00,350.00
1983-03-28,367.19,2510.48,,49.57,30.70,24776.64,0.00,173.00
1983-03-29,324.69,2511.01,,49.89,36.52,25238.18,0.00,92.00
1983-03-30,904.64,2512.53,,54.68,43.83,26610.02,0.00,213.00
1983-03-31,865.71,2513.51,,53.50,39.04,27533.74,0.00,400.00
1983-04-01,712.78,2514.15,,54.60,29.92,28154.12,0.00,400.00
1983-04-02,672.10,2514.44,,48.08,36.36,28439.93,0.00,528.00
1983-04-03,600.23,2514.34,,48.31,36.84,28341.21,0.00,650.00
1983-04-04,536.02,2514.11,,54.29,39.43,28115.14,0.00,650.00
1983-04-05,449.35,2513.93,,53.58,36.13,27939.31,0.00,538.00
1983-04-06,425.00,2513.93,,57.75,29.52,27939.31,0.00,425.00
1983-04-07,495.89,2514.07,,60.19,29.68,28075.96,0.00,427.00
1983-04-08,357.31,2514.17,,59.08,38.49,28173.76,0.00,308.00
1983-04-09,344.79,2514.22,,48.47,38.72,28222.94,0.00,320.00
1983-04-10,320.00,2514.22,,49.65,35.42,28222.94,0.00,320.00
1983-04-11,299.41,2514.42,,51.69,27.17,28420.11,0.00,200.00
1983-04-12,265.20,2514.65,,49.89,38.33,28648.61,0.00,150.00
1983-04-13,245.97,2514.84,,56.33,39.27,28838.96,0.00,150.00
1983-04-14,235.87,2515.01,,58.61,32.35,29009.29,0.00,150.00
1983-04-15,205.16,2515.24,,60.74,32.28,29223.83,0.00,97.00
1983-04-16,189.54,2515.53,,63.80,33.38,29496.63,0.00,52.00
1983-04-17,164.21,2515.80,,65.92,35.58,29752.91,0.00,35.00
1983-04-18,175.03,2516.09,,65.85,25.99,30030.65,0.00,35.00
1983-04-19,151.86,2516.33,,64.51,42.89,30262.43,0.00,35.00
1983-04-20,177.97,2516.42,,65.06,-37.46,30349.65,0.00,134.00
1983-04-21,199.55,2516.47,,62.31,49.41,30398.35,0.00,175.00
1983-04-22,210.31,2516.54,,47.06,47.06,30514.00,75.00,227.00
1983-04-23,370.20,2516.83,,,,30802.00,75.00,300.00
1983-04-24,220.71,2516.76,,,,30732.00,75.00,331.00
1983-04-25,129.80,2516.47,,,,30444.00,75.00,350.00
1983-04-26,150.38,2516.32,,,,30296.00,75.00,300.00
1983-04-27,195.04,2516.45,,51.46,-40.61,30425.00,45.00,175.00
1983-04-28,124.66,2516.49,,62.94,56.73,30464.00,45.00,150.00
1983-04-29,98.36,2516.48,,,,30431.00,35.00,150.00
1983-04-30,113.54,2516.47,,67.97,50.20,30398.35,20.00,150.00
1983-05-01,105.45,2516.42,,63.09,49.10,30349.65,20.00,150.00
1983-05-02,105.62,2516.37,,67.26,42.02,30301.30,20.00,150.00
1983-05-03,94.96,2516.28,,65.06,43.91,30213.95,11.00,150.00
1983-05-04,109.84,2516.21,,67.65,38.88,30146.20,6.00,150.00
1983-05-05,93.04,2516.07,,55.70,46.19,30011.41,6.00,167.00
1983-05-06,118.88,2515.95,,61.68,40.69,29896.14,13.00,190.00
1983-05-07,96.98,2515.79,,64.75,42.50,29743.37,16.00,190.00
1983-05-08,66.47,2515.58,,51.46,39.51,29543.98,16.00,183.00
1983-05-09,123.60,2515.51,,50.75,39.27,29477.73,23.00,180.00
1983-05-10,128.00,2515.51,,55.70,36.91,29477.73,26.00,154.00
1983-05-11,97.44,2515.45,,60.58,44.54,29421.08,19.00,145.00
1983-05-12,93.75,2515.46,,63.96,35.42,29430.51,16.00,105.00
1983-05-13,86.44,2515.57,,62.54,38.09,29534.52,16.00,50.00
1983-05-14,81.07,2515.70,,66.08,36.36,29657.63,16.00,35.00
1983-05-15,43.01,2515.75,,58.30,47.06,29705.25,16.00,35.00
1983-05-16,61.47,2515.83,,61.52,45.33,29781.55,16.00,39.00
1983-05-17,67.26,2515.87,,70.17,39.12,29819.75,16.00,64.00
1983-05-18,15.69,2515.78,,61.36,53.58,29733.84,16.00,75.00
1983-05-19,29.59,2515.75,,71.43,47.06,29705.25,12.00,56.00
1983-05-20,49.41,2515.78,,78.27,47.68,29733.84,10.00,45.00
1983-05-21,-60.72,2515.58,,75.75,52.01,29543.98,10.00,45.00
1983-05-22,1.60,2515.51,,80.63,45.96,29477.73,10.00,45.00
1983-05-23,7.41,2515.41,,83.61,51.07,29383.34,10.00,65.00
1983-05-24,12.96,2515.30,,86.92,54.21,29280.12,10.00,75.00
1983-05-25,17.73,2515.20,,89.43,57.67,29186.37,10.00,75.00
1983-05-26,18.01,2515.10,,90.30,59.56,29093.16,10.00,75.00
1983-05-27,2.76,2514.97,,91.00,59.24,28969.71,10.00,75.00
1983-05-28,4.08,2514.84,,95.17,58.93,28838.96,5.00,75.00
1983-05-29,-0.76,2514.70,,94.54,58.46,28698.60,5.00,75.00
1983-05-30,-10.36,2514.54,,88.96,60.89,28539.21,5.00,75.00
1983-05-31,-18.85,2514.35,,76.22,61.44,28351.08,5.00,81.00
1983-06-01,26.28,2514.25,,76.77,56.18,28252.46,5.00,81.00
1983-06-02,55.12,2514.22,,78.98,53.50,28222.94,5.00,75.00
1983-06-03,39.16,2514.18,,79.60,55.86,28183.59,5.00,64.00
1983-06-04,14.49,2514.11,,80.47,57.04,28115.14,8.00,57.00
1983-06-05,15.32,2514.06,,80.86,56.65,28066.19,15.00,55.00
1983-06-06,15.37,2514.01,,79.53,50.20,28017.33,15.00,55.00
1983-06-07,9.32,2513.97,,85.42,54.84,27978.30,26.00,55.00
1983-06-08,4.44,2513.92,,82.04,56.96,27929.59,26.00,55.00
1983-06-09,12.19,2513.90,,82.75,55.78,27910.13,33.00,55.00
1983-06-10,-28.18,2513.83,,79.68,50.20,27842.34,45.00,51.00
1983-06-11,10.79,2513.85,,63.25,45.64,27861.75,49.00,50.00
1983-06-12,5.91,2513.86,,67.10,44.15,27871.48,49.00,50.00
1983-06-13,26.30,2513.92,,74.42,41.00,27929.59,49.00,46.00
1983-06-14,5.81,2513.94,,83.85,50.44,27949.04,49.00,45.00
1983-06-15,-2.08,2513.95,,77.48,58.69,27958.80,56.00,49.00
1983-06-16,30.36,2514.03,,79.29,51.85,28036.87,59.00,50.00
1983-06-17,10.92,2514.04,,88.96,56.65,28046.63,48.00,54.00
1983-06-18,-7.45,2513.97,,67.03,52.72,27978.30,33.00,60.00
1983-06-19,3.53,2513.91,,67.65,47.61,27919.84,29.00,62.00
1983-06-20,39.19,2513.89,,70.64,44.23,27900.39,13.00,62.00
1983-06-21,34.63,2513.84,,75.04,47.37,27852.05,5.00,64.00
1983-06-22,20.90,2513.76,,85.66,52.32,27774.50,5.00,65.00
1983-06-23,2.68,2513.63,,86.29,57.83,27648.91,5.00,71.00
1983-06-24,0.26,2513.49,,76.62,50.28,27514.55,5.00,73.00
1983-06-25,5.41,2513.36,,81.10,47.37,27390.40,5.00,73.00
1983-06-26,-13.59,2513.19,,86.21,53.35,27228.56,5.00,73.00
1983-06-27,-7.47,2513.04,,74.97,55.31,27086.81,5.00,69.00
1983-06-28,1.27,2512.91,,81.18,51.38,26964.37,5.00,68.00
1983-06-29,-3.07,2512.77,,70.25,57.91,26833.33,5.00,68.00
1983-06-30,53.57,2512.75,,75.20,51.46,26814.63,5.00,68.00
1983-07-01,21.16,2512.71,,63.64,55.63,26777.27,11.00,51.00
1983-07-02,48.54,2512.76,,66.87,52.09,26823.97,20.00,45.00
1983-07-03,53.32,2512.82,,72.92,43.36,26880.15,20.00,45.00
1983-07-04,34.45,2512.84,,82.44,50.44,26898.90,20.00,45.00
1983-07-05,37.45,2512.86,,89.75,56.88,26917.65,20.00,48.00
1983-07-06,-12.23,2512.76,,91.87,61.92,26823.97,20.00,55.00
1983-07-07,0.64,2512.67,,88.25,55.63,26739.96,20.00,63.00
1983-07-08,-2.47,2512.56,,75.20,61.92,26637.87,20.00,69.00
1983-07-09,-34.00,2512.38,,64.51,54.92,26471.26,20.00,70.00
1983-07-10,12.95,2512.30,,75.28,51.62,26397.78,20.00,70.00
1983-07-11,10.07,2512.19,,82.20,52.24,26296.77,9.00,70.00
1983-07-12,-11.81,2512.01,,88.96,54.60,26132.52,5.00,76.00
1983-07-13,-17.98,2511.80,,95.49,64.27,25942.14,5.00,83.00
1983-07-14,-37.87,2511.54,,76.07,58.38,25708.34,5.00,85.00
1983-07-15,-22.43,2511.33,,72.14,52.09,25521.05,5.00,77.00
1983-07-16,-7.55,2511.17,,76.07,46.74,25379.13,5.00,69.00
1983-07-17,-4.61,2511.02,,82.12,53.27,25247.01,5.00,67.00
1983-07-18,4.45,2510.89,,89.59,55.15,25132.86,5.00,67.00
1983-07-19,-19.53,2510.70,,87.78,70.56,24967.18,5.00,69.00
1983-07-20,-15.63,2510.52,,81.41,64.67,24811.21,5.00,68.00
1983-07-21,-9.79,2510.35,,88.80,55.78,24664.85,5.00,69.00
1983-07-22,-9.48,2510.18,,92.18,56.80,24519.11,5.00,69.00
1983-07-23,-7.63,2510.02,,89.59,65.85,24382.98,5.00,66.00
1983-07-24,-18.75,2509.85,,91.87,66.95,24226.78,5.00,65.00
1983-07-25,-40.39,2509.63,,86.92,64.12,24023.69,5.00,67.00
1983-07-26,-19.02,2509.45,,83.14,59.24,23859.03,5.00,69.00
1983-07-27,-22.03,2509.26,,84.64,59.56,23686.41,5.00,70.00
1983-07-28,-16.84,2509.08,,88.72,64.12,23524.08,5.00,70.00
1983-07-29,-11.89,2508.91,,94.39,62.23,23371.57,5.00,70.00
1983-07-30,-9.30,2508.74,,97.77,65.14,23220.23,5.00,72.00
1983-07-31,-26.57,2508.53,,92.81,74.26,23034.63,5.00,72.00
1983-08-01,-17.43,2508.33,,93.44,65.61,22859.23,5.00,76.00
1983-08-02,-18.13,2508.12,,95.25,63.57,22676.49,5.00,79.00
1983-08-03,-32.71,2507.87,,92.89,69.23,22460.86,5.00,81.00
1983-08-04,-20.23,2507.64,,96.59,65.06,22264.04,5.00,84.00
1983-08-05,-20.24,2507.41,,97.37,65.92,22069.19,5.00,83.00
1983-08-06,-12.95,2507.20,,102.64,68.28,21892.77,5.00,81.00
1983-08-07,-25.79,2506.96,,102.95,70.09,21692.86,5.00,80.00
1983-08-08,-31.18,2506.70,,96.11,71.90,21478.29,5.00,82.00
1983-08-09,-2.44,2506.50,,91.40,70.88,21314.77,5.00,85.00
1983-08-10,-30.34,2506.23,,84.71,67.18,21095.92,5.00,85.00
1983-08-11,-22.16,2505.98,,84.71,62.86,20895.27,5.00,84.00
1983-08-12,-18.21,2505.75,,84.64,-5.86,20712.38,5.00,79.00
1983-08-13,-15.44,2505.53,,89.27,59.08,20538.95,5.00,77.00
1983-08-14,-18.63,2505.30,,87.70,62.94,20359.19,5.00,77.00
1983-08-15,-4.82,,,80.16,67.58,20204.83,5.00,78.00
1983-08-16,-2.82,2504.91,,88.41,61.76,20050.47,5.00,80.00
1983-08-17,-60.80,2504.59,,92.26,63.57,19781.11,5.00,80.00
1983-08-18,-21.53,2504.36,,92.11,63.96,19589.64,5.00,80.00
1983-08-19,-24.68,2504.13,,81.96,63.02,19399.86,5.00,76.00
1983-08-20,-13.37,2503.93,,81.57,64.04,19236.48,5.00,74.00
1983-08-21,65.91,2503.92,,75.28,60.11,19228.36,5.00,75.00
1983-08-22,2.67,2503.76,,78.58,58.06,19098.77,5.00,73.00
1983-08-23,31.45,2503.68,,73.32,56.18,19034.20,5.00,69.00
1983-08-24,13.47,2503.56,,77.40,51.07,18937.94,5.00,67.00
1983-08-25,36.78,2503.50,,84.64,52.48,18889.91,5.00,66.00
1983-08-26,12.76,2503.39,,85.42,54.84,18802.16,5.00,62.00
1983-08-27,23.05,2503.31,,89.04,56.57,18738.78,5.00,60.00
1983-08-28,-12.73,2503.14,,87.70,60.66,18604.43,5.00,60.00
1983-08-29,-2.69,2503.00,,89.27,56.80,18490.00,5.00,60.00
1983-08-30,4.58,2502.86,,88.02,57.67,18390.00,5.00,60.00
1983-08-31,-9.90,2502.71,,87.62,62.94,18269.20,5.00,56.00
1983-09-01,14.15,2502.63,,73.00,61.60,18210.00,5.00,49.00
1983-09-02,-0.97,2502.53,,75.20,56.33,18130.73,5.00,44.00
1983-09-03,5.42,2502.47,,82.59,50.12,18080.00,5.00,36.00
1983-09-04,3.79,2502.40,,83.85,54.29,18030.00,5.00,34.00
1983-09-05,-1.25,2502.32,,77.64,52.48,17970.00,5.00,34.00
1983-09-06,5.79,2502.26,,82.44,46.27,17920.00,5.00,36.00
1983-09-07,2.90,2502.18,,82.51,59.01,17864.27,5.00,36.00
1983-09-08,0.63,2502.10,,74.73,55.47,17804.04,5.00,36.00
1983-09-09,-3.30,2502.01,,69.15,46.98,17736.00,5.00,36.00
1983-09-10,4.95,2501.93,,74.89,41.79,17676.39,5.00,40.00
1983-09-11,9.72,2501.86,,78.03,56.25,17624.26,5.00,41.00
1983-09-12,2.21,2501.77,,82.04,52.32,17557.24,5.00,41.00
1983-09-13,6.08,2501.69,,87.23,57.91,17497.89,5.00,41.00
1983-09-14,-1.18,2501.59,,81.26,59.64,17424.15,5.00,41.00
1983-09-15,6.60,2501.50,,80.00,56.33,17357.91,5.00,45.00
1983-09-16,5.77,2501.41,,85.42,51.22,17292.00,5.00,44.00
1983-09-17,-8.90,2501.28,,72.69,55.15,17197.00,5.00,44.00
1983-09-18,2.46,2501.18,,68.83,47.29,17124.53,5.00,44.00
1983-09-19,-10.15,2501.05,,60.89,47.29,17031.00,5.00,42.00
1983-09-20,-6.02,2500.94,,59.40,33.30,16951.63,5.00,39.00
1983-09-21,0.42,2500.85,,68.83,34.95,16887.00,5.00,38.00
1983-09-22,-1.21,2500.76,,74.89,44.78,16823.11,5.00,36.00
1983-09-23,2.33,2500.68,,76.62,51.62,16766.25,5.00,36.00
1983-09-24,2.51,2500.60,,84.16,53.35,16709.74,5.00,36.00
1983-09-25,2.51,2500.52,,81.02,51.22,16653.24,5.00,36.00
1983-09-26,-2.88,2500.43,,78.43,56.33,16590.00,5.00,34.00
1983-09-27,-7.29,2500.33,,70.56,54.45,16520.00,5.00,33.00
1983-09-28,-4.25,2500.25,,67.18,40.06,16460.00,5.00,31.00
1983-09-29,7.04,2500.19,,67.03,38.17,16422.39,5.00,31.00
1983-09-30,1.60,2500.12,,66.08,50.36,16373.99,5.00,31.00
1983-10-01,13.36,2500.07,,65.14,42.81,16339.00,0.00,31.00
1983-10-02,13.76,2500.02,,64.75,49.96,16304.80,0.00,31.00
1983-10-03,21.05,2500.00,,69.23,44.62,16291.02,0.00,28.00
1983-10-04,22.96,2499.99,,74.81,42.73,16283.00,0.00,27.00
1983-10-05,15.91,2499.96,,73.63,46.58,16261.00,0.00,27.00
1983-10-06,18.40,2499.93,,74.89,45.17,16238.00,0.00,30.00
1983-10-07,4.28,2499.86,,69.07,46.35,16185.00,0.00,31.00
1983-10-08,15.87,2499.82,,68.60,43.12,16155.00,0.00,31.00
1983-10-09,19.40,2499.79,,68.20,50.75,16132.00,0.00,31.00
1983-10-10,15.87,2499.75,,65.45,47.06,16102.00,0.00,31.00
1983-10-11,15.87,2499.71,,70.41,41.95,16072.00,0.00,31.00
1983-10-12,12.85,2499.67,,62.23,38.64,16041.95,0.00,28.00
1983-10-13,23.21,2499.66,,60.42,46.27,16034.44,0.00,27.00
1983-10-14,21.22,2499.65,,60.97,43.52,16026.95,0.00,25.00
1983-10-15,19.22,2499.64,,61.29,36.13,16019.46,0.00,23.00
1983-10-16,23.00,2499.64,,59.08,32.04,16019.46,0.00,23.00
1983-10-17,23.55,2499.66,,66.32,39.90,16034.44,0.00,16.00
1983-10-18,38.07,2499.75,,63.64,39.43,16102.02,0.00,4.00
1983-10-19,18.99,2499.80,,63.09,35.97,16139.68,0.00,0.00
1983-10-20,19.02,2499.85,,70.01,45.72,16177.41,0.00,0.00
1983-10-21,18.99,2499.90,,70.09,47.06,16215.08,0.00,0.00
1983-10-22,19.12,2499.95,,67.10,46.74,16253.00,0.00,0.00
1983-10-23,15.32,2499.99,,58.06,46.19,16283.39,0.00,0.00
1983-10-24,14.28,2500.03,,55.94,32.35,16311.72,0.00,0.00
1983-10-25,13.94,2500.07,,61.92,32.35,16339.36,0.00,0.00
1983-10-26,13.96,2500.11,,63.09,30.07,16367.04,0.00,0.00
1983-10-27,17.39,2500.16,,64.35,34.87,16401.54,0.00,0.00
1983-10-28,14.02,2500.20,,63.57,38.25,16429.34,0.00,0.00
1983-10-29,17.55,2500.25,,67.97,41.40,16464.15,0.00,0.00
1983-10-30,21.11,2500.31,,63.49,45.80,16506.02,0.00,0.00
1983-10-31,14.11,2500.35,,55.86,43.05,16534.01,0.00,0.00
1983-11-01,21.11,2500.41,,55.08,38.57,16575.88,0.00,0.00
1983-11-02,37.37,2500.51,,52.87,41.32,16650.00,0.00,0.00
1983-11-03,30.25,2500.60,,63.17,47.84,16710.00,0.00,0.00
1983-11-04,20.17,2500.65,,61.68,49.73,16750.00,0.00,0.00
1983-11-05,15.13,2500.70,,57.98,44.46,16780.00,0.00,0.00
1983-11-06,13.61,2500.74,,62.47,47.84,16807.00,0.00,0.00
1983-11-07,8.12,2500.76,,49.26,37.07,16823.11,0.00,0.00
1983-11-08,17.97,2500.81,,49.65,28.74,16858.76,0.00,0.00
1983-11-09,25.14,2500.88,,41.55,34.79,16908.62,0.00,0.00
1983-11-10,32.54,2500.97,,50.36,41.63,16973.16,0.00,0.00
1983-11-11,32.66,2501.06,,58.30,38.80,17037.95,0.00,0.00
1983-11-12,32.70,2501.15,,46.03,33.30,17102.81,0.00,0.00
1983-11-13,10.95,2501.18,,45.09,34.08,17124.53,0.00,0.00
1983-11-14,27.97,2501.26,,47.68,33.06,17180.00,0.00,0.00
1983-11-15,27.03,2501.33,,49.34,38.72,17233.61,0.00,0.00
1983-11-16,25.70,2501.40,,57.04,37.94,17284.58,0.00,0.00
1983-11-17,44.38,2501.52,,55.63,41.00,17372.60,0.00,0.00
1983-11-18,25.99,2501.59,,50.04,36.05,17424.15,0.00,0.00
1983-11-19,52.13,2501.73,,38.01,32.67,17527.55,0.00,0.00
1983-11-20,26.22,2501.80,,45.09,28.66,17579.56,0.00,0.00
1983-11-21,29.97,2501.88,,44.54,26.22,17639.01,0.00,0.00
1983-11-22,22.62,2501.94,,37.46,25.75,17683.87,0.00,0.00
1983-11-23,26.45,2502.01,,34.95,31.17,17736.34,0.00,0.00
1983-11-24,60.68,2502.17,,43.44,33.38,17856.69,0.00,0.00
1983-11-25,38.20,2502.27,,44.93,32.98,17932.46,0.00,0.00
1983-11-26,22.99,2502.33,,44.54,29.45,17978.06,0.00,0.00
1983-11-27,30.65,2502.41,,44.70,32.90,18038.86,0.00,0.00
1983-11-28,26.99,2502.48,,46.51,33.06,18092.39,0.00,0.00
1983-11-29,30.94,2502.56,,41.63,25.75,18153.76,0.00,0.00
1983-11-30,34.84,2502.65,,30.70,25.75,18222.87,0.00,0.00
1983-12-01,35.07,2502.74,,32.98,24.02,18292.43,0.00,0.00
1983-12-02,35.20,2502.83,,29.37,20.64,18362.25,0.00,0.00
1983-12-03,50.99,2502.96,,37.39,25.99,18463.38,0.00,0.00
1983-12-04,23.67,2503.02,,34.95,16.79,18510.33,0.00,0.00
1983-12-05,35.62,2503.11,,27.17,17.57,18580.99,0.00,0.00
1983-12-06,51.60,2503.24,,30.86,23.08,18683.33,0.00,0.00
1983-12-07,71.94,2503.42,,43.75,29.21,18826.03,0.00,0.00
1983-12-08,174.25,2503.85,,44.78,29.13,19171.65,0.00,0.00
1983-12-09,119.19,2504.14,,39.27,29.05,19408.06,0.00,0.00
1983-12-10,158.57,2504.52,,49.65,33.77,19722.58,0.00,0.00
1983-12-11,258.30,2505.14,,39.27,34.24,20234.92,0.00,0.00
1983-12-12,297.96,2505.39,,41.95,30.86,20429.22,0.00,200.00
1983-12-13,208.51,2504.85,,36.76,33.93,19999.82,0.00,425.00
1983-12-14,268.15,2504.30,,38.09,34.79,19539.96,0.00,500.00
1983-12-15,322.51,2503.87,,41.08,27.24,19187.91,0.00,500.00
1983-12-16,229.68,2503.20,,34.87,22.92,18651.73,0.00,500.00
1983-12-17,206.42,2502.45,,35.73,22.84,18069.42,0.00,500.00
1983-12-18,223.07,2501.72,,30.39,20.33,17520.13,0.00,500.00
1983-12-19,180.50,2501.24,,31.73,19.30,17168.07,0.00,358.00
1983-12-20,147.65,2500.82,,21.98,14.04,16865.89,0.00,300.00
1983-12-21,108.04,2500.47,,16.47,6.33,16618.03,0.00,233.00
1983-12-22,101.36,2500.19,,10.97,0.59,16422.39,0.00,200.00
1983-12-23,99.29,2499.91,,4.44,-5.62,16222.64,0.00,200.00
1983-12-24,105.12,2499.66,,15.29,3.58,16034.44,0.00,200.00
1983-12-25,117.42,2499.44,,24.73,13.09,15870.64,0.00,200.00
1983-12-26,125.67,2499.24,,38.33,13.25,15723.21,0.00,200.00
1983-12-27,137.37,2499.07,,32.59,9.48,15598.99,0.00,200.00
1983-12-28,141.44,2498.91,,16.63,-1.92,15482.83,0.00,200.00
1983-12-29,152.82,2498.78,,21.82,15.61,15389.25,0.00,200.00
