date,af,fb,qd,qu,mm,mn,mx,pc,pp,sp
2007-05-25,156949.88,2516.68,532.00,688.88,54.88,37.69,70.55,69.61,0.00,
2007-05-26,157286.06,2516.81,513.00,712.35,56.26,46.42,65.87,69.61,0.00,
2007-05-27,157442.44,2516.87,633.00,741.09,47.44,42.11,53.26,69.61,0.00,
2007-05-28,157390.31,2516.85,605.00,606.02,48.18,41.52,56.79,69.61,0.00,
2007-05-29,157390.31,2516.85,552.00,582.40,55.69,33.74,72.32,69.61,0.00,
2007-05-30,157442.44,2516.87,649.00,708.39,60.75,40.91,79.06,69.61,0.00,
2007-05-31,157390.31,2516.85,835.00,848.96,62.80,45.12,77.12,69.61,0.00,
2007-06-01,157234.00,2516.79,878.00,839.52,63.32,50.58,78.00,69.61,0.00,
2007-06-02,157338.19,2516.83,773.00,863.34,65.70,53.30,78.61,69.61,0.00,
2007-06-03,157545.00,2516.91,810.00,955.21,67.78,55.56,88.49,69.76,0.15,
2007-06-04,157620.00,2516.94,884.00,963.09,60.04,55.85,68.70,69.90,0.14,
2007-06-05,157570.00,2516.92,744.00,763.38,49.34,44.74,55.97,69.90,0.00,
2007-06-06,157545.00,2516.91,615.00,633.52,45.42,42.66,49.15,69.90,0.00,
2007-06-07,157390.31,2516.85,530.00,483.39,48.66,45.29,52.33,69.90,0.00,
2007-06-08,157208.00,2516.78,494.00,433.78,52.47,46.97,60.17,69.90,0.00,
2007-06-09,157208.00,2516.78,435.00,464.94,51.69,47.91,54.53,70.05,0.15,
2007-06-10,157416.38,2516.86,415.00,548.58,50.56,44.88,54.49,70.05,0.00,
2007-06-11,157545.00,2516.91,417.00,509.41,46.26,42.07,50.70,70.05,0.00,
2007-06-12,157364.25,2516.84,447.00,386.37,53.16,39.48,65.36,70.05,0.00,
2007-06-13,157078.00,2516.73,501.00,387.99,52.65,48.48,55.22,70.05,0.00,
2007-06-14,156625.00,2516.55,551.00,356.88,51.66,45.69,60.33,70.05,0.00,
2007-06-15,156187.88,2516.38,580.00,395.34,51.03,45.94,56.75,70.20,0.15,
2007-06-16,155755.00,2516.21,574.00,391.29,49.16,44.80,53.26,70.35,0.15,
2007-06-17,155428.00,2516.08,574.00,444.73,49.17,47.18,51.07,70.35,0.00,
2007-06-18,154943.94,2515.89,591.00,383.06,50.56,43.90,56.14,70.35,0.00,
2007-06-19,154460.00,2515.70,606.00,364.20,55.93,37.53,73.85,70.35,0.00,
2007-06-20,153934.00,2515.49,602.00,342.20,62.77,45.91,76.35,70.35,0.00,
2007-06-21,153450.00,2515.30,601.00,362.54,58.26,52.41,64.73,70.35,0.00,
2007-06-22,152790.00,2515.04,633.00,307.55,53.12,49.56,58.19,70.35,0.00,
2007-06-23,151879.88,2514.68,701.00,249.71,52.37,42.23,59.21,70.35,0.00,
2007-06-24,150930.00,2514.30,776.00,307.85,47.78,41.62,53.47,70.80,0.45,
2007-06-25,150045.00,2513.95,725.00,293.37,48.72,41.09,59.27,70.95,0.15,
2007-06-26,149095.00,2513.57,692.00,223.89,56.96,35.61,73.11,70.95,0.00,
2007-06-27,148119.88,2513.18,749.00,275.22,60.95,52.98,69.29,70.95,0.00,
2007-06-28,146930.00,2512.70,800.00,217.22,59.42,54.18,66.46,70.95,0.00,
2007-06-29,145786.00,2512.24,833.00,273.57,54.87,49.52,59.60,70.95,0.00,
2007-06-30,144500.00,2511.72,875.00,247.13,55.99,44.88,66.74,70.95,0.00,
2007-07-01,143123.77,2511.16,899.00,226.30,58.98,45.55,71.14,70.95,0.00,
2007-07-02,141654.00,2510.56,934.00,213.70,62.47,54.95,71.51,70.95,0.00,
2007-07-03,140170.00,2509.95,950.00,226.53,64.51,49.05,75.98,70.95,0.00,
2007-07-04,138696.23,2509.34,990.00,272.07,68.44,52.33,83.23,70.95,0.00,
2007-07-05,137101.88,2508.68,1021.00,244.09,70.33,60.27,83.09,70.95,0.00,
2007-07-06,135422.00,2507.98,1034.00,215.27,65.53,56.77,74.66,70.95,0.00,
2007-07-07,133690.00,2507.25,1039.00,195.92,62.84,49.39,72.09,70.95,0.00,
2007-07-08,131920.00,2506.50,1045.00,184.96,63.92,55.24,71.97,70.95,0.00,
2007-07-09,130119.00,2505.73,1044.00,168.47,65.75,55.46,78.24,70.95,0.00,
2007-07-10,128328.00,2504.96,1035.00,167.05,72.54,51.70,92.72,70.95,0.00,
2007-07-11,126477.77,2504.16,1059.00,162.50,74.48,53.81,94.80,70.95,0.00,
2007-07-12,124556.11,2503.32,1096.00,136.27,72.54,65.32,84.27,70.95,0.00,
2007-07-13,122592.00,2502.46,1104.00,115.18,68.16,61.67,75.33,70.95,0.00,
2007-07-14,120650.00,2501.60,1096.00,118.53,69.87,54.61,82.24,70.95,0.00,
2007-07-15,118686.00,2500.72,1104.00,113.95,68.30,63.48,75.29,70.95,0.00,
2007-07-16,116628.00,2499.79,1111.00,73.65,65.78,58.19,76.21,70.95,0.00,
2007-07-17,114625.89,2498.88,1107.00,98.26,64.44,58.86,69.67,70.95,0.00,
2007-07-18,112605.00,2497.95,1114.00,95.36,62.05,58.56,66.05,70.95,0.00,
2007-07-19,110539.00,2496.99,1121.00,80.55,59.40,51.17,64.26,70.95,0.00,
2007-07-20,108451.00,2496.01,1114.00,63.13,56.88,49.80,63.77,70.95,0.00,
2007-07-21,106446.00,2495.06,1107.00,95.37,61.52,52.45,72.28,71.10,0.15,
2007-07-22,104419.00,2494.09,1107.00,85.92,64.06,58.31,69.39,71.25,0.15,
2007-07-23,102370.00,2493.10,1107.00,74.92,64.06,56.38,73.42,71.25,0.00,
2007-07-24,100299.00,2492.09,1107.00,62.08,59.07,52.61,66.48,71.25,0.00,
2007-07-25,98230.00,2491.07,1107.00,63.87,64.09,49.21,76.51,71.25,0.00,
2007-07-26,96130.00,2490.02,1107.00,49.30,66.22,57.33,77.49,71.25,0.00,
2007-07-27,93860.00,2488.87,1107.00,61.15,65.99,55.85,77.21,71.25,0.00,
2007-07-28,91750.00,2487.79,1111.00,49.05,64.78,50.90,75.31,71.25,0.00,
2007-07-29,89610.00,2486.68,1111.00,34.03,61.49,55.28,67.17,71.25,0.00,
2007-07-30,87484.00,2485.56,1107.00,36.23,58.69,51.49,68.27,71.25,0.00,
2007-07-31,85380.00,2484.44,1107.00,45.95,62.37,45.63,75.76,71.25,0.00,
2007-08-01,83290.00,2483.31,1107.00,53.10,66.58,47.42,84.27,71.25,0.00,
2007-08-02,81190.00,2482.16,1107.00,47.79,68.94,56.97,81.10,71.25,0.00,
2007-08-03,79020.00,2480.95,1104.00,10.39,60.53,55.71,65.07,71.25,0.00,
2007-08-04,76880.00,2479.74,1104.00,25.30,60.01,51.74,65.66,71.25,0.00,
2007-08-05,74720.00,2478.50,1104.00,14.57,64.28,52.41,77.30,71.25,0.00,
2007-08-06,72600.00,2477.26,1104.00,34.18,63.71,58.27,72.32,71.25,0.00,
2007-08-07,70480.00,2476.01,1104.00,33.58,57.40,6.00,60.90,71.25,0.00,
2007-08-08,68360.00,2474.74,1100.00,31.03,57.54,6.00,63.04,71.25,0.00,
2007-08-09,66230.00,2473.44,1100.00,24.86,55.07,45.02,64.18,71.25,0.00,
2007-08-10,64120.00,2472.14,1096.00,33.80,55.58,46.91,62.75,71.25,0.00,
2007-08-11,62090.00,2470.86,1100.00,75.69,57.53,39.73,75.78,71.25,0.00,
2007-08-12,59960.00,2469.50,1100.00,26.12,56.99,53.18,62.49,71.25,0.00,
2007-08-13,57970.00,2468.20,1146.00,110.05,61.49,50.54,74.80,71.25,0.00,
2007-08-14,56120.00,2466.98,1111.00,176.47,65.91,48.22,82.36,71.25,0.00,
2007-08-15,54304.00,2465.76,1085.00,167.85,69.50,51.15,92.07,71.25,0.00,
2007-08-16,52345.00,2464.43,1067.00,77.98,61.81,57.88,66.90,71.25,0.00,
2007-08-17,50475.79,2463.14,1044.00,103.13,58.53,46.89,66.50,71.25,0.00,
2007-08-18,48669.93,2461.88,1026.00,115.76,56.95,47.99,64.42,71.25,0.00,
2007-08-19,46909.83,2460.65,1005.00,117.79,52.84,50.03,55.08,71.39,0.14,
2007-08-20,45238.00,2459.47,970.00,126.46,53.39,50.13,56.77,71.54,0.15,
2007-08-21,43698.24,2458.37,895.00,118.63,59.15,54.06,66.58,71.99,0.45,
2007-08-22,42224.04,2457.31,841.00,96.34,60.23,52.39,70.12,71.99,0.00,
2007-08-23,40876.14,2456.34,776.00,97.30,61.40,50.13,74.52,71.99,0.00,
2007-08-24,39655.00,2455.45,717.00,103.23,62.61,47.07,76.68,71.99,0.00,
2007-08-25,38386.00,2454.52,694.00,54.46,58.76,55.14,63.40,71.99,0.00,
2007-08-26,37116.00,2453.59,683.00,42.11,54.22,50.23,60.21,71.99,0.00,
2007-08-27,35942.00,2452.73,669.00,78.32,54.02,40.14,65.87,71.99,0.00,
2007-08-28,34937.00,2451.99,588.00,80.68,58.65,40.79,75.76,71.99,0.00,
2007-08-29,34098.00,2451.37,428.00,5.01,65.09,45.63,86.21,71.99,0.00,
2007-08-30,33642.00,2451.03,258.00,28.10,66.03,49.98,82.42,71.99,0.00,
2007-08-31,33399.83,2450.85,131.00,8.91,59.40,50.56,66.27,71.99,0.00,
2007-09-01,33304.00,2450.78,98.00,49.69,61.52,48.22,76.57,71.99,0.00,
2007-09-02,33239.00,2450.73,96.00,63.23,61.91,50.68,75.54,71.99,0.00,
2007-09-03,33143.86,2450.66,95.00,47.03,63.16,50.74,75.90,71.99,0.00,
2007-09-04,33020.68,2450.57,94.00,31.90,61.14,57.64,65.80,71.99,0.00,
2007-09-05,32917.00,2450.49,92.00,39.73,61.78,57.42,68.15,71.99,0.00,
2007-09-06,32771.93,2450.38,94.00,20.86,60.00,50.33,66.46,71.99,0.00,
2007-09-07,32621.00,2450.27,96.00,19.91,54.06,43.70,64.54,71.99,0.00,
2007-09-08,32515.96,2450.19,96.00,43.04,54.36,37.41,72.83,71.99,0.00,
2007-09-09,32390.00,2450.11,96.00,32.50,56.93,37.85,75.82,71.99,0.00,
2007-09-10,32208.00,2449.96,96.00,4.24,60.51,38.59,82.79,71.99,0.00,
2007-09-11,32074.21,2449.86,95.00,27.55,62.20,42.21,83.74,71.99,0.00,
2007-09-12,31951.00,2449.77,95.00,32.88,62.00,50.98,76.25,71.99,0.00,
2007-09-13,31873.00,2449.71,95.00,55.68,61.18,43.90,82.68,71.99,0.00,
2007-09-14,31720.00,2449.60,94.00,16.86,58.25,54.79,65.32,71.99,0.00,
2007-09-15,31603.00,2449.51,93.00,34.01,57.34,54.47,64.26,71.99,0.00,
2007-09-16,31445.96,2449.39,93.00,13.83,52.40,50.84,54.87,71.99,0.00,
2007-09-17,31320.00,2449.30,93.00,29.50,52.28,46.47,57.15,72.29,0.30,
2007-09-18,31190.00,2449.20,93.00,27.46,47.58,44.25,53.43,72.29,0.00,
2007-09-19,31078.07,2449.12,93.00,36.57,48.83,37.35,62.45,72.29,0.00,
2007-09-20,30933.00,2449.01,93.00,19.86,47.56,39.14,55.20,72.29,0.00,
2007-09-21,31024.00,2449.08,93.00,138.88,52.06,37.23,67.92,72.29,0.00,
2007-09-22,30985.00,2449.05,92.00,72.34,50.47,45.80,54.71,72.29,0.00,
2007-09-23,30868.00,2448.96,92.00,33.01,48.17,40.30,54.65,72.29,0.00,
2007-09-24,30775.96,2448.89,92.00,45.60,48.61,34.68,62.93,72.29,0.00,
2007-09-25,30692.10,2448.83,92.00,49.72,50.22,43.76,56.95,72.29,0.00,
2007-09-26,30572.00,2448.74,93.00,32.45,53.83,43.76,66.64,72.29,0.00,
2007-09-27,30546.00,2448.72,93.00,79.89,51.93,40.06,65.62,72.29,0.00,
2007-09-28,30390.00,2448.50,93.00,14.35,41.59,32.75,52.00,72.44,0.15,
2007-09-29,30218.00,2448.47,93.00,6.28,42.51,34.36,49.26,72.44,0.00,
2007-09-30,30232.00,2448.48,93.00,100.06,43.54,40.65,45.69,73.19,0.75,
2007-10-01,30232.00,2448.48,93.00,93.00,46.12,41.01,49.93,0.60,0.60,
2007-10-02,30775.96,2448.89,94.00,368.24,47.41,41.79,52.13,2.08,1.49,
2007-10-03,31376.14,2449.34,94.00,396.59,42.44,38.10,46.41,2.38,0.30,
2007-10-04,31603.00,2449.51,93.00,207.37,39.70,36.02,48.40,2.53,0.15,
2007-10-05,31694.00,2449.58,93.00,138.88,40.68,35.11,46.12,2.53,0.00,
2007-10-06,31775.79,2449.64,93.00,134.24,44.26,40.89,47.73,2.83,0.30,0.00
2007-10-07,32169.00,2449.93,94.00,292.24,49.44,45.35,56.07,3.27,0.45,0.00
2007-10-08,32515.96,2450.19,95.00,269.92,45.64,36.72,54.61,3.27,0.00,0.00
2007-10-09,32660.00,2450.30,95.00,167.62,51.81,42.86,60.15,3.27,0.00,0.00
2007-10-10,32813.00,2450.41,95.00,172.14,48.46,40.93,52.13,3.42,0.15,0.00
2007-10-11,33034.00,2450.58,95.00,206.42,42.92,36.05,50.95,3.42,0.00,0.00
2007-10-12,33143.86,2450.66,96.00,151.39,45.43,41.72,50.21,3.57,0.15,0.00
2007-10-13,33185.96,2450.69,95.00,116.23,46.47,38.20,61.22,3.57,0.00,0.00
2007-10-14,33252.00,2450.74,95.00,128.29,44.85,35.70,60.70,3.57,0.00,0.00
2007-10-15,33239.00,2450.73,95.00,88.45,45.48,40.06,50.56,3.57,0.00,0.00
2007-10-16,33226.00,2450.72,95.00,88.45,42.38,35.74,48.97,3.72,0.15,0.00
2007-10-17,33239.00,2450.73,95.00,101.55,38.37,31.55,44.52,3.72,0.00,0.00
2007-10-18,33304.00,2450.78,95.00,127.77,38.77,35.60,41.38,3.72,0.00,0.00
2007-10-19,33712.00,2451.08,97.00,302.70,39.31,33.26,47.34,5.06,1.34,0.15
2007-10-20,34182.00,2451.43,93.00,329.95,37.85,33.44,41.89,5.35,0.30,0.00
2007-10-21,34778.24,2451.87,90.00,390.60,41.38,39.32,44.51,5.80,0.45,0.00
2007-10-22,35644.00,2452.51,89.00,525.48,47.32,40.18,57.01,5.95,0.15,0.00
2007-10-23,36408.00,2453.07,89.00,474.18,48.69,39.75,64.28,6.10,0.15,0.15
2007-10-24,37046.00,2453.54,89.00,410.65,44.93,40.38,52.57,6.10,0.00,0.15
2007-10-25,37386.00,2453.79,90.00,261.41,37.80,28.82,44.27,6.10,0.00,0.15
2007-10-26,37810.00,2454.10,92.00,305.76,36.24,28.78,53.75,6.10,0.00,0.00
2007-10-27,38052.00,2454.28,92.00,214.01,35.97,25.38,51.90,6.10,0.00,0.00
2007-10-28,38290.00,2454.45,92.00,211.99,38.90,27.93,58.23,6.10,0.00,0.00
2007-10-29,38464.00,2454.58,92.00,179.72,40.58,32.87,51.45,6.10,0.00,0.00
2007-10-30,38477.00,2454.59,93.00,99.55,36.07,27.26,51.78,6.10,0.00,0.00
2007-10-31,38601.93,2454.68,105.00,167.98,35.99,25.81,45.25,6.10,0.00,0.00
2007-11-01,38559.83,2454.65,113.00,91.77,40.36,29.06,46.51,6.10,0.00,0.00
2007-11-02,38630.00,2454.70,117.00,152.38,35.80,24.90,49.54,6.10,0.00,0.15
2007-11-03,38630.00,2454.70,120.00,120.00,47.56,40.54,54.38,6.10,0.00,0.15
2007-11-04,38601.93,2454.68,120.00,105.85,46.73,33.11,51.98,6.25,0.15,0.15
2007-11-05,38601.93,2454.68,120.00,120.00,37.67,28.70,53.12,6.25,0.00,0.15
2007-11-06,38573.86,2454.66,120.00,105.85,39.25,29.53,52.68,6.25,0.00,0.15
2007-11-07,38587.90,2454.67,120.00,127.08,46.40,40.65,51.15,6.25,0.00,0.15
2007-11-08,38545.79,2454.64,120.00,98.77,46.88,41.24,53.55,6.25,0.00,0.15
2007-11-09,38504.04,2454.61,120.00,98.95,45.70,40.30,51.27,6.39,0.15,0.15
2007-11-10,38587.90,2454.67,120.00,162.28,39.65,29.69,48.56,6.99,0.59,0.15
2007-11-11,38700.00,2454.75,120.00,176.52,35.62,30.28,43.03,6.99,0.00,0.15
2007-11-12,39124.00,2455.06,121.00,334.76,37.13,33.00,47.87,8.63,1.64,0.44
2007-11-13,39424.00,2455.28,113.00,264.25,35.85,29.11,41.68,9.07,0.45,0.15
2007-11-14,39616.00,2455.42,107.00,203.80,33.02,27.85,39.45,9.07,0.00,0.00
2007-11-15,39985.96,2455.69,103.00,289.52,36.19,32.73,39.79,9.67,0.60,0.00
2007-11-16,41226.00,2456.59,97.00,722.18,39.01,36.90,43.45,10.71,1.04,0.00
2007-11-17,42441.00,2457.47,93.00,705.55,39.45,35.98,46.57,11.30,0.59,0.00
2007-11-18,43431.93,2458.18,92.00,591.59,33.31,32.01,38.86,11.45,0.15,0.29
2007-11-19,44145.96,2458.69,92.00,451.98,33.32,32.36,35.87,11.60,0.15,0.29
2007-11-20,44594.00,2459.01,93.00,318.88,32.53,29.19,40.36,11.75,0.15,0.29
2007-11-21,44874.00,2459.21,93.00,234.16,28.96,24.98,33.59,11.75,0.00,0.29
2007-11-22,45154.00,2459.41,93.00,234.16,26.30,22.09,34.70,11.75,0.00,0.44
2007-11-23,45355.00,2459.55,93.00,194.34,22.30,20.40,26.34,11.75,0.00,0.58
2007-11-24,45570.00,2459.70,93.00,201.39,26.16,20.27,35.17,11.75,0.00,0.58
2007-11-25,45682.00,2459.78,93.00,149.47,25.30,22.60,27.89,11.75,0.15,0.58
2007-11-26,45821.93,2459.88,98.00,168.55,22.82,22.13,32.75,12.19,0.45,1.45
2007-11-27,46004.00,2460.01,100.00,191.79,33.55,29.62,36.31,12.64,0.45,1.89
2007-11-28,46088.00,2460.07,98.00,140.35,30.87,28.25,34.26,12.79,0.15,2.18
2007-11-29,46158.07,2460.12,98.00,133.33,27.58,21.47,30.57,12.94,0.15,2.18
2007-11-30,46315.00,2460.23,98.00,177.12,25.42,21.76,29.27,12.94,0.00,2.18
2007-12-01,46315.00,2460.23,98.00,98.00,21.07,19.77,24.37,13.38,0.45,3.05
2007-12-02,46672.00,2460.48,98.00,277.98,23.79,19.93,28.25,15.91,2.53,6.09
2007-12-03,48536.00,2461.79,97.00,1036.75,33.81,28.29,35.95,20.22,4.31,7.11
2007-12-04,52040.00,2464.22,88.00,1854.57,42.40,34.56,50.01,20.97,0.74,6.24
2007-12-05,53920.00,2465.50,83.00,1030.82,37.79,31.53,42.31,20.97,0.00,5.80
2007-12-06,54990.00,2466.22,80.00,619.45,32.46,29.43,38.19,20.97,0.00,5.80
2007-12-07,55715.00,2466.71,81.00,446.52,32.64,30.65,35.40,20.97,0.00,5.66
2007-12-08,56195.00,2467.03,81.00,323.00,28.14,20.93,36.92,20.97,0.00,5.80
2007-12-09,56630.07,2467.32,81.00,300.34,28.13,18.85,33.91,20.97,0.00,6.09
2007-12-10,56932.00,2467.52,82.00,234.22,30.35,23.59,37.67,20.97,0.00,6.24
2007-12-11,57194.96,2467.69,86.00,218.57,24.59,23.53,25.73,20.97,0.00,5.80
2007-12-12,57465.26,2467.87,87.00,223.27,32.90,24.83,35.80,20.97,0.00,5.95
2007-12-13,57630.00,2467.98,87.00,170.06,33.64,31.77,34.68,20.97,0.00,6.09
2007-12-14,57889.80,2468.15,87.00,217.98,30.14,26.95,33.26,21.12,0.15,6.24
2007-12-15,58120.00,2468.30,87.00,203.06,32.36,27.26,37.17,21.71,0.59,6.96
2007-12-16,58239.93,2468.38,87.00,147.46,31.64,29.31,32.89,21.71,0.00,6.82
2007-12-17,58375.00,2468.47,87.00,155.10,29.52,25.97,34.26,21.86,0.15,7.11
2007-12-18,58624.74,2468.63,93.00,218.91,31.74,28.17,38.67,22.45,0.59,7.83
2007-12-19,58820.00,2468.76,96.00,194.44,33.43,32.85,36.58,23.35,0.89,8.99
2007-12-20,58928.12,2468.83,96.00,150.51,33.15,30.80,35.66,23.79,0.45,9.28
2007-12-21,59055.00,2468.91,96.00,159.97,29.69,24.51,33.36,23.79,0.00,9.14
2007-12-22,59115.00,2468.95,96.00,126.25,30.93,27.42,37.98,24.39,0.59,9.86
2007-12-23,59356.04,2469.11,96.00,217.52,33.33,32.34,36.58,25.43,1.04,11.46
2007-12-24,59419.80,2469.15,96.00,128.15,33.64,30.68,36.86,25.73,0.30,11.46
2007-12-25,59596.00,2469.26,96.00,184.83,28.14,25.93,32.02,26.17,0.45,12.18
2007-12-26,59735.18,2469.35,94.00,164.17,29.61,27.38,31.00,26.62,0.45,12.76
2007-12-27,59794.96,2469.39,92.00,122.14,26.64,25.43,30.49,26.92,0.30,13.49
2007-12-28,59976.00,2469.51,92.00,183.27,29.99,26.04,34.67,27.66,0.74,14.50
2007-12-29,60056.00,2469.56,92.00,132.33,31.04,28.21,36.05,28.40,0.74,15.52
2007-12-30,60215.84,2469.66,92.00,172.58,30.59,29.48,32.04,28.70,0.30,17.69
2007-12-31,60199.80,2469.65,92.00,83.91,30.33,25.10,38.33,29.00,0.30,17.84
2008-01-01,60231.00,2469.67,92.00,107.73,25.71,23.20,27.96,29.00,0.00,17.98
2008-01-02,60263.96,2469.69,92.00,108.62,25.12,22.79,26.82,29.00,0.00,18.42
2008-01-03,60263.96,2469.69,92.00,92.00,28.47,25.52,31.07,29.29,0.30,18.71
2008-01-04,60340.00,2469.74,92.00,130.34,33.97,30.39,35.97,29.59,0.30,19.00
2008-01-05,60340.00,2469.74,92.00,92.00,32.06,26.44,35.56,29.74,0.15,19.29
2008-01-06,60355.00,2469.75,92.00,99.56,27.93,25.65,32.22,29.74,0.00,19.43
2008-01-07,60325.00,2469.73,92.00,76.88,27.75,24.59,31.49,30.19,0.45,19.72
2008-01-08,60520.22,2469.86,92.00,190.42,27.40,25.39,30.13,31.08,0.89,21.03
2008-01-09,60490.15,2469.84,92.00,76.84,29.78,27.22,31.94,31.53,0.45,21.61
2008-01-10,60772.00,2470.02,92.00,234.10,30.47,27.38,33.00,33.16,1.64,24.07
2008-01-11,60944.74,2470.13,92.00,179.09,34.88,32.75,38.34,33.90,0.74,24.07
2008-01-12,61082.00,2470.22,92.00,161.20,34.35,32.41,37.84,34.35,0.45,24.51
2008-01-13,61162.00,2470.27,92.00,132.33,33.59,28.48,41.40,34.50,0.15,24.36
2008-01-14,61385.00,2470.41,92.00,204.43,29.28,26.01,37.29,34.80,0.30,25.52
2008-01-15,61415.00,2470.43,92.00,107.12,27.10,20.82,31.12,34.95,0.15,21.19
2008-01-16,61445.00,2470.45,92.00,107.12,24.87,14.52,32.23,34.95,0.00,20.90
2008-01-17,61430.00,2470.44,92.00,84.44,30.21,23.53,35.52,34.95,0.00,20.61
2008-01-18,61460.00,2470.46,92.00,107.12,30.32,21.25,38.37,35.09,0.15,20.18
2008-01-19,61536.00,2470.51,92.00,130.32,32.89,30.68,35.87,35.24,0.15,20.61
2008-01-20,61520.00,2470.50,92.00,83.93,27.73,18.42,33.83,35.24,0.00,20.61
2008-01-21,61520.00,2470.50,92.00,92.00,17.21,5.91,31.21,35.24,0.00,20.47
2008-01-22,61415.00,2470.43,122.00,69.06,12.91,1.09,27.91,35.24,0.00,20.32
2008-01-23,61322.27,2470.37,149.00,102.25,12.97,1.09,25.27,35.24,0.00,20.32
2008-01-24,61226.04,2470.31,141.00,92.48,15.55,6.15,28.50,35.24,0.00,20.32
2008-01-25,61098.00,2470.23,133.00,68.45,11.22,-0.56,30.29,35.24,0.00,20.32
2008-01-26,61114.00,2470.24,132.00,140.07,11.62,0.26,18.26,35.54,0.30,20.61
2008-01-27,60989.85,2470.16,131.00,68.41,23.76,18.31,30.74,35.84,0.30,20.76
2008-01-28,60989.85,2470.16,119.00,119.00,25.49,20.79,29.32,36.28,0.45,22.72
2008-01-29,61130.00,2470.25,109.00,179.66,27.43,24.79,28.92,37.62,1.34,22.72
2008-01-30,61194.00,2470.29,105.00,137.27,28.35,0.00,32.57,38.66,1.04,22.72
2008-01-31,61337.92,2470.38,105.00,177.56,30.51,28.44,32.97,39.70,1.04,22.72
2008-02-01,61430.00,2470.44,105.00,151.42,30.27,27.66,32.06,40.45,0.74,23.59
2008-02-02,61337.92,2470.38,105.00,58.58,27.57,25.26,29.90,40.45,0.00,23.59
2008-02-03,61306.23,2470.36,105.00,89.02,25.82,21.84,31.12,40.45,0.00,23.16
2008-02-04,61274.16,2470.34,105.00,88.83,28.00,18.93,32.06,40.74,0.30,23.31
2008-02-05,61400.00,2470.42,105.00,168.44,31.24,29.58,35.48,41.64,0.89,24.49
2008-02-06,61445.00,2470.45,105.00,127.69,30.52,28.99,32.82,42.23,0.59,25.65
2008-02-07,61568.00,2470.53,105.00,167.01,33.75,28.88,37.78,43.42,1.19,26.67
2008-02-08,61920.00,2470.75,105.00,282.46,32.90,32.57,35.13,45.95,2.53,29.43
2008-02-09,61968.00,2470.78,107.00,131.20,37.77,34.88,41.72,46.69,0.74,30.16
2008-02-10,62214.00,2470.94,107.00,231.02,37.22,33.89,42.36,47.58,0.89,31.04
2008-02-11,62374.00,2471.04,98.00,178.67,36.26,34.42,38.55,47.73,0.15,30.17
2008-02-12,62694.00,2471.24,89.00,250.33,36.97,31.00,45.63,48.33,0.59,30.33
2008-02-13,62838.12,2471.33,89.00,161.66,30.92,19.78,34.36,48.48,0.15,30.34
2008-02-14,62965.00,2471.41,89.00,152.97,27.60,12.15,37.09,48.48,0.00,30.20
2008-02-15,63164.00,2471.54,89.00,189.33,33.62,26.50,39.26,48.63,0.15,30.20
2008-02-16,63228.00,2471.58,94.00,126.27,35.18,28.52,39.55,48.63,0.00,30.06
2008-02-17,63292.08,2471.62,95.00,127.31,33.06,23.33,47.42,48.63,0.00,29.92
2008-02-18,63403.96,2471.69,95.00,151.41,32.83,19.48,46.04,48.63,0.00,29.64
2008-02-19,63452.00,2471.72,95.00,119.22,33.48,23.61,47.28,48.63,0.00,29.22
2008-02-20,63548.00,2471.78,95.00,143.40,35.69,27.41,44.82,48.63,0.00,29.37
2008-02-21,63564.00,2471.79,95.00,103.07,33.91,24.73,45.88,48.77,0.14,28.94
2008-02-22,63676.23,2471.86,95.00,151.58,36.86,32.20,45.73,48.77,0.00,28.51
2008-02-23,63676.23,2471.86,95.00,95.00,39.14,28.47,48.71,48.77,0.00,28.37
2008-02-24,63788.00,2471.93,95.00,151.35,37.86,33.50,43.66,48.77,0.00,27.65
2008-02-25,63804.00,2471.94,96.00,104.07,35.06,29.96,41.91,48.92,0.15,27.51
2008-02-26,63820.00,2471.95,96.00,104.07,36.22,29.25,45.96,48.92,0.00,27.38
2008-02-27,63916.00,2472.01,96.00,144.40,36.71,29.61,44.76,48.92,0.00,26.95
2008-02-28,64028.00,2472.08,97.00,153.47,39.21,31.83,46.67,49.07,0.15,26.23
2008-02-29,64236.00,2472.21,97.00,201.87,39.30,32.16,54.38,49.52,0.45,25.80
2008-03-01,64507.92,2472.38,92.00,229.09,34.25,32.18,39.00,49.82,0.30,25.65
2008-03-02,64734.00,2472.52,89.00,202.98,33.36,29.47,41.14,49.96,0.15,25.94
2008-03-03,65030.00,2472.70,89.00,238.23,33.35,28.33,38.96,50.26,0.30,26.67
2008-03-04,65142.00,2472.77,89.00,145.47,33.19,25.78,40.22,50.86,0.59,26.81
2008-03-05,65350.00,2472.90,89.00,193.87,28.64,18.22,43.58,50.86,0.00,26.96
2008-03-06,65478.00,2472.98,89.00,153.53,31.65,17.55,44.39,50.86,0.00,26.81
2008-03-07,65638.00,2473.08,89.00,169.67,36.46,30.35,44.88,50.86,0.00,26.96
2008-03-08,65737.75,2473.14,89.00,139.29,37.73,27.56,44.15,51.00,0.15,26.67
2008-03-09,65968.00,2473.28,90.00,206.08,36.90,24.14,52.17,51.00,0.00,25.94
2008-03-10,66176.00,2473.41,90.00,194.87,39.52,34.82,51.78,51.00,0.00,25.51
2008-03-11,66422.00,2473.56,90.00,214.02,36.33,33.70,40.73,51.30,0.30,24.93
