date,qu,qd,mm,mx,mn
2007-02-12,130.82,1.25,34.72,46.30,28.60
2007-02-13,81.19,1.53,35.86,51.30,25.60
2007-02-14,77.15,5.05,38.49,48.30,28.00
2007-02-15,92.84,5.62,44.62,52.10,38.40
2007-02-16,202.81,5.68,46.04,53.00,38.50
2007-02-17,138.97,6.88,39.35,54.20,30.70
2007-02-18,117.91,7.50,38.23,48.40,32.30
2007-02-19,103.62,7.83,37.72,47.30,27.80
2007-02-20,90.00,8.32,42.58,53.30,36.10
2007-02-21,97.25,8.52,33.79,38.70,30.80
2007-02-22,96.81,7.07,36.53,44.40,31.30
2007-02-23,74.19,7.14,33.36,41.30,26.90
2007-02-24,95.89,6.15,31.01,34.70,25.90
2007-02-25,95.35,5.10,35.05,46.10,29.60
2007-02-26,94.17,4.43,28.12,38.90,16.30
2007-02-27,86.76,3.57,30.85,37.10,20.90
2007-02-28,63.59,3.09,27.93,39.30,18.30
2007-03-01,78.18,2.55,31.42,43.30,23.40
2007-03-02,77.97,2.34,32.33,41.70,26.70
2007-03-03,78.11,1.98,36.91,47.60,31.70
2007-03-04,77.88,1.75,39.55,48.00,34.90
2007-03-05,93.36,1.60,42.14,49.70,34.90
2007-03-06,108.99,1.60,45.35,58.80,32.70
2007-03-07,131.81,1.73,44.75,58.50,31.20
2007-03-08,156.18,1.90,42.12,53.20,30.50
2007-03-09,126.23,2.20,42.40,50.80,37.50
2007-03-10,127.03,2.50,44.94,59.40,30.30
2007-03-11,135.42,2.82,52.94,72.70,38.00
2007-03-12,174.97,3.05,51.01,68.00,36.10
2007-03-13,184.57,3.57,50.07,66.40,38.50
2007-03-14,177.74,3.80,47.46,62.50,37.90
2007-03-15,155.06,4.31,43.43,65.50,23.80
2007-03-16,156.14,4.89,49.84,73.50,28.30
2007-03-17,172.89,5.00,52.53,75.90,30.40
2007-03-18,206.46,5.80,52.38,68.20,39.00
2007-03-19,199.93,6.33,49.54,67.60,30.90
2007-03-20,241.48,6.54,48.86,54.80,37.20
2007-03-21,194.05,7.00,41.15,56.40,24.20
2007-03-22,179.12,7.70,45.11,61.40,27.00
2007-03-23,180.26,7.83,50.00,67.30,31.90
2007-03-24,197.53,8.47,52.42,71.60,34.80
2007-03-25,214.34,8.14,50.81,63.40,37.20
2007-03-26,213.96,6.24,43.09,59.90,32.90
2007-03-27,222.42,6.13,40.04,46.60,32.00
2007-03-28,164.03,5.22,43.04,51.90,32.30
2007-03-29,164.07,4.75,45.62,68.10,23.70
2007-03-30,156.31,5.06,50.08,71.00,32.30
2007-03-31,157.73,5.47,50.55,61.30,41.30
2007-04-01,166.45,5.62,44.25,55.50,33.10
2007-04-02,149.81,5.62,41.30,54.80,25.80
2007-04-03,150.70,6.00,42.52,59.00,24.10
2007-04-04,142.78,6.15,52.13,68.60,37.50
2007-04-05,136.65,93.80,53.14,73.10,33.70
2007-04-06,153.57,145.00,58.30,78.30,40.80
2007-04-07,191.49,132.00,53.03,67.10,43.60
2007-04-08,209.14,132.00,51.74,64.80,41.70
2007-04-09,270.64,133.00,45.54,52.70,38.80
2007-04-10,244.93,133.00,40.72,51.10,28.80
2007-04-11,218.21,132.00,37.99,52.40,24.40
2007-04-12,201.07,132.00,45.50,56.00,38.10
2007-04-13,186.36,143.00,45.68,63.80,26.10
2007-04-14,196.28,162.00,46.91,52.40,40.60
2007-04-15,167.00,167.00,46.86,55.30,39.30
2007-04-16,150.64,194.00,46.20,64.40,25.50
2007-04-17,190.72,225.00,47.02,53.30,41.30
2007-04-18,153.85,232.00,42.68,49.20,35.20
2007-04-19,154.86,232.00,39.34,51.30,27.30
2007-04-20,154.36,232.00,42.34,58.40,28.50
2007-04-21,154.86,232.00,43.25,59.00,30.30
2007-04-22,181.07,233.00,46.44,53.80,40.70
2007-04-23,139.15,242.00,54.43,69.20,38.50
2007-04-24,152.22,246.00,54.68,72.50,39.00
2007-04-25,144.58,256.00,55.33,67.40,44.70
2007-04-26,150.59,261.00,51.20,66.90,33.80
2007-04-27,147.37,284.00,58.74,78.60,37.60
2007-04-28,165.95,293.00,64.20,82.10,42.20
2007-04-29,183.09,293.00,62.40,77.60,45.30
2007-04-30,208.30,293.00,60.69,76.60,43.40
2007-05-01,216.37,292.00,59.40,77.60,42.00
2007-05-02,256.22,290.00,52.71,61.50,43.90
2007-05-03,222.95,290.00,43.11,53.00,31.70
2007-05-04,213.87,290.00,41.82,54.60,27.40
2007-05-05,198.24,290.00,49.18,65.50,33.10
2007-05-06,172.53,290.00,53.86,72.00,33.00
2007-05-07,173.60,282.00,63.15,79.80,44.30
2007-05-08,161.03,278.00,65.88,84.00,44.30
2007-05-09,194.81,278.00,66.45,81.40,49.60
2007-05-10,194.81,278.00,64.08,80.00,45.40
2007-05-11,197.68,297.00,66.61,82.40,47.80
2007-05-12,188.04,304.00,64.15,79.00,45.30
2007-05-13,186.55,302.00,56.33,69.50,41.00
2007-05-14,177.41,309.00,57.83,77.60,36.30
2007-05-15,180.41,312.00,65.43,82.00,47.10
2007-05-16,173.35,312.00,69.51,88.10,47.40
2007-05-17,152.08,324.00,69.64,83.20,49.50
2007-05-18,167.72,322.00,68.12,83.80,48.50
2007-05-19,154.16,316.00,65.08,73.50,51.10
2007-05-20,161.23,315.00,56.65,64.30,45.30
2007-05-21,168.93,298.00,46.34,54.90,36.60
2007-05-22,150.01,270.00,50.13,63.50,35.70
2007-05-23,123.87,260.00,55.14,70.10,37.20
2007-05-24,129.94,258.00,62.81,71.80,54.10
2007-05-25,114.82,258.00,68.72,99.90,48.40
2007-05-26,115.32,258.00,70.76,97.60,44.40
2007-05-27,107.76,258.00,67.86,95.20,52.50
2007-05-28,92.63,258.00,61.48,94.60,34.00
2007-05-29,101.20,258.00,68.71,105.20,36.90
2007-05-30,91.15,255.00,75.06,109.50,44.30
2007-05-31,92.15,255.00,77.06,108.60,43.90
2007-06-01,77.03,255.00,71.98,104.70,49.60
2007-06-02,78.04,255.00,75.65,109.00,52.20
2007-06-03,79.05,255.00,84.28,109.30,57.80
2007-06-04,70.49,253.00,71.18,94.90,50.80
2007-06-05,77.56,252.00,55.96,71.10,50.20
2007-06-06,78.57,252.00,47.84,55.50,37.10
2007-06-07,72.01,252.00,76.70,109.40,43.70
2007-06-08,73.02,252.00,105.27,109.80,91.60
2007-06-09,71.90,265.00,101.30,110.00,77.30
2007-06-10,117.22,272.00,77.26,91.60,65.60
2007-06-11,88.48,272.00,82.82,109.80,58.70
2007-06-12,72.87,270.00,99.49,108.50,56.50
2007-06-13,65.82,269.00,110.00,110.00,110.00
2007-06-14,73.51,254.00,84.93,105.90,71.10
2007-06-15,65.96,252.00,97.05,109.80,71.90
2007-06-16,69.47,255.00,104.18,106.10,97.90
2007-06-17,49.80,255.00,100.30,110.00,89.10
2007-06-18,62.81,267.00,108.63,109.70,103.10
2007-06-19,52.65,276.00,104.33,110.00,66.00
2007-06-20,55.66,278.00,62.78,66.40,53.50
2007-06-21,57.68,278.00,77.89,109.50,50.10
2007-06-22,51.58,284.00,79.47,104.80,50.10
2007-06-23,49.54,287.00,75.71,107.50,43.70
2007-06-24,44.50,287.00,69.08,98.10,41.30
2007-06-25,37.40,291.00,66.74,100.10,38.80
2007-06-26,48.48,293.00,59.35,78.40,42.10
2007-06-27,49.50,292.00,84.68,109.70,50.30
2007-06-28,49.51,290.00,73.89,74.70,63.10
2007-06-29,43.97,289.00,77.25,99.50,61.00
2007-06-30,45.50,288.00,97.58,109.40,59.00
2007-07-01,53.07,287.00,80.75,109.50,53.00
2007-07-02,-18.28,287.00,75.21,102.80,54.90
2007-07-03,-0.11,286.00,79.67,95.50,62.20
2007-07-04,57.12,284.00,83.31,100.30,59.10
2007-07-05,53.09,284.00,86.28,104.90,63.30
2007-07-06,24.36,283.00,84.66,104.30,64.50
2007-07-07,66.22,281.00,80.88,98.10,59.70
2007-07-08,45.05,281.00,77.62,96.50,57.60
2007-07-09,51.12,279.00,79.96,98.40,58.70
2007-07-10,41.04,278.00,83.04,101.10,64.30
2007-07-11,37.51,278.00,83.89,100.00,64.50
2007-07-12,51.63,278.00,84.73,100.70,68.50
2007-07-13,42.55,278.00,85.16,103.20,66.20
2007-07-14,42.58,275.00,84.44,101.00,63.70
2007-07-15,39.55,275.00,80.24,96.30,60.50
2007-07-16,41.07,274.00,76.28,94.90,55.90
2007-07-17,46.65,271.00,79.22,90.30,65.80
2007-07-18,41.62,269.00,77.79,88.50,62.60
2007-07-19,44.65,269.00,70.89,83.70,55.90
2007-07-20,41.12,268.00,71.28,86.50,51.00
2007-07-21,45.19,264.00,76.39,92.50,61.40
2007-07-22,48.22,264.00,77.39,106.30,56.10
2007-07-23,50.23,264.00,79.54,91.00,67.00
2007-07-24,58.80,264.00,78.42,92.00,66.80
2007-07-25,34.62,262.00,79.14,97.20,61.40
2007-07-26,51.77,261.00,81.63,100.40,61.40
2007-07-27,44.71,261.00,83.50,103.00,60.90
2007-07-28,35.66,258.00,84.54,107.80,58.80
2007-07-29,42.22,257.00,83.94,105.50,62.20
2007-07-30,48.29,255.00,82.05,98.50,65.40
2007-07-31,32.13,258.00,80.12,99.30,57.50
2007-08-01,44.74,258.00,81.38,101.10,63.30
2007-08-02,38.12,265.00,77.05,101.80,60.40
2007-08-03,39.12,266.00,81.75,109.30,59.00
2007-08-04,34.63,261.00,90.46,107.50,65.10
2007-08-05,40.17,261.00,72.09,86.50,51.90
2007-08-06,43.72,259.00,72.13,86.50,61.20
2007-08-07,39.70,257.00,70.60,87.00,52.10
2007-08-08,47.79,255.00,72.18,89.40,52.40
2007-08-09,45.78,254.00,75.33,91.80,56.10
2007-08-10,42.22,258.00,72.30,87.80,53.40
2007-08-11,45.75,258.00,74.20,94.00,52.90
2007-08-12,42.23,256.00,71.93,92.60,50.90
2007-08-13,42.26,253.00,73.37,94.30,51.60
2007-08-14,38.23,252.00,75.01,97.60,50.20
2007-08-15,36.24,249.00,76.84,100.10,50.70
2007-08-16,38.21,255.00,75.72,94.40,57.90
2007-08-17,40.73,255.00,70.78,97.80,49.70
2007-08-18,37.21,254.00,69.73,88.40,48.50
2007-08-19,48.32,251.00,62.98,75.50,52.40
2007-08-20,55.41,248.00,64.86,81.10,51.80
2007-08-21,53.38,249.00,68.26,83.50,56.40
2007-08-22,46.81,251.00,67.79,99.70,51.60
2007-08-23,48.28,256.00,68.08,86.20,49.20
2007-08-24,44.35,244.00,71.31,91.00,52.00
2007-08-25,53.72,329.00,75.08,107.90,50.70
2007-08-26,73.29,401.00,70.85,98.10,51.30
2007-08-27,77.38,394.00,68.70,87.60,49.70
2007-08-28,72.05,369.00,68.15,96.70,44.70
2007-08-29,66.29,334.00,73.53,97.10,49.20
2007-08-30,265.87,282.00,78.30,98.50,55.70
2007-08-31,94.80,94.80,75.83,92.00,65.00
2007-09-01,43.20,43.20,73.95,97.80,54.80
2007-09-02,40.90,40.90,74.75,107.20,51.70
2007-09-03,37.50,37.50,72.01,103.10,49.80
2007-09-04,39.40,39.40,62.66,88.50,49.60
2007-09-05,46.30,46.30,66.97,92.90,56.50
2007-09-06,43.10,43.10,66.94,93.00,48.50
2007-09-07,40.30,40.30,66.93,102.60,47.50
2007-09-08,39.30,39.30,60.86,87.00,41.60
2007-09-09,39.70,39.70,59.07,78.60,38.00
2007-09-10,38.80,38.80,64.36,109.70,39.50
2007-09-11,38.70,38.70,63.94,89.00,40.30
2007-09-12,37.50,37.50,66.30,92.70,41.60
2007-09-13,35.20,35.20,69.07,91.60,47.40
2007-09-14,36.80,36.80,67.26,88.90,45.70
2007-09-15,37.60,37.60,66.78,81.70,52.10
2007-09-16,37.10,37.10,64.20,82.30,42.40
2007-09-17,37.40,37.40,64.63,76.50,53.30
2007-09-18,37.60,37.60,60.43,73.70,50.90
2007-09-19,38.00,38.00,55.65,65.20,47.40
2007-09-20,38.80,38.80,58.55,78.60,38.80
2007-09-21,37.00,37.00,78.19,107.40,54.30
2007-09-22,32.10,32.10,54.33,65.20,42.90
2007-09-23,36.10,36.10,54.58,63.90,41.30
2007-09-24,34.20,34.20,50.15,69.60,31.60
2007-09-25,36.90,36.90,66.65,82.80,42.40
2007-09-26,-130.70,38.70,108.01,108.30,106.90
2007-09-27,40.10,40.10,89.98,106.70,53.90
2007-09-28,40.90,40.90,49.56,65.40,40.80
2007-09-29,40.60,40.60,45.91,60.30,31.60
2007-09-30,40.40,40.40,50.64,69.90,32.90
2007-10-01,50.00,50.00,50.37,65.10,39.30
2007-10-02,52.00,52.00,49.43,66.00,33.90
2007-10-03,40.50,40.50,54.19,63.00,44.40
2007-10-04,42.40,42.40,45.04,61.90,29.50
2007-10-05,43.70,43.70,40.92,56.80,26.00
2007-10-06,43.70,43.70,45.13,62.10,30.00
2007-10-07,43.70,43.70,51.87,68.70,36.10
2007-10-08,43.70,43.70,56.20,77.90,38.90
2007-10-09,15.60,15.60,58.00,81.00,39.30
2007-10-10,20.37,0.20,50.25,61.70,37.10
2007-10-11,47.54,0.15,45.00,62.30,29.40
2007-10-12,44.50,0.13,53.03,65.60,43.50
2007-10-13,47.51,0.12,51.52,73.10,36.10
2007-10-14,47.50,0.11,51.61,74.70,30.60
2007-10-15,48.51,0.11,52.34,70.90,34.80
2007-10-16,49.52,0.11,45.29,57.10,33.90
2007-10-17,52.54,0.11,41.35,55.40,31.30
2007-10-18,55.05,0.10,35.91,41.20,30.00
2007-10-19,81.29,0.12,46.85,56.50,39.50
2007-10-20,79.26,0.11,40.87,51.60,31.90
2007-10-21,58.08,0.10,43.38,56.60,33.10
2007-10-22,57.07,0.10,45.01,66.90,28.70
2007-10-23,53.53,0.09,47.03,66.20,31.20
2007-10-24,54.54,0.09,50.02,73.60,32.10
2007-10-25,54.05,0.10,45.89,54.10,40.80
2007-10-26,49.51,0.10,44.45,53.00,37.30
2007-10-27,54.05,0.10,43.41,65.50,27.10
2007-10-28,53.55,0.11,43.41,68.30,25.70
2007-10-29,55.57,0.11,50.01,68.50,36.80
2007-10-30,54.05,0.10,51.62,64.90,36.50
2007-10-31,53.05,0.11,40.19,62.80,22.90
2007-11-01,53.54,0.10,42.52,64.60,27.80
2007-11-02,51.02,0.10,40.03,60.80,23.40
2007-11-03,51.02,0.10,39.60,63.60,23.80
2007-11-04,55.56,0.10,40.14,66.30,23.70
2007-11-05,53.54,0.10,42.39,68.20,24.50
2007-11-06,53.04,0.10,40.85,65.00,23.70
2007-11-07,52.53,0.10,40.62,63.60,22.90
2007-11-08,51.53,0.10,42.11,67.50,24.70
2007-11-09,54.05,0.10,42.68,63.20,31.60
2007-11-10,55.56,0.10,42.45,54.70,30.80
2007-11-11,60.61,0.11,42.18,55.10,29.30
2007-11-12,56.06,0.10,35.26,52.10,27.80
2007-11-13,62.62,0.10,42.86,52.30,29.20
2007-11-14,49.51,0.10,33.22,46.00,22.00
2007-11-15,58.58,0.10,40.87,53.90,29.70
2007-11-16,68.17,0.11,39.50,44.50,32.60
2007-11-17,84.83,0.13,49.68,60.00,43.90
2007-11-18,82.33,0.15,51.48,62.40,45.70
2007-11-19,74.78,0.16,43.16,53.90,32.60
2007-11-20,67.22,0.17,33.29,46.70,24.70
2007-11-21,44.53,0.16,29.73,42.10,18.50
2007-11-22,47.06,0.17,30.76,45.60,21.60
2007-11-23,41.01,0.17,26.46,45.20,14.50
2007-11-24,43.01,0.16,28.76,46.00,15.60
2007-11-25,66.21,0.16,33.66,48.60,22.80
2007-11-26,49.06,0.16,28.06,36.30,18.20
2007-11-27,60.16,0.16,31.55,43.90,20.70
2007-11-28,50.58,0.16,25.58,36.90,13.40
2007-11-29,56.13,0.17,33.91,45.00,26.30
2007-11-30,54.12,0.17,28.33,39.90,21.40
2007-12-01,54.61,0.16,25.47,36.80,16.70
2007-12-02,55.62,0.16,37.47,44.70,25.30
2007-12-03,61.17,0.17,49.97,55.80,43.70
2007-12-04,75.80,0.17,47.90,60.30,34.80
2007-12-05,68.22,0.16,38.75,54.20,32.10
2007-12-06,69.23,0.16,34.46,38.90,30.20
2007-12-07,72.77,0.17,33.61,34.50,32.00
2007-12-08,57.13,0.16,29.26,42.90,16.90
2007-12-09,28.38,0.15,18.38,23.60,9.90
2007-12-10,49.04,0.14,27.23,41.60,18.20
2007-12-11,28.89,0.15,18.63,31.70,8.60
2007-12-12,40.99,0.15,25.87,35.60,19.00
2007-12-13,70.23,0.15,26.96,37.50,20.00
2007-12-14,47.54,0.15,24.13,33.50,14.30
2007-12-15,59.64,0.15,28.29,32.20,25.90
2007-12-16,60.13,0.13,29.09,33.00,27.10
2007-12-17,63.66,0.13,32.09,40.80,22.70
2007-12-18,73.74,0.13,34.40,37.00,33.20
2007-12-19,80.82,0.15,36.42,38.60,34.90
2007-12-20,69.23,0.16,34.08,40.30,26.50
2007-12-21,56.61,0.14,25.86,35.70,17.00
2007-12-22,38.45,0.13,19.62,26.20,12.60
2007-12-23,51.05,0.13,24.97,29.40,14.70
2007-12-24,74.75,0.13,29.66,40.10,15.10
2007-12-25,46.01,0.13,16.67,26.90,2.50
2007-12-26,46.00,0.12,19.34,35.00,9.20
2007-12-27,49.51,0.10,15.66,25.30,4.70
2007-12-28,60.60,0.10,26.93,37.30,17.80
2007-12-29,67.66,0.10,32.44,40.40,23.60
2007-12-30,72.20,0.10,30.11,35.50,18.40
2007-12-31,48.50,0.10,13.34,30.60,0.00
2008-01-01,27.80,0.07,13.99,25.50,1.30
2008-01-02,45.44,0.06,23.10,29.20,19.10
2008-01-03,60.06,0.06,24.77,32.50,16.60
2008-01-04,81.73,0.05,35.34,45.00,26.40
2008-01-05,72.17,0.07,35.11,39.70,24.30
2008-01-06,69.15,0.08,29.45,39.40,20.90
2008-01-07,62.60,0.08,27.03,35.70,13.90
2008-01-08,70.63,0.05,23.89,33.00,16.50
2008-01-09,59.55,0.06,29.06,38.10,21.50
2008-01-10,72.14,0.04,29.45,36.20,23.10
2008-01-11,68.63,0.06,34.89,43.90,24.20
2008-01-12,72.66,0.06,27.91,36.90,22.90
2008-01-13,58.52,0.04,23.31,28.90,18.10
2008-01-14,50.46,0.04,24.56,31.00,16.70
2008-01-15,54.99,0.04,24.95,37.10,8.60
2008-01-16,47.43,0.04,12.56,25.50,0.60
2008-01-17,31.80,0.04,16.24,33.30,4.80
2008-01-18,47.94,0.04,16.98,36.40,5.70
2008-01-19,56.00,0.04,21.36,39.80,10.10
2008-01-20,81.21,0.04,27.82,39.30,21.10
2008-01-21,65.07,0.03,18.96,31.60,3.60
2008-01-22,44.90,0.03,8.84,30.30,-5.59
2008-01-23,53.98,0.03,4.61,26.00,-9.19
2008-01-24,53.98,0.03,5.42,22.90,-9.59
2008-01-25,49.94,0.03,10.78,30.70,-4.99
2008-01-26,71.12,0.03,20.82,34.60,12.60
2008-01-27,92.80,0.03,30.70,43.30,16.70
2008-01-28,63.56,0.03,26.07,35.40,18.70
2008-01-29,85.23,0.03,27.31,37.50,15.70
2008-01-30,69.10,0.03,26.68,34.50,15.40
2008-01-31,60.03,0.03,34.67,40.40,24.00
2008-02-01,65.07,0.03,29.32,37.90,21.10
2008-02-02,83.22,0.03,25.04,31.70,15.50
2008-02-03,61.03,0.03,29.97,42.00,22.10
2008-02-04,57.51,0.03,25.12,39.00,10.50
2008-02-05,70.61,0.03,22.85,35.80,6.40
2008-02-06,67.08,0.03,27.44,37.50,12.60
2008-02-07,67.08,0.03,48.44,92.00,31.00
2008-02-08,76.16,0.03,34.49,41.10,27.30
2008-02-09,53.98,0.03,39.52,48.20,32.90
2008-02-10,81.71,0.03,35.04,43.40,24.90
2008-02-11,54.98,0.03,35.27,51.20,23.80
2008-02-12,64.06,0.03,32.29,48.10,22.10
2008-02-13,64.07,0.04,34.43,40.20,27.90
2008-02-14,55.50,0.04,27.93,45.40,15.70
2008-02-15,69.62,0.04,27.05,44.60,14.80
2008-02-16,60.54,0.04,28.90,43.50,17.60
2008-02-17,65.58,0.04,27.73,47.80,14.80
2008-02-18,75.16,0.04,27.87,43.60,14.10
2008-02-19,61.04,0.04,27.61,39.60,17.60
2008-02-20,61.55,0.04,31.32,42.20,24.40
2008-02-21,76.16,0.03,32.27,40.10,23.60
2008-02-22,76.67,0.04,34.96,44.10,28.40
2008-02-23,76.67,0.04,34.05,41.40,28.00
2008-02-24,77.18,0.04,35.98,40.60,32.30
2008-02-25,82.72,0.04,39.22,52.00,31.20
2008-02-26,82.73,0.05,34.93,46.10,26.00
2008-02-27,88.28,0.05,35.96,48.80,28.90
2008-02-28,98.36,0.05,39.30,52.60,25.90
2008-02-29,99.37,0.05,42.20,49.90,35.00
2008-03-01,104.93,0.06,42.43,51.80,29.20
2008-03-02,100.39,0.06,33.88,51.80,23.20
2008-03-03,100.89,0.06,34.11,47.30,22.30
2008-03-04,86.27,0.06,36.62,46.90,28.70
2008-03-05,86.79,0.07,33.02,53.00,18.50
2008-03-06,92.84,0.07,33.77,52.90,18.70
2008-03-07,97.88,0.07,35.08,47.80,22.40
2008-03-08,114.01,0.07,42.63,57.10,31.70
2008-03-09,99.40,0.08,38.30,59.70,24.40
2008-03-10,136.71,0.08,40.68,55.00,29.00
2008-03-11,185.11,0.08,43.89,57.70,31.80
2008-03-12,187.64,0.09,42.20,59.50,28.80
2008-03-13,243.61,0.10,42.32,53.50,33.50
2008-03-14,213.37,0.11,35.86,48.60,27.40
2008-03-15,182.62,0.11,33.48,47.40,22.50
2008-03-16,133.70,0.10,34.97,49.30,23.70
2008-03-17,145.80,0.10,39.85,49.30,32.00
2008-03-18,249.16,0.10,45.21,59.30,34.70
2008-03-19,292.02,0.11,40.06,46.90,34.80
2008-03-20,214.38,0.11,36.37,49.50,23.90
2008-03-21,187.15,0.10,38.68,50.00,30.00
2008-03-22,177.06,0.10,38.25,55.40,24.40
2008-03-23,172.02,0.10,43.67,55.40,35.40
2008-03-24,203.28,0.10,46.44,54.20,37.60
2008-03-25,223.46,0.11,42.79,54.80,32.50
2008-03-26,206.81,0.10,38.08,50.20,30.90
2008-03-27,178.06,0.09,33.01,44.60,24.90
2008-03-28,173.05,0.12,30.27,37.40,22.30
2008-03-29,155.44,0.16,28.05,44.20,11.00
2008-03-30,124.71,0.18,30.95,41.90,23.10
2008-03-31,163.55,0.20,32.01,46.40,20.70
2008-04-01,107.59,0.20,35.60,52.00,21.50
2008-04-02,120.68,0.18,38.98,55.50,23.80
2008-04-03,127.20,0.15,42.19,62.80,20.80
2008-04-04,122.16,0.15,42.37,58.10,30.80
2008-04-05,147.85,0.13,40.74,52.40,26.80
2008-04-06,155.40,0.12,42.60,55.30,32.60
2008-04-07,175.57,0.12,38.57,51.50,26.60
2008-04-08,196.74,0.11,36.95,46.40,30.70
2008-04-09,171.54,0.12,38.53,50.40,26.20
2008-04-10,185.64,0.11,41.50,53.60,30.40
2008-04-11,227.47,0.09,44.70,65.40,24.20
2008-04-12,317.21,0.09,53.60,76.30,31.10
2008-04-13,450.81,0.08,63.78,96.90,37.30
2008-04-14,549.13,0.09,53.94,83.50,40.80
2008-04-15,423.16,0.16,38.26,46.70,29.40
2008-04-16,357.63,0.18,41.19,58.30,26.90
2008-04-17,346.57,0.21,48.48,70.80,24.80
2008-04-18,417.18,0.23,49.70,72.20,30.70
2008-04-19,429.31,0.26,46.16,88.20,27.20
2008-04-20,343.25,58.90,32.36,45.10,22.90
2008-04-21,334.12,138.00,35.53,69.80,16.20
2008-04-22,295.69,152.00,43.37,61.10,28.30
2008-04-23,335.13,198.00,48.50,97.60,32.60
2008-04-24,296.25,266.00,48.90,96.10,31.20
2008-04-25,269.75,300.00,62.84,110.00,29.00
2008-04-26,281.81,305.00,54.75,104.00,26.20
2008-04-27,312.56,305.00,76.83,106.00,38.90
2008-04-28,364.19,341.00,72.95,109.00,37.60
2008-04-29,451.44,398.00,62.00,94.10,39.60
2008-04-30,432.44,440.00,40.17,49.40,31.10
2008-05-01,402.12,448.00,79.45,109.50,31.20
2008-05-02,363.31,447.00,70.61,108.80,38.30
2008-05-03,384.43,453.00,54.78,67.40,44.80
2008-05-04,424.75,455.00,57.54,72.50,44.90
2008-05-05,471.25,441.00,61.61,79.00,40.90
2008-05-06,571.82,412.00,61.03,72.10,46.90
2008-05-07,594.52,411.00,55.34,67.20,41.80
2008-05-08,591.46,415.00,53.01,67.70,35.80
2008-05-09,566.71,420.00,53.62,66.70,39.10
2008-05-10,518.77,426.00,56.91,75.80,39.20
2008-05-11,506.64,429.00,52.76,62.40,43.50
2008-05-12,491.71,406.00,50.76,65.20,37.00
2008-05-13,450.45,396.00,53.54,70.40,35.60
2008-05-14,476.15,398.00,61.64,72.30,49.50
2008-05-15,562.36,398.00,67.04,85.90,48.10
2008-05-16,698.48,399.00,69.92,91.70,48.50
2008-05-17,745.76,412.00,75.20,97.20,52.10
2008-05-18,786.55,418.00,75.41,92.00,58.90
2008-05-19,791.07,420.00,71.43,90.70,51.60
2008-05-20,763.83,422.00,61.60,75.80,45.90
2008-05-21,702.94,408.00,48.40,57.30,39.80
2008-05-22,590.70,385.00,50.14,56.90,42.40
2008-05-23,558.00,376.00,49.97,62.50,44.20
2008-05-24,449.96,334.00,55.32,70.80,41.70
2008-05-25,448.10,315.00,56.63,70.80,47.20
2008-05-26,406.25,315.00,65.53,95.90,42.60
2008-05-27,411.97,295.00,56.94,67.90,51.70
2008-05-28,515.22,247.00,55.81,64.20,51.30
2008-05-29,567.86,222.00,55.68,61.10,51.50
2008-05-30,529.16,207.00,61.20,89.70,49.70
2008-05-31,539.40,189.00,59.57,71.40,50.20
2008-06-01,554.55,185.00,61.69,75.30,46.80
2008-06-02,487.50,185.00,61.15,74.30,47.00
2008-06-03,481.95,185.00,58.85,65.90,52.70
2008-06-04,466.82,186.00,57.41,73.40,45.80
2008-06-05,408.33,187.00,71.55,89.80,60.70
2008-06-06,382.19,178.00,66.11,97.30,50.40
2008-06-07,317.18,174.00,53.12,82.70,36.90
2008-06-08,309.11,175.00,56.45,73.80,36.70
2008-06-09,270.82,172.00,61.27,75.00,43.90
2008-06-10,269.25,179.00,50.15,60.00,39.60
2008-06-11,244.38,199.00,54.73,67.90,44.80
2008-06-12,240.80,205.00,59.08,76.60,38.20
2008-06-13,223.15,205.00,67.47,87.90,46.80
2008-06-14,208.62,254.00,69.11,86.60,46.20
2008-06-15,202.90,275.00,73.36,89.00,54.80
2008-06-16,201.83,283.00,80.33,109.60,52.10
2008-06-17,201.61,309.00,76.53,103.50,54.40
2008-06-18,192.31,336.00,83.08,108.90,52.70
2008-06-19,176.95,364.00,69.42,100.20,46.40
2008-06-20,167.81,372.00,80.82,108.00,54.40
2008-06-21,186.47,372.00,69.61,96.60,52.90
2008-06-22,160.26,371.00,68.82,86.10,49.20
2008-06-23,138.05,374.00,71.14,88.80,48.40
2008-06-24,145.13,371.00,71.18,88.20,51.30
2008-06-25,119.93,370.00,74.32,92.70,54.90
2008-06-26,119.44,369.00,72.74,89.60,54.50
2008-06-27,112.31,377.00,74.05,94.10,50.10
2008-06-28,98.18,379.00,81.23,99.10,58.50
2008-06-29,96.19,376.00,83.03,104.00,66.70
2008-06-30,102.71,380.00,80.65,102.60,66.80
2008-07-01,103.15,388.00,78.21,96.40,61.40
2008-07-02,78.95,387.00,80.87,102.60,56.10
2008-07-03,79.47,385.00,82.20,106.30,60.10
2008-07-04,62.35,383.00,84.34,109.80,62.70
2008-07-05,71.94,382.00,81.26,105.70,61.00
2008-07-06,65.38,382.00,78.48,95.50,64.90
2008-07-07,57.84,380.00,75.74,98.50,50.80
2008-07-08,55.42,367.00,77.27,98.40,51.90
2008-07-09,48.94,359.00,80.16,101.50,55.80
2008-07-10,41.90,357.00,79.87,97.30,62.70
2008-07-11,35.85,356.00,72.22,89.10,48.70
2008-07-12,38.37,356.00,75.20,96.80,52.10
