date,wz,wi,wk,qu,mm,mx,mn,fb,af,qd
2005-01-06,,,,27.08,15.89,20.50,5.10,3799.30,8668.00,5.40
2005-01-07,,,,38.68,22.85,28.50,18.60,3799.41,8734.00,5.40
2005-01-08,,,,35.45,25.62,36.70,11.30,3799.51,8794.00,5.20
2005-01-09,,,,41.90,26.34,33.40,18.90,3799.63,8867.00,5.10
2005-01-10,,,,39.08,23.78,27.60,17.50,3799.74,8934.00,5.30
2005-01-11,,,,33.33,24.79,29.20,21.70,3799.83,8990.00,5.10
2005-01-12,,,,35.55,30.96,36.20,24.20,3799.93,9051.00,4.80
2005-01-13,,,,35.85,26.54,33.90,5.40,3800.03,9112.00,5.10
2005-01-14,,,,25.86,9.24,33.30,-3.09,3800.09,9150.00,6.70
2005-01-15,,,,28.05,16.38,25.70,4.20,3800.15,9187.00,9.40
2005-01-16,,,,33.90,26.47,33.90,21.70,3800.23,9236.00,9.20
2005-01-17,,,,34.41,29.34,33.60,26.00,3800.31,9286.00,9.20
2005-01-18,,,,34.41,32.49,37.70,27.60,3800.39,9336.00,9.20
2005-01-19,,,,34.41,31.98,36.90,26.70,3800.47,9386.00,9.20
2005-01-20,,,,34.41,33.01,37.20,31.10,3800.55,9436.00,9.20
2005-01-21,,,,34.41,28.66,31.40,26.80,3800.63,9486.00,9.20
2005-01-22,,,,34.41,26.70,29.30,23.90,3800.71,9536.00,9.20
2005-01-23,,,,34.91,27.08,30.40,23.80,3800.79,9587.00,9.20
2005-01-24,,,,34.41,24.86,27.50,22.30,3800.87,9637.00,9.20
2005-01-25,,,,31.38,24.37,28.20,20.10,3800.94,9681.00,9.20
2005-01-26,,,,31.89,29.47,35.80,24.90,3801.01,9726.00,9.20
2005-01-27,,,,34.91,32.26,40.70,26.20,3801.09,9777.00,9.20
2005-01-28,,,,34.91,35.03,41.00,27.10,3801.17,9828.00,9.20
2005-01-29,,,,38.24,31.13,43.20,24.10,3801.26,9885.00,9.50
2005-01-30,,,,38.94,32.81,47.60,21.20,3801.35,9943.00,9.70
2005-01-31,,,,35.41,28.89,45.10,17.50,3801.43,9994.00,9.70
2005-02-01,,,,32.89,25.56,46.60,13.80,3801.50,10040.00,9.70
2005-02-02,,,,35.51,26.47,49.50,15.60,3801.58,10091.00,9.80
2005-02-03,,,,36.02,26.12,44.90,14.20,3801.66,10143.00,9.80
2005-02-04,,,,32.49,27.62,36.30,20.70,3801.73,10188.00,9.80
2005-02-05,,,,39.55,29.74,34.80,22.40,3801.82,10247.00,9.80
2005-02-06,,,,32.59,22.71,31.90,12.20,3801.89,10292.00,9.90
2005-02-07,,,,36.62,27.54,42.20,15.30,3801.97,10345.00,9.90
2005-02-08,,,,33.09,26.01,40.80,15.10,3802.04,10391.00,9.90
2005-02-09,,,,29.66,19.99,36.70,8.70,3802.10,10430.00,10.00
2005-02-10,,,,33.19,20.52,40.30,6.50,3802.17,10476.00,10.00
2005-02-11,,,,29.66,23.50,36.60,8.30,3802.23,10515.00,10.00
2005-02-12,,,,36.72,34.78,45.00,23.00,3802.31,10568.00,10.00
2005-02-13,,,,43.28,32.67,37.50,27.40,3802.41,10634.00,10.00
2005-02-14,,,,33.70,22.65,31.90,13.00,3802.48,10681.00,10.00
2005-02-15,,,,29.66,17.25,33.90,2.80,3802.54,10720.00,10.00
2005-02-16,,,,27.14,16.77,35.60,2.40,3802.59,10754.00,10.00
2005-02-17,,,,27.64,17.19,38.80,1.60,3802.64,10787.00,11.00
2005-02-18,,,,37.72,22.51,40.00,8.40,3802.72,10840.00,11.00
2005-02-19,,,,34.70,26.26,34.40,16.70,3802.79,10887.00,11.00
2005-02-20,,,,38.23,34.94,40.60,30.00,3802.87,10941.00,11.00
2005-02-21,,,,38.23,31.27,45.50,23.40,3802.95,10995.00,11.00
2005-02-22,,,,41.25,29.14,47.80,19.80,3803.04,11055.00,11.00
2005-02-23,,,,38.23,29.52,54.30,14.60,3803.12,11109.00,11.00
2005-02-24,,,,41.75,30.35,52.00,14.60,3803.21,11170.00,11.00
2005-02-25,,,,45.28,30.89,50.80,16.10,3803.31,11238.00,11.00
2005-02-26,,,,51.84,32.85,53.50,18.40,3803.43,11319.00,11.00
2005-02-27,,,,53.85,33.10,49.60,19.20,3803.55,11402.00,12.00
2005-02-28,,,,56.37,35.86,49.20,28.60,3803.68,11490.00,12.00
2005-03-01,,,,53.85,32.76,44.40,23.10,3803.80,11573.00,12.00
2005-03-02,,,,57.38,36.37,48.00,28.60,3803.93,11663.00,12.00
2005-03-03,,,,57.38,37.09,51.30,25.50,3804.06,11753.00,12.00
2005-03-04,,,,51.25,36.31,53.30,24.10,3804.18,11836.00,9.40
2005-03-05,,,,40.09,39.06,59.10,24.40,3804.28,11906.00,4.80
2005-03-06,,,,56.64,42.61,63.60,28.20,3804.43,12011.00,3.70
2005-03-07,,,,70.75,43.21,62.10,28.60,3804.62,12144.00,3.70
2005-03-08,,,,82.35,44.73,68.20,27.90,3804.84,12300.00,3.70
2005-03-09,,,,78.82,43.82,66.60,26.00,3805.05,12449.00,3.70
2005-03-10,,,,86.38,44.12,67.50,27.60,3805.28,12613.00,3.70
2005-03-11,,,,91.02,43.19,68.40,25.20,3805.52,12786.00,3.80
2005-03-12,,,,87.59,44.39,52.00,27.00,3805.75,12952.00,3.90
2005-03-13,,,,81.04,36.90,49.90,20.50,3805.96,13105.00,3.90
2005-03-14,,,,58.85,36.77,50.90,21.10,3806.11,13214.00,3.90
2005-03-15,,,,56.13,38.72,53.20,22.80,3806.25,13317.00,4.20
2005-03-16,,,,59.86,41.38,52.90,31.30,3806.40,13427.00,4.40
2005-03-17,,,,64.40,35.96,44.60,24.70,3806.56,13546.00,4.40
2005-03-18,,,,53.00,33.64,47.30,20.40,3806.69,13642.00,4.60
2005-03-19,,,,72.16,39.06,51.40,29.00,3806.87,13776.00,4.60
2005-03-20,,,,72.16,42.82,51.80,35.50,3807.05,13910.00,4.60
2005-03-21,,,,76.70,38.04,45.10,30.80,3807.24,14053.00,4.60
2005-03-22,,,,88.49,36.87,45.00,30.40,3807.46,14219.00,4.80
2005-03-23,,,,100.59,38.26,46.50,33.20,3807.71,14409.00,4.80
2005-03-24,,,,81.03,33.87,41.60,25.60,3807.91,14561.00,4.40
2005-03-25,,,,76.51,32.54,41.80,23.20,3808.10,14707.00,2.90
2005-03-26,,,,73.08,33.12,39.20,23.40,3808.28,14846.00,3.00
2005-03-27,,,,170.79,44.26,49.50,38.10,3808.71,15179.00,2.90
2005-03-28,,,,429.12,38.53,44.40,34.10,3809.78,16024.00,3.10
2005-03-29,,,,270.81,36.16,41.10,32.50,3810.44,16555.00,3.10
2005-03-30,,,,183.19,33.44,38.50,26.60,3810.88,16912.00,3.20
2005-03-31,,,,152.13,37.36,51.00,21.50,3811.24,17207.00,3.40
2005-04-01,,,,141.34,40.53,50.40,31.60,3811.57,17480.00,3.70
2005-04-02,,,,116.63,42.54,56.90,28.60,3811.84,17704.00,3.70
2005-04-03,,,,142.35,42.15,52.50,36.10,3812.17,17979.00,3.70
2005-04-04,,,,147.59,36.58,42.40,30.00,3812.51,18265.00,3.40
2005-04-05,,,,130.85,38.11,51.90,26.30,3812.81,18518.00,3.30
2005-04-06,,,,127.53,47.54,64.10,30.80,3813.10,18764.00,3.50
2005-04-07,,,,137.20,47.20,58.90,40.00,3813.41,19029.00,3.60
2005-04-08,,,,129.04,39.90,47.30,27.80,3813.70,19278.00,3.50
2005-04-09,,,,107.86,40.79,45.90,37.60,3813.94,19485.00,3.50
2005-04-10,,,,95.36,44.18,55.50,33.40,3814.15,19667.00,3.60
2005-04-11,,,,86.99,46.47,53.50,40.00,3814.34,19832.00,3.80
2005-04-12,,,,96.77,39.55,48.40,31.80,3814.55,20016.00,4.00
2005-04-13,,,,83.45,36.09,42.30,29.30,3814.73,20173.00,4.30
2005-04-14,,,,70.95,35.09,45.20,25.00,3814.88,20305.00,4.40
2005-04-15,,,,66.81,41.14,57.70,22.30,3815.02,20428.00,4.80
2005-04-16,,,,67.42,46.49,67.40,29.30,3815.16,20552.00,4.90
2005-04-17,,,,94.74,42.36,48.30,35.30,3815.36,20729.00,5.50
2005-04-18,,,,86.16,39.54,46.40,33.00,3815.54,20888.00,6.00
2005-04-19,,,,77.70,43.28,48.60,36.70,3815.70,21031.00,5.60
2005-04-20,,,,72.25,44.36,49.30,33.40,3815.85,21164.00,5.20
2005-04-21,,,,90.91,43.50,49.90,38.60,3816.04,21334.00,5.20
2005-04-22,,,,81.73,48.77,61.40,34.40,3816.21,21486.00,5.10
2005-04-23,,,,95.85,51.45,58.40,40.70,3816.41,21666.00,5.10
2005-04-24,,,,100.39,46.47,55.90,38.10,3816.62,21855.00,5.10
2005-04-25,,,,114.60,54.19,68.50,44.80,3816.86,22072.00,5.20
2005-04-26,,,,119.44,53.10,71.30,38.80,3817.11,22298.00,5.50
2005-04-27,,,,124.38,50.92,64.70,37.30,3817.37,22534.00,5.40
2005-04-28,,,,106.84,46.71,56.80,32.20,3817.59,22735.00,5.50
2005-04-29,,,,111.38,41.88,48.90,37.40,3817.82,22945.00,5.50
2005-04-30,,,,93.63,47.03,58.70,37.50,3818.01,23120.00,5.40
2005-05-01,,,,74.57,48.61,62.80,32.90,3818.16,23257.00,5.50
2005-05-02,,,,75.68,47.88,60.50,37.70,3818.31,23396.00,5.60
2005-05-03,,,,74.98,52.40,63.30,37.80,3818.46,23534.00,5.40
2005-05-04,,,,75.58,53.19,62.60,46.90,3818.61,23673.00,5.50
2005-05-05,,,,103.71,54.11,64.10,47.80,3818.82,23868.00,5.40
2005-05-06,,,,311.03,49.62,52.50,47.70,3819.47,24474.00,5.50
2005-05-07,,,,296.03,51.22,61.40,45.00,3819.99,24962.00,50.00
2005-05-08,,,,240.88,48.59,59.80,40.30,3819.96,24934.00,255.00
2005-05-09,,,,255.26,48.55,55.20,40.70,3819.90,24877.00,284.00
2005-05-10,,,,204.65,44.00,51.00,33.40,3819.81,24793.00,247.00
2005-05-11,,,,173.58,52.39,57.80,45.80,3819.83,24812.00,164.00
2005-05-12,,,,161.93,56.24,64.50,47.90,3819.94,24915.00,110.00
2005-05-13,,,,141.12,52.72,66.70,38.50,3819.97,24943.00,127.00
2005-05-14,,,,167.46,55.78,70.70,48.80,3819.96,24934.00,172.00
2005-05-15,,,,216.58,54.68,61.50,49.30,3819.98,24953.00,207.00
2005-05-16,,,,212.42,47.29,51.40,42.30,3819.96,24934.00,222.00
2005-05-17,,,,196.88,47.37,55.80,39.20,3819.93,24906.00,211.00
2005-05-18,,,,205.58,51.91,60.20,46.40,3819.95,24925.00,196.00
2005-05-19,,,,211.12,54.30,66.80,41.80,3819.98,24953.00,197.00
2005-05-20,,,,182.88,49.03,59.00,43.50,3819.95,24925.00,197.00
2005-05-21,,,,173.00,51.47,66.10,34.80,3819.95,24925.00,173.00
2005-05-22,,,,156.12,51.37,58.30,43.10,3819.98,24953.00,142.00
2005-05-23,,,,133.96,49.82,62.40,34.50,3819.97,24943.00,139.00
2005-05-24,,,,129.92,50.66,61.80,35.30,3819.95,24925.00,139.00
2005-05-25,,,,98.38,52.77,69.20,34.20,3819.92,24896.00,113.00
2005-05-26,,,,95.04,56.64,73.40,36.30,3819.93,24906.00,90.00
2005-05-27,,,,60.42,59.84,76.40,40.10,3819.91,24887.00,70.00
2005-05-28,,,,58.15,62.87,81.20,42.10,3819.82,24802.00,101.00
2005-05-29,,,,56.49,64.28,76.00,52.90,3819.69,24680.00,118.00
2005-05-30,,,,50.95,65.13,77.80,53.20,3819.55,24549.00,117.00
2005-05-31,,,,47.45,55.37,61.70,45.80,3819.41,24417.00,114.00
2005-06-01,,,,39.53,49.52,56.90,44.50,3819.29,24305.00,96.00
2005-06-02,,,,39.53,51.15,60.20,42.70,3819.17,24193.00,96.00
2005-06-03,,,,39.53,55.90,67.80,43.00,3819.05,24081.00,96.00
2005-06-04,,,,40.04,58.53,74.80,39.70,3818.93,23970.00,96.00
2005-06-05,,,,38.53,50.04,57.30,43.30,3818.81,23858.00,95.00
2005-06-06,,,,34.50,44.16,52.40,37.60,3818.68,23738.00,95.00
2005-06-07,,,,39.04,47.11,56.50,37.90,3818.56,23627.00,95.00
2005-06-08,,,,39.04,49.75,61.90,37.30,3818.44,23516.00,95.00
2005-06-09,,,,39.04,51.91,68.30,35.50,3818.32,23405.00,95.00
2005-06-10,,,,40.04,54.20,68.30,38.50,3818.20,23294.00,96.00
2005-06-11,,,,30.47,55.03,62.90,48.40,3818.06,23166.00,95.00
2005-06-12,,,,29.96,49.98,59.20,41.50,3817.92,23037.00,95.00
2005-06-13,,,,24.42,53.87,69.90,34.00,3817.77,22899.00,94.00
2005-06-14,,,,20.39,57.35,68.90,44.60,3817.61,22753.00,94.00
2005-06-15,,,,34.00,60.24,77.10,44.90,3817.48,22634.00,94.00
2005-06-16,,,,11.82,59.73,76.00,45.10,3817.30,22471.00,94.00
2005-06-17,,,,34.00,55.20,62.70,46.20,3817.17,22352.00,94.00
2005-06-18,,,,25.43,49.07,57.20,40.10,3817.02,22216.00,94.00
2005-06-19,,,,29.97,55.62,73.70,37.20,3816.88,22089.00,94.00
2005-06-20,,,,24.94,63.47,85.40,40.30,3816.73,21954.00,93.00
2005-06-21,,,,15.86,68.08,90.00,44.70,3816.56,21801.00,93.00
2005-06-22,,,,11.32,64.90,78.30,49.90,3816.38,21639.00,93.00
2005-06-23,,,,20.40,62.85,80.00,43.80,3816.22,21495.00,93.00
2005-06-24,,,,29.98,65.93,84.40,46.10,3816.08,21370.00,93.00
2005-06-25,,,,11.83,66.77,74.10,59.10,3815.90,21209.00,93.00
2005-06-26,,,,19.90,63.38,75.60,51.90,3815.74,21066.00,92.00
2005-06-27,,,,29.48,56.56,62.30,51.70,3815.60,20942.00,92.00
2005-06-28,,,,11.33,57.65,63.50,52.00,3815.42,20782.00,92.00
2005-06-29,,,,23.95,63.00,81.10,43.90,3815.27,20649.00,91.00
2005-06-30,,,,19.91,66.67,83.40,46.70,3815.11,20508.00,91.00
2005-07-01,,,,15.37,69.88,80.00,56.50,3814.94,20358.00,91.00
2005-07-02,,,,5.80,62.90,72.70,52.60,3814.75,20191.00,90.00
2005-07-03,,,,5.80,62.71,78.40,43.30,3814.56,20024.00,90.00
2005-07-04,,,,11.38,65.92,85.50,42.80,3814.39,19876.00,86.00
2005-07-05,,,,12.49,70.77,89.20,47.30,3814.25,19754.00,74.00
2005-07-06,,,,8.46,70.00,82.60,53.20,3814.10,19624.00,74.00
2005-07-07,,,,2.92,71.95,88.60,55.00,3813.94,19485.00,73.00
2005-07-08,,,,-5.15,71.20,86.20,56.10,3813.76,19330.00,73.00
2005-07-09,,,,20.57,56.35,63.60,51.70,3813.64,19226.00,73.00
2005-07-10,,,,21.07,61.24,75.60,54.30,3813.52,19123.00,73.00
2005-07-11,,,,12.50,68.19,87.00,48.00,3813.38,19003.00,73.00
2005-07-12,,,,7.47,73.70,94.40,52.50,3813.23,18875.00,72.00
2005-07-13,,,,-9.68,69.56,79.40,59.10,3813.04,18713.00,72.00
2005-07-14,,,,6.40,68.55,91.50,42.90,3812.87,18569.00,79.00
2005-07-15,,,,4.80,74.08,96.80,48.80,3812.67,18400.00,90.00
2005-07-16,,,,-3.78,71.00,80.00,60.00,3812.45,18214.00,90.00
2005-07-17,,,,-4.27,67.84,88.90,46.30,3812.23,18029.00,89.00
2005-07-18,,,,0.77,71.87,92.40,46.50,3812.02,17854.00,89.00
2005-07-19,,,,4.80,73.24,89.90,50.60,3811.82,17687.00,89.00
2005-07-20,,,,-2.76,72.87,91.40,48.10,3811.60,17505.00,89.00
2005-07-21,,,,1.27,76.38,95.90,48.40,3811.39,17331.00,89.00
2005-07-22,,,,-0.86,77.82,88.70,66.80,3811.14,17125.00,103.00
2005-07-23,,,,-1.45,71.23,87.20,50.10,3810.86,16896.00,114.00
2005-07-24,,,,-4.98,68.58,83.00,46.90,3810.57,16660.00,114.00
2005-07-25,,,,-4.48,66.74,78.60,51.10,3810.28,16425.00,114.00
2005-07-26,,,,8.63,66.27,89.00,43.70,3810.02,16216.00,114.00
2005-07-27,,,,4.10,70.08,92.40,43.40,3809.75,16000.00,113.00
2005-07-28,,,,7.64,74.65,92.40,52.50,3809.49,15793.00,112.00
2005-07-29,,,,-3.96,73.55,89.90,55.40,3809.20,15563.00,112.00
2005-07-30,,,,5.12,73.68,90.30,54.10,3808.93,15351.00,112.00
2005-07-31,,,,8.65,73.20,90.60,56.90,3808.67,15148.00,111.00
2005-08-01,,,,5.12,73.16,86.70,61.70,3808.40,14938.00,111.00
2005-08-02,,,,1.10,68.40,80.10,56.60,3808.12,14722.00,110.00
2005-08-03,,,,4.51,67.17,88.10,43.50,3807.81,14485.00,124.00
2005-08-04,,,,5.89,71.23,92.60,46.50,3807.46,14219.00,140.00
2005-08-05,,,,-3.23,75.62,96.90,50.50,3807.07,13925.00,145.00
2005-08-06,,,,4.85,76.57,96.90,54.70,3806.70,13649.00,144.00
2005-08-07,,,,5.36,76.13,92.00,53.20,3806.33,13376.00,143.00
2005-08-08,,,,1.34,76.40,92.40,53.90,3805.95,13097.00,142.00
2005-08-09,,,,5.88,74.88,91.60,51.40,3805.58,12829.00,141.00
2005-08-10,,,,-8.73,73.96,84.50,58.80,3805.17,12534.00,140.00
2005-08-11,,,,2.87,71.02,84.00,51.40,3804.79,12264.00,139.00
2005-08-12,,,,-2.67,68.09,80.50,48.80,3804.39,11983.00,139.00
2005-08-13,,,,4.40,67.62,77.90,57.20,3804.01,11718.00,138.00
2005-08-14,,,,1.38,64.16,85.20,39.10,3803.62,11449.00,137.00
2005-08-15,,,,4.42,69.34,92.10,43.70,3803.24,11190.00,135.00
2005-08-16,,,,1.40,70.68,88.70,48.40,3802.85,10927.00,134.00
2005-08-17,,,,2.92,65.08,73.70,49.40,3802.46,10667.00,134.00
2005-08-18,,,,2.43,64.68,81.20,46.60,3802.07,10410.00,132.00
2005-08-19,,,,5.97,66.04,89.70,42.80,3801.69,10162.00,131.00
2005-08-20,,,,3.45,70.89,92.90,47.00,3801.30,9911.00,130.00
2005-08-21,,,,6.99,73.19,96.10,49.30,3800.92,9669.00,129.00
2005-08-22,,,,4.97,71.89,85.30,57.60,3800.53,9423.00,129.00
2005-08-23,,,,7.02,64.30,76.10,49.10,3800.15,9187.00,126.00
2005-08-24,,,,6.07,60.02,74.60,42.50,3799.79,8965.00,118.00
2005-08-25,,,,6.59,61.89,85.00,37.70,3799.43,8746.00,117.00
2005-08-26,,,,7.10,67.10,89.70,42.90,3799.07,8530.00,116.00
2005-08-27,,,,4.08,67.56,86.70,45.80,3798.70,8310.00,115.00
2005-08-28,,,,6.62,68.83,93.30,43.30,3798.34,8099.00,113.00
2005-08-29,,,,1.08,61.35,68.90,52.50,3797.96,7879.00,112.00
2005-08-30,,,,7.14,57.20,70.50,48.00,3797.60,7673.00,111.00
2005-08-31,,,,4.63,60.03,80.10,39.20,3797.23,7464.00,110.00
2005-09-01,,,,9.69,63.89,84.80,43.00,3796.88,7269.00,108.00
2005-09-02,,,,4.70,66.30,85.90,43.80,3796.53,7076.00,102.00
2005-09-03,,,,6.75,66.22,81.20,48.20,3796.20,6897.00,97.00
2005-09-04,,,,6.76,63.96,77.10,53.20,3795.87,6720.00,96.00
2005-09-05,,,,0.22,61.54,78.20,43.40,3795.52,6534.00,94.00
2005-09-06,,,,8.80,60.73,82.80,39.70,3795.20,6367.00,93.00
2005-09-07,,,,4.79,64.15,89.50,40.70,3794.87,6196.00,91.00
2005-09-08,,,,7.32,67.08,89.80,41.20,3794.55,6032.00,90.00
2005-09-09,,,,-1.24,56.76,65.70,44.80,3794.20,5855.00,88.00
2005-09-10,,,,7.33,46.04,57.40,35.30,3793.88,5695.00,88.00
2005-09-11,,,,3.32,46.99,62.10,32.20,3793.55,5531.00,86.00
2005-09-12,,,,6.35,51.87,62.40,34.80,3793.23,5375.00,85.00
2005-09-13,,,,10.39,53.66,70.80,35.90,3792.93,5229.00,84.00
2005-09-14,,,,4.44,54.40,73.80,33.20,3792.65,5095.00,72.00
2005-09-15,,,,0.96,57.79,77.80,36.50,3792.38,4966.00,66.00
2005-09-16,,,,3.49,54.11,62.50,42.50,3792.12,4844.00,65.00
2005-09-17,,,,2.49,53.42,61.90,42.40,3791.86,4722.00,64.00
2005-09-18,,,,8.04,51.15,71.60,31.00,3791.62,4611.00,64.00
2005-09-19,,,,3.00,55.03,79.30,32.80,3791.36,4492.00,63.00
2005-09-20,,,,6.54,58.30,81.10,33.30,3791.12,4382.00,62.00
2005-09-21,,,,1.00,58.77,73.10,42.10,3790.85,4261.00,62.00
2005-09-22,,,,4.53,52.23,72.20,31.10,3790.60,4149.00,61.00
2005-09-23,,,,4.56,48.24,55.60,43.30,3790.36,4043.00,58.00
2005-09-24,,,,2.10,48.11,59.30,34.10,3790.14,3946.00,51.00
2005-09-25,,,,8.15,45.90,66.80,24.30,3789.95,3863.00,50.00
2005-09-26,,,,4.62,49.03,68.30,27.20,3789.74,3773.00,50.00
2005-09-27,,,,4.62,55.16,72.30,36.60,3789.53,3683.00,50.00
2005-09-28,,,,6.65,51.68,80.20,27.50,3789.33,3599.00,49.00
2005-09-29,,,,6.72,55.16,80.20,30.00,3789.17,3531.00,41.00
2005-09-30,,,,8.77,58.54,68.90,49.20,3789.04,3477.00,36.00
2005-10-01,,,,19.36,45.33,52.00,38.40,3788.96,3444.00,36.00
2005-10-02,,,,15.33,40.72,54.80,30.40,3788.86,3403.00,36.00
2005-10-03,,,,23.40,41.77,49.90,33.50,3788.80,3378.00,36.00
2005-10-04,,,,15.90,39.55,52.10,28.70,3788.74,3354.00,28.00
2005-10-05,,,,9.45,41.00,57.20,27.40,3788.71,3341.00,16.00
2005-10-06,,,,16.00,42.78,58.70,26.90,3788.71,3341.00,16.00
2005-10-07,,,,16.00,47.88,61.40,34.80,3788.71,3341.00,16.00
2005-10-08,,,,11.97,48.94,58.70,34.90,3788.69,3333.00,16.00
2005-10-09,,,,9.95,47.32,57.60,34.40,3788.66,3321.00,16.00
2005-10-10,,,,19.48,44.23,63.20,27.50,3788.71,3341.00,9.40
2005-10-11,,,,8.33,47.80,58.90,41.00,3788.73,3349.00,4.30
2005-10-12,,,,14.99,44.74,57.20,35.90,3788.78,3370.00,4.40
2005-10-13,,,,12.67,49.82,67.40,36.80,3788.82,3386.00,4.60
2005-10-14,,,,18.92,49.48,69.20,32.60,3788.89,3415.00,4.30
2005-10-15,,,,8.33,51.59,60.30,37.00,3788.91,3423.00,4.30
2005-10-16,,,,23.46,47.28,64.60,30.30,3789.00,3461.00,4.30
2005-10-17,,,,18.92,50.26,67.90,34.50,3789.07,3490.00,4.30
2005-10-18,,,,14.89,49.10,68.10,35.70,3789.12,3511.00,4.30
2005-10-19,,,,14.78,49.13,59.80,39.50,3789.17,3531.00,4.70
2005-10-20,,,,19.93,46.93,60.00,36.10,3789.24,3561.00,4.80
2005-10-21,,,,20.64,43.77,64.60,27.20,3789.32,3594.00,4.00
2005-10-22,,,,15.41,43.86,67.20,27.30,3789.38,3620.00,2.30
2005-10-23,,,,17.06,43.43,66.80,27.10,3789.46,3653.00,0.42
2005-10-24,,,,22.14,45.24,67.90,30.00,3789.56,3696.00,0.46
2005-10-25,,,,22.09,46.45,67.50,28.90,3789.66,3739.00,0.41
2005-10-26,,,,28.23,43.30,55.40,35.80,3789.79,3794.00,0.50
2005-10-27,,,,22.50,36.79,46.30,31.80,3789.89,3837.00,0.82
2005-10-28,,,,33.78,40.52,53.10,31.60,3790.04,3903.00,0.50
2005-10-29,,,,28.53,37.16,49.50,28.60,3790.17,3959.00,0.30
2005-10-30,,,,29.04,36.33,51.70,24.90,3790.30,4016.00,0.30
2005-10-31,,,,27.02,42.65,51.40,34.20,3790.42,4069.00,0.30
2005-11-01,,,,31.41,44.15,64.20,31.00,3790.56,4131.00,0.15
2005-11-02,,,,26.20,38.31,42.90,34.60,3790.67,4180.00,1.50
2005-11-03,,,,37.76,35.25,39.60,29.70,3790.81,4243.00,6.00
2005-11-04,,,,32.83,37.77,44.70,31.70,3790.93,4297.00,5.60
2005-11-05,,,,41.08,33.07,36.90,29.50,3791.08,4364.00,7.30
2005-11-06,,,,51.16,36.08,39.30,33.30,3791.27,4451.00,7.30
2005-11-07,,,,53.18,34.28,36.60,32.60,3791.47,4542.00,7.30
2005-11-08,,,,44.61,31.86,41.70,23.30,3791.63,4616.00,7.30
2005-11-09,,,,32.51,28.11,41.10,18.00,3791.74,4666.00,7.30
2005-11-10,,,,35.53,32.44,49.90,22.60,3791.86,4722.00,7.30
2005-11-11,,,,35.53,35.01,47.70,28.90,3791.98,4778.00,7.30
2005-11-12,,,,38.05,34.31,39.60,30.70,3792.11,4839.00,7.30
2005-11-13,,,,40.58,33.47,35.50,30.70,3792.25,4905.00,7.30
2005-11-14,,,,45.11,34.09,40.80,22.70,3792.41,4980.00,7.30
2005-11-15,,,,34.02,26.67,40.70,17.00,3792.52,5033.00,7.30
2005-11-16,,,,31.00,28.04,44.40,18.60,3792.62,5080.00,7.30
2005-11-17,,,,36.54,31.36,49.10,21.10,3792.74,5138.00,7.30
2005-11-18,,,,34.02,28.63,40.00,19.50,3792.85,5191.00,7.30
2005-11-19,,,,31.50,32.10,47.40,23.10,3792.95,5239.00,7.30
2005-11-20,,,,34.02,29.64,45.40,21.60,3793.06,5292.00,7.30
2005-11-21,,,,32.00,28.89,45.90,19.60,3793.16,5341.00,7.30
2005-11-22,,,,31.50,28.60,46.90,18.60,3793.26,5389.00,7.30
2005-11-23,,,,29.48,26.79,44.40,17.40,3793.35,5433.00,7.30
2005-11-24,,,,34.53,25.91,34.40,17.90,3793.46,5487.00,7.30
2005-11-25,,,,34.83,33.14,37.50,29.60,3793.57,5541.00,7.60
2005-11-26,,,,35.33,29.07,35.20,21.30,3793.68,5596.00,7.60
2005-11-27,,,,27.26,17.60,30.70,6.20,3793.76,5635.00,7.60
2005-11-28,,,,30.29,17.23,27.40,3.40,3793.85,5680.00,7.60
2005-11-29,,,,30.29,28.12,33.00,24.60,3793.94,5725.00,7.60
2005-11-30,,,,35.33,19.19,33.20,3.00,3794.05,5780.00,7.60
2005-12-01,,,,45.51,26.22,29.30,20.50,3794.20,5855.00,7.70
2005-12-02,,,,35.93,24.38,33.90,13.10,3794.31,5911.00,7.70
2005-12-03,,,,35.63,25.02,29.90,17.50,3794.42,5966.00,7.90
2005-12-04,,,,33.71,10.26,26.50,-5.29,3794.52,6017.00,8.00
2005-12-05,,,,26.15,4.17,21.00,-7.09,3794.59,6053.00,8.00
2005-12-06,,,,28.17,21.79,34.70,5.60,3794.67,6093.00,8.00
2005-12-07,,,,31.70,14.45,19.50,-3.29,3794.76,6140.00,8.00
2005-12-08,,,,23.13,-1.26,20.70,-14.89,3794.82,6170.00,8.00
2005-12-09,,,,21.11,3.72,23.30,-5.69,3794.87,6196.00,8.00
2005-12-10,,,,21.11,6.54,23.10,-3.79,3794.92,6222.00,8.00
2005-12-11,,,,26.15,7.71,23.70,-5.59,3794.99,6258.00,8.00
2005-12-12,,,,31.19,3.08,23.10,-8.09,3795.08,6304.00,8.00
2005-12-13,,,,26.65,16.06,34.10,-5.79,3795.15,6341.00,8.00
2005-12-14,,,,31.19,1.53,25.60,-10.49,3795.24,6387.00,8.00
2005-12-15,,,,26.65,8.51,17.90,-11.19,3795.31,6424.00,8.00
2005-12-16,,,,23.63,10.73,19.30,5.40,3795.37,6455.00,8.00
2005-12-17,,,,26.65,0.01,15.30,-12.69,3795.44,6492.00,8.00
2005-12-18,,,,29.18,2.48,16.50,-13.69,3795.52,6534.00,8.00
2005-12-19,,,,34.72,22.46,28.10,16.10,3795.62,6587.00,8.00
