date,qu,af,qd,fb,mm,mn,mx,mc,pp
1982-12-03,1167.64,157063.00,1.00,2242.88,,31.00,38.00,,2.82
1982-12-04,1137.89,159316.00,2.00,2243.52,,27.00,38.00,,0.15
1982-12-05,824.80,160948.00,2.00,2243.85,,24.00,36.00,,0.00
1982-12-06,385.68,161711.00,1.00,2244.04,,23.00,33.00,,0.30
1982-12-07,266.70,162238.00,1.00,2244.22,,14.00,29.00,,0.00
1982-12-08,266.70,162765.00,1.00,2244.30,,13.00,22.00,,0.00
1982-12-09,164.35,163089.00,1.00,2244.41,,17.00,25.00,,0.00
1982-12-10,164.35,163413.00,1.00,2244.46,,11.00,27.00,,0.00
1982-12-11,123.51,163656.00,1.00,2244.52,,9.00,26.00,,0.00
1982-12-12,215.27,164081.00,1.00,2244.70,,17.00,23.00,,0.15
1982-12-13,215.27,164506.00,1.00,2244.73,,31.00,36.00,,0.15
1982-12-14,286.86,165073.00,1.00,2244.87,,29.00,31.00,,0.30
1982-12-15,298.96,165664.00,1.00,2245.05,,31.00,32.00,,0.29
1982-12-16,298.46,166254.00,1.00,2245.16,,32.00,38.00,,0.60
1982-12-17,227.88,166704.00,1.00,2245.27,,31.00,36.00,,0.15
1982-12-18,227.88,167154.00,1.00,2245.41,,34.00,36.00,,0.00
1982-12-19,197.12,167543.00,1.00,2245.49,,31.00,33.00,,0.00
1982-12-20,134.60,167808.00,1.00,2245.54,,28.00,31.00,,0.58
1982-12-21,104.35,168013.00,1.00,2245.58,,27.00,31.00,,0.30
1982-12-22,103.85,168217.00,1.00,2245.64,,25.00,32.00,,0.30
1982-12-23,102.34,168418.00,1.00,2245.76,,25.00,34.00,,0.00
1982-12-24,102.34,168619.00,1.00,2245.87,,25.00,33.00,,0.00
1982-12-25,101.83,168819.00,1.00,2245.89,,23.00,29.00,,0.00
1982-12-26,102.34,169020.00,1.00,2245.93,,18.00,30.00,,0.15
1982-12-27,102.34,169221.00,1.00,2245.97,,9.00,24.00,,0.00
1982-12-28,102.34,169422.00,1.00,2246.00,,5.00,23.00,,0.00
1982-12-29,102.34,169623.00,1.00,2246.02,,6.00,18.00,,0.00
1982-12-30,101.83,169823.00,1.00,2246.03,,8.00,12.00,,0.00
1982-12-31,102.34,170024.00,1.00,2246.12,,12.00,16.00,,0.00
1983-01-01,102.34,170225.00,1.00,2246.13,,13.00,19.00,,0.00
1983-01-02,188.05,170596.00,1.00,2246.22,,17.00,20.00,,0.29
1983-01-03,318.12,171225.00,1.00,2246.38,,19.00,28.00,,0.60
1983-01-04,452.23,172120.00,1.00,2246.59,,25.00,31.00,,1.93
1983-01-05,582.81,173274.00,1.00,2246.87,,30.00,40.00,,1.64
1983-01-06,896.38,175046.00,3.00,2247.23,,30.00,25.00,,0.89
1983-01-07,1180.22,177379.00,4.00,2247.86,,34.00,44.00,,0.89
1983-01-08,1484.68,180302.00,11.00,2248.86,,31.00,38.00,,1.49
1983-01-09,1481.18,183226.00,7.00,2249.10,,31.00,37.00,,0.15
1983-01-10,1324.86,185832.00,11.00,2249.95,,40.00,44.00,,1.34
1983-01-11,1001.22,187804.00,7.00,2250.34,,27.00,57.00,,0.00
1983-01-12,796.05,189377.00,3.00,2250.71,,22.00,44.00,,0.00
1983-01-13,516.25,190397.00,2.00,2250.95,,26.00,42.00,,0.00
1983-01-14,453.73,191293.00,2.00,2251.16,,22.00,39.00,,0.00
1983-01-15,409.88,192104.00,1.00,2251.35,,21.00,37.00,,0.00
1983-01-16,248.55,192595.00,1.00,2251.44,,27.00,32.00,,0.00
1983-01-17,248.55,193086.00,1.00,2251.58,,28.00,31.00,,0.00
1983-01-18,280.81,193641.00,1.00,2251.77,,30.00,32.00,,0.14
1983-01-19,280.81,194196.00,1.00,2251.85,,31.00,32.00,,0.15
1983-01-20,280.81,194751.00,1.00,2251.97,,25.00,40.00,,0.00
1983-01-21,250.06,195245.00,1.00,2252.00,,26.00,35.00,,0.00
1983-01-22,250.06,195739.00,1.00,2252.20,,31.00,34.00,,0.30
1983-01-23,196.62,196127.00,1.00,2252.26,,33.00,38.00,,0.00
1983-01-24,196.11,196514.00,1.00,2252.38,,30.00,41.00,,0.15
1983-01-25,166.87,196843.00,1.00,2252.42,,31.00,35.00,,0.30
1983-01-26,188.55,197215.00,1.00,2252.56,,33.00,35.00,,0.44
1983-01-27,188.55,197587.00,1.00,2252.84,,32.00,36.00,,0.30
1983-01-28,188.55,197959.00,1.00,2253.02,,25.00,39.00,,0.00
1983-01-29,188.55,198331.00,1.00,2253.10,,31.00,38.00,,0.00
1983-01-30,188.55,198703.00,1.00,2253.14,,29.00,41.00,,0.00
1983-01-31,188.05,199074.00,1.00,2253.15,,32.00,40.00,,0.00
1983-02-01,188.55,199446.00,1.00,2253.18,,33.00,38.00,,0.00
1983-02-02,188.55,199818.00,1.00,2253.21,,27.00,42.00,,0.00
1983-02-03,189.55,200190.00,2.00,2253.22,,23.00,40.00,,0.00
1983-02-04,189.55,200562.00,2.00,2253.32,,18.00,36.00,,0.00
1983-02-05,198.12,200951.00,2.00,2253.41,,17.00,37.00,,0.00
1983-02-06,189.55,201323.00,2.00,2253.51,,26.00,31.00,,0.15
1983-02-07,191.30,201635.00,34.00,2253.60,,25.00,38.00,,0.15
1983-02-08,189.75,201815.00,99.00,2253.61,,25.00,31.00,,0.00
1983-02-09,182.04,201944.00,117.00,2253.64,,25.00,35.00,,0.15
1983-02-10,177.86,202031.00,134.00,2253.66,,30.00,34.00,,0.14
1983-02-11,177.36,202117.00,134.00,2253.68,,32.00,35.00,,0.45
1983-02-12,134.00,202117.00,134.00,2253.68,,32.00,42.00,,0.30
1983-02-13,136.00,202117.00,136.00,2253.68,,31.00,40.00,,0.00
1983-02-14,157.68,202160.00,136.00,2253.69,,30.00,33.00,,0.30
1983-02-15,179.86,202247.00,136.00,2253.71,,30.00,31.00,,0.00
1983-02-16,287.26,202549.00,135.00,2253.78,,31.00,31.00,,0.30
1983-02-17,376.48,203024.00,137.00,2253.89,,32.00,36.00,,0.89
1983-02-18,323.53,203392.00,138.00,2253.92,,32.00,39.00,,0.15
1983-02-19,323.53,203760.00,138.00,2254.06,,32.00,36.00,,0.15
1983-02-20,291.77,204065.00,138.00,2254.13,,31.00,38.00,,0.30
1983-02-21,313.45,204413.00,138.00,2254.15,,30.00,39.00,,0.00
1983-02-22,313.45,204761.00,138.00,2254.25,,35.00,41.00,,0.30
1983-02-23,314.45,205109.00,139.00,2254.37,,38.00,46.00,,0.00
1983-02-24,387.04,205599.00,140.00,2254.46,,31.00,39.00,,0.14
1983-02-25,484.85,206283.00,140.00,2254.64,,30.00,40.00,,0.15
1983-02-26,314.95,206632.00,139.00,2254.72,,33.00,41.00,,0.15
1983-02-27,292.27,206936.00,139.00,2254.79,,30.00,40.00,,0.00
1983-02-28,324.54,207306.00,138.00,2254.86,,32.00,41.00,,0.00
1983-03-01,324.54,207676.00,138.00,2254.96,,35.00,39.00,,0.15
1983-03-02,291.77,207981.00,138.00,2255.03,,35.00,41.00,,0.00
1983-03-03,225.73,208155.00,138.00,2255.07,,33.00,47.00,,0.00
1983-03-04,233.29,208344.00,138.00,2255.16,,35.00,45.00,,0.00
1983-03-05,234.79,208534.00,139.00,2255.17,,30.00,44.00,,0.00
1983-03-06,233.29,208723.00,138.00,2255.20,,33.00,47.00,,0.00
1983-03-07,468.73,209379.00,138.00,2255.35,,36.00,41.00,,0.15
1983-03-08,623.50,210340.00,139.00,2255.57,,36.00,40.00,,0.58
1983-03-09,649.19,211346.00,142.00,2255.80,,38.00,44.00,,0.15
1983-03-10,827.16,212705.00,142.00,2256.14,,36.00,45.00,,0.30
1983-03-11,696.08,213804.00,142.00,2256.36,,29.00,50.00,,0.00
1983-03-12,650.71,214815.00,141.00,2256.59,,28.00,41.00,,0.15
1983-03-13,563.48,215651.00,142.00,2256.78,,32.00,50.00,,0.45
1983-03-14,407.70,216180.00,141.00,2256.97,,29.00,41.00,,0.00
1983-03-15,406.70,216709.00,140.00,2257.00,,32.00,50.00,,0.00
1983-03-16,406.70,217238.00,140.00,2257.14,,28.00,51.00,,0.00
1983-03-17,340.66,217636.00,140.00,2257.23,,35.00,50.00,,0.00
1983-03-18,273.60,217901.00,140.00,2257.29,,25.00,55.00,,0.00
1983-03-19,274.11,218167.00,140.00,2257.35,,26.00,54.00,,0.00
1983-03-20,307.38,218499.00,140.00,2257.39,,27.00,55.00,,0.00
1983-03-21,306.88,218830.00,140.00,2257.50,,28.00,55.00,,0.00
1983-03-22,318.48,219184.00,140.00,2257.61,,35.00,48.00,,0.30
1983-03-23,274.60,219449.00,141.00,2257.66,,31.00,44.00,,0.00
1983-03-24,273.10,219713.00,140.00,2257.70,,29.00,51.00,,0.00
1983-03-25,274.11,219979.00,140.00,2257.76,,34.00,53.00,,0.00
1983-03-26,284.70,220266.00,140.00,2257.84,,27.00,47.00,,0.00
1983-03-27,284.70,220553.00,140.00,2257.89,,32.00,42.00,,0.15
1983-03-28,458.63,221185.00,140.00,2257.99,,28.00,45.00,,0.00
1983-03-29,652.71,222196.00,143.00,2258.26,,33.00,35.00,,1.64
1983-03-30,615.40,223131.00,144.00,2258.47,,34.00,47.00,,0.44
1983-03-31,378.45,223598.00,143.00,2258.51,,32.00,44.00,,0.00
1983-04-01,378.45,224065.00,143.00,2258.68,,28.00,35.00,,0.30
1983-04-02,419.79,224614.00,143.00,2258.73,,32.00,37.00,,0.15
1983-04-03,419.29,225164.00,142.00,2258.86,,35.00,42.00,,0.00
1983-04-04,418.79,225713.00,142.00,2259.05,,34.00,53.00,,0.00
1983-04-05,322.49,226071.00,142.00,2259.13,,28.00,57.00,,0.00
1983-04-06,321.99,226428.00,142.00,2259.21,,29.00,55.00,,0.00
1983-04-07,266.56,226562.00,199.00,2259.24,,34.00,45.00,,0.00
1983-04-08,274.00,226562.00,274.00,2259.24,,30.00,45.00,,0.00
1983-04-09,271.00,226562.00,271.00,2259.24,,31.00,36.00,,0.15
1983-04-10,245.82,226518.00,268.00,2259.23,,31.00,38.00,,0.00
1983-04-11,261.04,226407.00,317.00,2259.25,,32.00,40.00,,0.00
1983-04-12,262.16,226205.00,364.00,2259.16,,27.00,45.00,,0.15
1983-04-13,273.75,226026.00,364.00,2259.12,,25.00,55.00,,0.00
1983-04-14,228.88,225758.00,364.00,2259.06,,25.00,59.00,,0.00
1983-04-15,295.44,225624.00,363.00,2259.03,,26.00,65.00,,0.00
1983-04-16,249.07,225400.00,362.00,2258.98,,30.00,59.00,,0.00
1983-04-17,271.76,225223.00,361.00,2258.94,,27.00,67.00,,0.00
1983-04-18,227.39,224956.00,362.00,2258.88,,34.00,64.00,,0.00
1983-04-19,270.75,224777.00,361.00,2258.84,,39.00,63.00,,0.00
1983-04-20,431.56,224911.00,364.00,2258.87,,42.00,51.00,,0.15
1983-04-21,633.23,225445.00,364.00,2258.99,,33.00,51.00,,0.00
1983-04-22,747.17,226205.00,364.00,2259.16,,29.00,55.00,,0.00
1983-04-23,566.68,226607.00,364.00,2259.21,,38.00,55.00,,0.15
1983-04-24,566.68,227009.00,364.00,2259.34,,34.00,43.00,,0.29
1983-04-25,454.25,227188.00,364.00,2259.38,,35.00,44.00,,0.00
1983-04-26,426.69,227233.00,404.00,2259.39,,36.00,50.00,,0.15
1983-04-27,438.31,227188.00,461.00,2259.38,,30.00,63.00,,0.00
1983-04-28,415.13,227099.00,460.00,2259.36,,29.00,60.00,,0.00
1983-04-29,448.40,227076.00,460.00,2259.27,,29.00,62.00,,0.00
1983-04-30,447.91,227054.00,459.00,2259.35,,35.00,61.00,,0.15
1983-05-01,503.87,227143.00,459.00,2259.37,,43.00,52.00,,0.00
1983-05-02,526.56,227277.00,459.00,2259.40,,40.00,48.00,,0.00
1983-05-03,504.38,227367.00,459.00,2259.42,,39.00,53.00,,0.00
1983-05-04,565.88,227579.00,459.00,2259.45,,30.00,68.00,,0.14
1983-05-05,645.04,227948.00,459.00,2259.55,,40.00,46.00,,0.15
1983-05-06,661.68,228350.00,459.00,2259.64,,39.00,50.00,,0.00
1983-05-07,550.25,228529.00,460.00,2259.68,,38.00,48.00,,0.15
1983-05-08,460.00,228529.00,460.00,2259.68,,34.00,49.00,,0.00
1983-05-09,477.44,228395.00,545.00,2259.65,,37.00,49.00,,0.00
1983-05-10,391.44,228261.00,459.00,2259.62,,39.00,52.00,,0.00
1983-05-11,379.13,228172.00,424.00,2259.60,,35.00,56.00,,0.00
1983-05-12,368.31,228127.00,391.00,2259.59,,31.00,68.00,,0.00
1983-05-13,419.23,228183.00,391.00,2259.59,,30.00,66.00,,0.00
1983-05-14,475.20,228350.00,391.00,2259.64,,40.00,47.00,,0.00
1983-05-15,436.38,228440.00,391.00,2259.66,,35.00,40.00,,0.00
1983-05-16,413.18,228484.00,391.00,2259.67,,42.00,47.00,,0.00
1983-05-17,391.00,228484.00,391.00,2259.67,,44.00,51.00,,0.14
1983-05-18,458.56,228618.00,391.00,2259.70,,43.00,52.00,,0.00
1983-05-19,504.62,228887.00,369.00,2259.76,,39.00,62.00,,0.00
1983-05-20,587.87,229456.00,301.00,2259.84,,42.00,67.00,,0.15
1983-05-21,595.35,230139.00,251.00,2260.04,,49.00,61.00,,0.15
1983-05-22,683.06,230994.00,252.00,2260.23,,39.00,81.00,,0.00
1983-05-23,661.88,231805.00,253.00,2260.41,,40.00,76.00,,0.00
1983-05-24,818.37,232974.00,229.00,2260.67,,40.00,77.00,,0.00
1983-05-25,857.67,234334.00,172.00,2260.95,,46.00,71.00,,0.00
1983-05-26,973.98,235770.00,250.00,2261.29,,52.00,70.00,,0.00
1983-05-27,903.28,236556.00,507.00,2261.35,,40.00,87.00,,0.00
1983-05-28,902.48,237150.00,603.00,2261.50,,47.00,90.00,,0.00
1983-05-29,901.50,237631.00,659.00,2261.70,,54.00,93.00,,0.00
1983-05-30,946.99,237988.00,767.00,2261.75,,53.00,69.00,,0.00
1983-05-31,997.42,238449.00,765.00,2261.91,,52.00,59.00,,0.00
1983-06-01,856.77,238633.00,764.00,2261.91,,49.00,55.00,,0.00
1983-06-02,821.44,238618.00,829.00,2261.92,,47.00,52.00,,0.00
1983-06-03,775.12,238527.00,821.00,2261.90,,45.00,58.00,,0.00
1983-06-04,399.49,238165.00,582.00,2261.81,,48.00,59.00,,0.00
1983-06-05,438.82,237883.00,581.00,2261.74,,47.00,61.00,,0.00
1983-06-06,437.32,237600.00,580.00,2261.71,,47.00,74.00,,0.15
1983-06-07,437.82,237318.00,580.00,2261.65,,49.00,83.00,,0.15
1983-06-08,437.82,237036.00,580.00,2261.64,,48.00,73.00,,0.00
1983-06-09,437.32,236753.00,580.00,2261.50,,52.00,59.00,,0.00
1983-06-10,437.82,236471.00,580.00,2261.50,,45.00,53.00,,0.15
1983-06-11,440.32,236188.00,583.00,2261.46,,43.00,50.00,,0.00
1983-06-12,439.82,235906.00,582.00,2261.32,,51.00,58.00,,0.00
1983-06-13,401.76,235608.00,552.00,2261.23,,39.00,74.00,,0.00
1983-06-14,398.37,235456.00,475.00,2261.14,,44.00,77.00,,0.30
1983-06-15,396.54,234866.00,694.00,2261.09,,50.00,54.00,,0.00
1983-06-16,392.99,234743.00,455.00,2261.05,,45.00,68.00,,0.00
1983-06-17,383.07,234640.00,435.00,2261.04,,45.00,55.00,,0.30
1983-06-18,412.31,234595.00,435.00,2261.03,,45.00,51.00,,0.00
1983-06-19,412.31,234550.00,435.00,2261.02,,43.00,52.00,,0.00
1983-06-20,207.22,234122.00,423.00,2260.99,,45.00,54.00,,0.00
1983-06-21,191.72,233695.00,407.00,2260.89,,46.00,62.00,,0.15
1983-06-22,191.22,233267.00,407.00,2260.68,,43.00,61.00,,0.00
1983-06-23,191.22,232839.00,407.00,2260.64,,47.00,58.00,,0.00
1983-06-24,180.63,232390.00,407.00,2260.57,,45.00,47.00,,0.00
1983-06-25,180.12,231940.00,407.00,2260.44,,39.00,69.00,,0.00
1983-06-26,168.53,231467.00,407.00,2260.39,,52.00,65.00,,0.44
1983-06-27,168.53,230994.00,407.00,2260.23,,53.00,71.00,,0.00
1983-06-28,173.57,230531.00,407.00,2260.21,,48.00,69.00,,0.00
1983-06-29,193.23,230107.00,407.00,2260.04,,51.00,63.00,,0.00
1983-06-30,313.73,229922.00,407.00,2260.01,,48.00,63.00,,0.00
1983-07-01,313.22,229736.00,407.00,2259.95,,47.00,59.00,,0.15
1983-07-02,204.32,229334.00,407.00,2259.86,,47.00,54.00,,0.00
1983-07-03,157.95,228842.00,406.00,2259.75,,47.00,64.00,,0.00
1983-07-04,144.86,228328.00,404.00,2259.62,,40.00,78.00,,0.15
1983-07-05,145.86,227814.00,405.00,2259.52,,53.00,67.00,,0.15
1983-07-06,155.95,227322.00,404.00,2259.41,,49.00,57.00,,0.00
1983-07-07,111.08,226741.00,404.00,2259.28,,45.00,60.00,,0.00
1983-07-08,111.08,226160.00,404.00,2259.14,,48.00,56.00,,0.00
1983-07-09,110.08,225579.00,403.00,2259.02,,47.00,59.00,,0.00
1983-07-10,111.09,225000.00,403.00,2258.92,,51.00,66.00,,0.00
1983-07-11,111.09,224421.00,403.00,2258.76,,48.00,73.00,,0.15
1983-07-12,179.15,223977.00,403.00,2258.66,,55.00,63.00,,0.30
1983-07-13,425.18,224021.00,403.00,2258.67,,52.00,58.00,,0.74
1983-07-14,649.54,224510.00,403.00,2258.78,,45.00,51.00,,0.75
1983-07-15,517.17,224911.00,315.00,2258.87,,46.00,56.00,,0.14
1983-07-16,381.74,225089.00,292.00,2258.91,,40.00,69.00,,0.00
1983-07-17,291.00,225089.00,291.00,2258.91,,45.00,59.00,,0.15
1983-07-18,179.58,224868.00,291.00,2258.89,,46.00,82.00,,0.00
1983-07-19,179.88,224600.00,315.00,2258.80,,51.00,64.00,,0.15
1983-07-20,185.70,224288.00,343.00,2258.73,,53.00,63.00,,0.00
1983-07-21,185.20,223977.00,342.00,2258.66,,45.00,78.00,,0.15
1983-07-22,116.65,223532.00,341.00,2258.57,,47.00,89.00,,0.00
1983-07-23,115.65,223087.00,340.00,2258.46,,59.00,75.00,,0.15
1983-07-24,104.55,222620.00,340.00,2258.35,,57.00,65.00,,0.00
1983-07-25,104.05,222152.00,340.00,2258.25,,52.00,59.00,,0.00
1983-07-26,75.31,221627.00,340.00,2258.15,,50.00,62.00,,0.00
1983-07-27,75.31,221102.00,340.00,2258.05,,50.00,61.00,,0.00
1983-07-28,75.31,220577.00,340.00,2257.94,,52.00,67.00,,0.00
1983-07-29,74.81,220051.00,340.00,2257.80,,46.00,84.00,,0.15
1983-07-30,75.31,219526.00,340.00,2257.66,,45.00,82.00,,0.00
1983-07-31,77.31,219001.00,342.00,2257.54,,56.00,86.00,,0.15
1983-08-01,104.10,218424.00,395.00,2257.42,,56.00,75.00,,0.00
1983-08-02,105.93,217327.00,659.00,2257.16,,55.00,70.00,,0.00
1983-08-03,80.19,215933.00,783.00,2256.83,,54.00,69.00,,0.00
1983-08-04,77.69,214538.00,781.00,2256.51,,46.00,81.00,,0.15
1983-08-05,77.19,213144.00,780.00,2256.21,,53.00,76.00,,0.00
1983-08-06,64.60,211729.00,778.00,2255.88,,52.00,83.00,,0.00
1983-08-07,63.10,210313.00,777.00,2255.55,,52.00,80.00,,0.00
1983-08-08,62.60,208898.00,776.00,2255.24,,59.00,74.00,,0.15
1983-08-09,89.85,207541.00,774.00,2254.92,,58.00,82.00,,0.00
1983-08-10,120.22,206153.00,820.00,2254.61,,56.00,63.00,,0.30
1983-08-11,79.62,204982.00,670.00,2254.36,,52.00,56.00,,0.14
1983-08-12,55.52,203908.00,597.00,2254.20,,49.00,80.00,,0.00
1983-08-13,53.52,202834.00,595.00,2253.92,,46.00,70.00,,0.15
1983-08-14,52.52,201760.00,594.00,2253.64,,61.00,74.00,,0.15
1983-08-15,52.52,200686.00,594.00,2253.36,,57.00,74.00,,0.00
1983-08-16,44.43,199469.00,658.00,2253.10,,51.00,75.00,,0.00
1983-08-17,63.55,198040.00,784.00,2252.74,,50.00,75.00,,0.00
1983-08-18,60.04,196610.00,781.00,2252.40,,54.00,74.00,,0.00
1983-08-19,49.46,195161.00,780.00,2252.07,,48.00,73.00,,0.00
1983-08-20,21.17,193761.00,727.00,2251.76,,54.00,82.00,,0.00
1983-08-21,21.11,192468.00,673.00,2251.44,,46.00,77.00,,0.00
1983-08-22,29.92,191250.00,644.00,2251.15,,51.00,65.00,,0.00
1983-08-23,76.52,190176.00,618.00,2250.86,,55.00,73.00,,0.00
1983-08-24,74.52,189102.00,616.00,2250.58,,53.00,79.00,,0.00
1983-08-25,74.03,188029.00,615.00,2250.30,,52.00,74.00,,0.14
1983-08-26,71.52,186955.00,613.00,2250.02,,50.00,52.00,,0.00
1983-08-27,65.52,185881.00,607.00,2249.76,,52.00,60.00,,0.90
1983-08-28,70.52,184807.00,612.00,2249.51,,52.00,61.00,,0.00
1983-08-29,66.03,183734.00,607.00,2249.32,,51.00,67.00,,0.15
1983-08-30,69.52,182660.00,611.00,2249.12,,53.00,70.00,,0.15
1983-08-31,64.52,181586.00,606.00,2248.85,,49.00,70.00,,0.00
1983-09-01,63.52,180512.00,605.00,2248.58,,54.00,60.00,,0.58
1983-09-02,61.52,179438.00,603.00,2248.36,,52.00,60.00,,0.00
1983-09-03,61.03,178365.00,602.00,2248.11,,55.00,65.00,,0.00
1983-09-04,58.52,177291.00,600.00,2247.87,,54.00,57.00,,0.00
1983-09-05,56.52,176217.00,598.00,2247.58,,47.00,64.00,,0.00
1983-09-06,53.00,174896.00,719.00,2247.28,,39.00,66.00,,0.15
1983-09-07,53.04,173345.00,835.00,2246.88,,45.00,58.00,,0.00
1983-09-08,53.07,171802.00,831.00,2246.49,,39.00,54.00,,0.00
1983-09-09,76.79,170312.00,828.00,2246.14,,40.00,55.00,,0.15
1983-09-10,121.17,168912.00,827.00,2245.81,,46.00,55.00,,1.04
1983-09-11,288.07,167849.00,824.00,2245.55,,50.00,60.00,,0.00
1983-09-12,158.37,166499.00,839.00,2245.22,,39.00,72.00,,0.15
1983-09-13,101.38,164911.00,902.00,2244.83,,40.00,72.00,,0.00
1983-09-14,63.87,163199.00,927.00,2244.61,,51.00,64.00,,0.00
1983-09-15,58.36,161486.00,922.00,2244.09,,41.00,71.00,,0.00
1983-09-16,68.87,159774.00,932.00,2243.57,,48.00,55.00,,0.00
1983-09-17,93.36,158061.00,957.00,2243.13,,42.00,54.00,,0.00
1983-09-18,138.79,156450.00,951.00,2242.79,,35.00,43.00,,0.74
1983-09-19,138.29,154840.00,950.00,2242.32,,31.00,44.00,,0.00
1983-09-20,113.07,152817.00,1133.00,2241.83,,28.00,56.00,,0.00
1983-09-21,113.51,150779.00,1141.00,2241.29,,31.00,67.00,,0.00
1983-09-22,65.15,148655.00,1136.00,2240.79,,34.00,71.00,,0.14
1983-09-23,63.68,146778.00,1010.00,2240.32,,42.00,70.00,,0.00
1983-09-24,50.57,144996.00,949.00,2239.84,,45.00,69.00,,0.00
1983-09-25,46.57,143214.00,945.00,2239.36,,47.00,75.00,,0.00
1983-09-26,42.08,141433.00,940.00,2238.89,,42.00,64.00,,0.00
1983-09-27,37.57,139651.00,936.00,2238.42,,34.00,48.00,,0.00
1983-09-28,89.05,137983.00,930.00,2237.95,,28.00,59.00,,0.00
1983-09-29,94.15,136458.00,863.00,2237.60,,29.00,34.00,,0.00
1983-09-30,74.10,134923.00,848.00,2237.25,,26.00,63.00,,0.00
1983-10-01,84.00,133366.00,868.00,2236.70,,27.00,57.00,,0.00
1983-10-02,79.01,131809.00,864.00,2236.30,,46.00,56.00,,0.00
1983-10-03,80.01,130252.00,865.00,2235.91,,47.00,53.00,,0.15
1983-10-04,75.51,128694.00,861.00,2235.50,,37.00,56.00,,0.00
1983-10-05,77.01,127137.00,862.00,2235.09,,32.00,65.00,,0.00
1983-10-06,72.01,125580.00,857.00,2234.68,,35.00,49.00,,0.00
1983-10-07,80.67,124060.00,847.00,2234.27,,27.00,61.00,,0.00
1983-10-08,59.71,122550.00,821.00,2233.86,,32.00,63.00,,0.15
1983-10-09,55.71,121040.00,817.00,2233.45,,40.00,53.00,,0.00
1983-10-10,51.71,119530.00,813.00,2233.04,,34.00,58.00,,0.00
1983-10-11,26.53,117978.00,809.00,2232.82,,27.00,65.00,,0.00
1983-10-12,22.84,117460.00,284.00,2232.60,,27.00,59.00,,0.00
1983-10-13,24.03,117466.00,21.00,2232.56,,42.00,47.00,,0.00
1983-10-14,23.18,117508.00,2.00,2232.51,,43.00,47.00,,0.00
1983-10-15,23.18,117550.00,2.00,2232.46,,30.00,57.00,,0.00
1983-10-16,23.68,117593.00,2.00,2232.41,,29.00,53.00,,0.00
1983-10-17,23.18,117635.00,2.00,2232.36,,40.00,46.00,,0.30
1983-10-18,23.18,117677.00,2.00,2232.36,,29.00,54.00,,0.00
1983-10-19,23.18,117719.00,2.00,2232.37,,39.00,47.00,,0.00
1983-10-20,23.18,117761.00,2.00,2232.42,,39.00,57.00,,0.15
1983-10-21,23.18,117803.00,2.00,2232.47,,36.00,58.00,,0.00
1983-10-22,23.68,117846.00,2.00,2232.52,,44.00,51.00,,1.19
1983-10-23,23.18,117888.00,2.00,2232.56,,30.00,52.00,,0.29
1983-10-24,25.55,117899.00,20.00,2232.60,,26.00,39.00,,0.00
1983-10-25,26.84,117740.00,107.00,2232.55,,34.00,60.00,,0.00
1983-10-26,53.32,117578.00,135.00,2232.50,,32.00,56.00,,0.15
1983-10-27,90.47,117450.00,155.00,2232.47,,37.00,57.00,,0.00
1983-10-28,108.61,117356.00,156.00,2232.45,,31.00,57.00,,0.00
1983-10-29,82.61,117262.00,130.00,2232.43,,34.00,52.00,,0.00
1983-10-30,69.61,117168.00,117.00,2232.41,,43.00,47.00,,0.00
1983-10-31,69.61,117074.00,117.00,2232.37,,36.00,56.00,,0.15
1983-11-01,69.61,116980.00,117.00,2232.34,,37.00,47.00,,0.15
1983-11-02,357.98,117456.00,118.00,2232.37,,38.00,44.00,,0.15
1983-11-03,690.03,118662.00,82.00,2232.80,,44.00,47.00,,1.04
1983-11-04,708.74,120040.00,14.00,2233.18,,34.00,45.00,,0.74
1983-11-05,541.46,121110.00,2.00,2233.47,,31.00,36.00,,0.45
1983-11-06,410.38,121920.00,2.00,2233.69,,33.00,41.00,,0.15
1983-11-07,208.71,122330.00,2.00,2233.80,,36.00,39.00,,0.15
1983-11-08,203.67,122730.00,2.00,2233.91,,31.00,43.00,,0.00
1983-11-09,208.71,123140.00,2.00,2234.02,,33.00,38.00,,0.14
1983-11-10,278.28,123688.00,2.00,2234.13,,37.00,39.00,,0.15
1983-11-11,416.43,124510.00,2.00,2234.39,,33.00,45.00,,0.15
1983-11-12,465.83,125430.00,2.00,2234.65,,34.00,44.00,,0.00
1983-11-13,506.17,126430.00,2.00,2234.91,,30.00,41.00,,0.58
1983-11-14,491.04,127400.00,2.00,2235.17,,31.00,39.00,,1.19
1983-11-15,486.00,128360.00,2.00,2235.43,,32.00,39.00,,0.00
1983-11-16,496.08,129340.00,2.00,2235.69,,38.00,44.00,,0.45
1983-11-17,592.38,130511.00,2.00,2235.96,,32.00,42.00,,0.44
1983-11-18,753.70,132000.00,3.00,2236.40,,32.00,39.00,,0.30
1983-11-19,592.37,133169.00,3.00,2236.71,,31.00,35.00,,0.30
1983-11-20,340.30,133840.00,2.00,2236.89,,30.00,35.00,,0.58
1983-11-21,344.83,134520.00,2.00,2237.07,,29.00,39.00,,0.00
1983-11-22,365.00,135240.00,2.00,2237.26,,29.00,33.00,,0.00
1983-11-23,269.21,135770.00,2.00,2237.40,,31.00,33.00,,0.30
1983-11-24,269.21,136300.00,2.00,2237.54,,31.00,37.00,,0.45
