date,af,fb,qd,qu,mm,mn,mx,pc,pp
2021-09-16,93172.00,2150.79,256.34,101.06,52.46,36.64,65.48,34.08,0.00
2021-09-17,92890.93,2150.69,252.80,111.10,50.68,45.21,56.63,34.08,0.00
2021-09-18,92774.65,2150.65,248.94,190.31,50.41,42.09,55.31,34.37,0.29
2021-09-19,92861.86,2150.68,245.62,289.59,49.26,42.47,53.48,34.67,0.30
2021-09-20,93032.00,2150.74,244.00,329.78,53.87,46.14,65.06,34.67,0.00
2021-09-21,93144.00,2150.78,243.54,300.01,54.39,36.36,72.50,34.67,0.00
2021-09-22,93088.00,2150.76,240.50,212.27,54.07,41.67,63.95,34.67,0.00
2021-09-23,93004.00,2150.73,259.64,217.29,58.97,47.45,71.75,34.67,0.00
2021-09-24,92890.93,2150.69,258.00,200.99,58.49,37.92,79.36,34.67,0.00
2021-09-25,92688.14,2150.62,256.71,154.47,61.31,41.18,76.79,34.67,0.00
2021-09-26,92490.00,2150.55,254.50,154.60,62.59,54.19,72.29,34.67,0.00
2021-09-27,92378.00,2150.51,254.45,197.98,51.50,46.42,56.12,34.82,0.15
2021-09-28,92434.00,2150.53,245.80,274.04,48.73,42.61,52.08,34.82,0.00
2021-09-29,92602.00,2150.59,238.00,322.70,50.18,39.91,58.24,34.82,0.00
2021-09-30,92861.86,2150.68,229.76,360.78,51.20,45.81,56.61,34.97,0.15
2021-10-01,93340.34,2150.85,226.46,467.70,49.35,37.50,61.42,0.00,0.00
2021-10-02,93683.00,2150.97,226.50,399.26,49.08,31.59,66.85,0.00,0.00
2021-10-03,93854.00,2151.03,226.50,312.71,54.45,43.53,62.37,0.00,0.00
2021-10-04,93910.00,2151.05,226.50,254.73,52.84,39.13,70.10,0.00,0.00
2021-10-05,93882.00,2151.04,225.10,210.98,49.82,44.29,58.29,0.00,0.00
2021-10-06,93826.00,2151.02,223.00,194.77,46.18,38.04,51.29,0.00,0.00
2021-10-07,93741.00,2150.99,223.00,180.15,44.99,35.99,58.75,0.00,0.00
2021-10-08,93567.00,2150.93,222.11,134.38,42.46,27.41,60.51,0.00,0.00
2021-10-09,93423.86,2150.88,219.18,147.02,47.06,39.83,53.10,0.00,0.00
2021-10-10,93480.00,2150.90,219.97,248.28,42.22,34.93,51.51,0.00,0.00
2021-10-11,93451.93,2150.89,219.50,205.35,40.08,32.80,46.52,0.00,0.00
2021-10-12,93423.86,2150.88,220.23,206.08,36.05,25.74,46.50,0.15,0.15
2021-10-13,93368.41,2150.86,219.50,191.55,40.98,35.61,45.23,0.30,0.15
2021-10-14,93368.41,2150.86,219.50,219.50,42.12,36.85,48.32,0.45,0.15
2021-10-15,93340.34,2150.85,218.72,204.56,45.11,38.89,55.09,0.45,0.00
2021-10-16,93284.20,2150.83,217.85,189.55,46.32,33.40,63.11,0.45,0.00
2021-10-17,93312.27,2150.84,216.58,230.73,45.32,34.51,54.93,0.45,0.00
2021-10-18,93256.14,2150.82,216.07,187.77,47.34,41.63,56.27,0.45,0.00
2021-10-19,93200.00,2150.80,215.72,187.41,44.92,32.53,59.62,0.45,0.00
2021-10-20,93200.00,2150.80,213.68,213.68,46.10,41.40,49.44,0.45,0.00
2021-10-21,93200.00,2150.80,216.00,216.00,46.47,38.72,55.82,0.45,0.00
2021-10-22,93312.27,2150.84,215.78,272.39,48.24,45.64,52.63,0.74,0.29
2021-10-23,93396.48,2150.87,216.00,258.45,42.81,37.27,46.57,0.74,0.00
2021-10-24,93654.00,2150.96,215.98,345.82,44.56,40.31,49.06,1.04,0.30
2021-10-25,93854.00,2151.03,212.26,313.09,42.72,37.37,48.28,1.04,0.00
2021-10-26,94424.00,2151.23,213.74,501.11,29.49,0.10,45.54,1.49,0.45
2021-10-27,95364.00,2151.56,215.84,689.75,30.55,2.83,46.26,1.64,0.15
2021-10-28,97229.00,2152.21,218.83,1159.10,44.45,39.61,53.84,2.08,0.45
2021-10-29,102510.00,2154.03,219.50,2882.01,43.57,33.88,50.24,2.23,0.15
2021-10-30,105130.00,2154.92,222.25,1543.17,35.35,24.81,48.21,2.23,0.00
2021-10-31,106670.00,2155.44,223.00,999.42,37.07,30.24,49.23,2.23,0.00
2021-11-01,107710.00,2155.79,223.00,747.33,36.36,27.33,44.54,2.23,0.00
2021-11-02,108580.00,2156.08,223.00,661.63,36.15,33.41,39.21,2.38,0.15
2021-11-03,109290.15,2156.32,232.55,590.59,40.60,37.80,43.79,2.53,0.15
2021-11-04,110399.93,2156.69,234.76,794.27,44.60,42.48,48.61,2.83,0.30
2021-11-05,112509.93,2157.39,234.39,777.86,38.10,29.89,44.84,2.83,0.00
2021-11-06,114236.00,2157.96,237.00,761.45,33.99,29.92,39.02,2.98,0.15
2021-11-07,115640.00,2158.42,237.00,745.03,33.84,30.42,38.98,2.98,0.15
2021-11-08,116614.00,2158.74,237.57,728.62,35.01,31.12,42.77,3.12,0.15
2021-11-09,117627.00,2159.07,238.08,748.80,37.90,33.46,42.51,3.42,0.30
2021-11-10,118400.15,2159.32,237.13,626.92,37.80,33.26,43.34,3.42,0.00
2021-11-11,119849.00,2159.79,244.00,974.46,36.63,33.24,38.65,5.06,1.64
2021-11-12,129353.23,2162.83,264.49,5056.21,42.71,37.49,49.77,6.99,1.93
2021-11-13,138453.84,2165.68,265.38,4853.61,39.94,35.51,46.66,7.73,0.59
2021-11-14,150620.00,2169.40,274.42,6408.20,56.45,37.79,59.38,8.03,0.15
2021-11-15,163321.83,2173.18,278.84,6682.68,45.61,35.04,57.00,8.18,0.15
2021-11-16,170376.00,2175.24,284.51,3840.99,35.20,30.55,39.30,8.18,0.00
2021-11-17,174354.92,2176.39,281.02,2287.06,30.32,21.47,38.44,8.18,0.00
2021-11-18,177240.00,2177.22,268.50,1723.06,31.45,29.11,34.84,8.48,0.30
2021-11-19,179435.42,2177.85,265.97,1372.83,34.16,29.25,39.55,8.63,0.15
2021-11-20,181045.08,2178.31,265.00,1076.54,35.29,26.94,41.50,8.63,0.00
2021-11-21,182347.83,2178.68,266.99,923.79,29.58,25.18,39.91,8.63,0.00
2021-11-22,183470.00,2179.00,268.50,834.26,29.46,28.08,33.58,8.63,0.00
2021-11-23,184565.08,2179.31,266.08,818.18,35.37,29.87,40.40,8.78,0.15
2021-11-24,185345.00,2179.53,251.78,644.99,34.51,29.87,40.91,8.78,0.00
2021-11-25,186405.25,2179.83,239.01,773.55,36.21,30.67,40.39,9.22,0.44
2021-11-26,188754.00,2180.49,240.76,1424.92,44.56,38.69,49.54,9.52,0.30
2021-11-27,192036.00,2181.41,245.00,1899.68,38.20,32.03,40.66,10.41,0.89
2021-11-28,198732.00,2183.27,252.93,3628.83,51.56,39.56,56.16,10.41,0.00
2021-11-29,204364.19,2184.82,252.59,3092.15,48.28,36.71,53.96,10.56,0.15
2021-11-30,208838.00,2186.04,254.17,2509.72,49.13,36.50,54.51,10.56,0.00
2021-12-01,213147.00,2187.21,257.47,2429.93,55.70,50.26,58.02,10.56,0.00
2021-12-02,216667.63,2188.16,258.24,2033.22,42.14,35.69,49.75,10.56,0.00
2021-12-03,219382.91,2188.89,254.39,1623.35,34.69,28.29,39.36,10.56,0.00
2021-12-04,221698.00,2189.51,240.65,1407.84,35.08,29.92,40.14,10.86,0.30
2021-12-05,223464.00,2189.98,234.76,1125.12,31.70,28.39,35.95,10.86,0.00
2021-12-06,225116.00,2190.42,235.03,1067.92,28.48,26.29,30.11,11.01,0.15
2021-12-07,226398.00,2190.76,231.51,877.86,30.52,28.69,32.60,11.01,0.00
2021-12-08,227718.09,2191.11,222.11,887.65,34.09,30.35,42.91,11.30,0.30
2021-12-09,228848.00,2191.41,222.80,792.46,32.78,27.13,35.31,11.45,0.15
2021-12-10,229911.91,2191.69,222.89,759.28,31.14,27.04,35.04,11.60,0.15
2021-12-11,231423.00,2192.09,225.28,987.12,33.12,29.44,40.45,12.64,1.04
2021-12-12,232334.28,2192.33,226.50,685.94,30.25,27.49,34.04,12.79,0.15
2021-12-13,233170.00,2192.55,226.65,647.99,31.51,28.20,33.26,12.79,0.00
2021-12-14,233818.00,2192.72,225.66,552.36,29.62,26.05,33.04,12.94,0.15
2021-12-15,234433.81,2192.88,226.50,536.97,25.65,22.29,30.43,12.94,0.00
2021-12-16,235004.00,2193.03,225.28,512.75,30.89,25.88,37.45,13.09,0.15
2021-12-17,235459.53,2193.15,223.49,453.16,28.10,23.73,34.11,13.24,0.15
2021-12-18,236264.58,2193.36,226.45,632.32,25.84,21.77,35.59,13.83,0.59
2021-12-19,236610.00,2193.45,223.00,397.15,28.04,20.90,32.81,13.83,0.00
2021-12-20,237180.00,2193.60,223.55,510.92,26.04,21.50,28.12,14.43,0.59
2021-12-21,237521.91,2193.69,225.39,397.77,24.67,22.93,26.41,14.43,0.00
2021-12-22,237988.09,2193.81,226.50,461.39,26.98,23.83,30.59,14.57,0.15
2021-12-23,238482.00,2193.94,224.48,473.38,31.82,28.83,35.52,15.02,0.45
2021-12-24,238905.00,2194.05,225.62,438.89,28.92,27.14,31.28,15.32,0.30
2021-12-25,239403.81,2194.18,225.35,476.84,27.58,26.34,29.99,15.76,0.44
2021-12-26,239675.00,2194.25,225.32,362.04,17.28,12.05,26.40,15.76,0.00
2021-12-27,239831.00,2194.29,224.88,303.53,15.73,11.15,20.94,15.76,0.00
2021-12-28,239984.28,2194.33,226.50,303.78,13.75,11.49,18.62,15.91,0.15
2021-12-29,240136.66,2194.37,225.15,301.97,12.91,10.51,24.65,15.91,0.00
2021-12-30,240367.00,2194.43,225.64,341.77,18.77,14.76,26.63,16.06,0.15
2021-12-31,240445.00,2194.45,223.20,262.53,14.11,10.18,19.51,16.06,0.00
2022-01-01,240562.00,2194.48,225.72,284.70,12.16,5.91,19.59,16.06,0.00
2022-01-02,240716.00,2194.52,228.01,305.65,9.57,5.24,15.14,16.21,0.15
2022-01-03,241020.00,2194.60,228.01,381.28,16.70,11.92,22.00,16.66,0.45
2022-01-04,241370.91,2194.69,226.50,403.42,20.58,13.42,27.17,16.80,0.15
2022-01-05,241644.00,2194.76,226.45,364.13,28.45,23.64,32.58,17.55,0.74
2022-01-06,242687.00,2195.03,230.00,755.85,23.93,21.29,26.65,20.23,2.68
2022-01-07,243263.81,2195.18,228.20,519.01,31.16,26.36,39.58,21.27,1.04
2022-01-08,243652.00,2195.28,226.92,422.63,31.43,25.65,34.54,21.41,0.15
2022-01-09,243925.48,2195.35,230.00,367.88,25.93,17.84,35.16,21.41,0.00
2022-01-10,244159.00,2195.41,229.82,347.55,22.42,15.67,30.90,21.41,0.00
2022-01-11,244744.00,2195.56,237.73,532.67,30.09,22.68,35.55,22.01,0.60
2022-01-12,246216.00,2195.94,249.16,991.29,33.81,31.95,37.60,22.45,0.44
2022-01-13,248829.09,2196.61,253.17,1570.60,33.61,30.70,38.97,22.60,0.15
2022-01-14,251061.81,2197.18,254.50,1380.16,29.55,27.16,32.05,22.60,0.00
2022-01-15,252749.09,2197.61,254.43,1105.10,30.72,29.31,31.94,22.60,0.00
2022-01-16,254120.00,2197.96,255.94,947.11,28.17,25.55,30.81,22.60,0.00
2022-01-17,255260.00,2198.25,257.89,832.64,34.84,25.85,50.22,22.60,0.00
2022-01-18,256484.00,2198.56,256.91,874.01,38.43,31.58,42.88,22.60,0.00
2022-01-19,257586.38,2198.84,258.00,813.78,32.15,27.22,38.49,22.60,0.00
2022-01-20,259605.48,2199.35,263.34,1281.31,38.02,31.57,48.43,23.20,0.60
2022-01-21,261946.00,2199.94,268.77,1448.78,37.33,30.16,44.54,23.20,0.00
2022-01-22,263970.00,2200.45,271.74,1292.18,31.11,23.82,40.17,23.20,0.00
2022-01-23,265810.00,2200.91,274.35,1202.02,26.65,20.51,46.03,23.20,0.00
2022-01-24,267240.00,2201.27,274.53,995.49,25.31,19.94,37.06,23.20,0.00
2022-01-25,268610.09,2201.61,275.50,966.26,20.79,17.11,31.48,23.20,0.00
2022-01-26,269850.00,2201.92,275.21,900.33,21.79,18.07,29.22,23.20,0.00
2022-01-27,270929.91,2202.19,275.50,819.95,22.63,20.93,26.06,23.20,0.00
2022-01-28,271860.00,2202.42,275.50,744.42,23.08,21.16,25.55,23.20,0.00
2022-01-29,272739.41,2202.64,275.36,718.73,,,,23.20,0.00
2022-01-30,273510.28,2202.83,275.21,663.86,26.28,21.19,37.17,23.35,0.15
2022-01-31,274518.00,2203.08,273.79,781.84,30.50,25.26,33.68,23.50,0.15
2022-02-01,275120.00,2203.23,275.15,578.66,30.67,23.53,33.46,23.64,0.15
2022-02-02,275646.59,2203.36,274.50,539.99,22.70,13.93,28.92,23.64,0.00
2022-02-03,276170.00,2203.49,272.71,536.34,33.76,25.66,43.56,23.64,0.00
2022-02-04,276579.00,2203.59,274.19,480.39,34.28,23.83,43.16,23.64,0.00
2022-02-05,277100.00,2203.72,274.17,536.55,38.87,27.85,46.59,23.64,0.00
2022-02-06,277502.19,2203.82,275.50,478.27,30.97,22.64,40.58,23.64,0.00
2022-02-07,277871.00,2203.91,276.63,463.87,38.44,22.10,47.79,23.64,0.00
2022-02-08,278240.00,2204.00,268.23,466.62,42.28,33.88,50.05,23.64,0.00
2022-02-09,278640.00,2204.10,263.41,490.71,48.54,43.35,54.11,23.64,0.00
2022-02-10,279290.00,2204.26,263.19,628.07,46.29,36.87,54.42,23.79,0.15
2022-02-11,280220.00,2204.49,264.45,772.56,36.16,26.58,49.69,23.79,0.00
2022-02-12,281200.00,2204.73,258.00,794.08,32.35,20.65,48.55,23.79,0.00
2022-02-13,282054.00,2204.94,257.04,729.72,30.58,17.96,42.87,23.79,0.00
2022-02-14,282822.31,2205.13,255.56,685.22,35.75,28.25,42.15,23.79,0.00
2022-02-15,283643.31,2205.33,254.00,710.28,39.01,31.80,43.51,23.79,0.00
2022-02-16,284250.00,2205.48,254.17,602.12,39.66,34.45,44.63,23.79,0.00
2022-02-17,284985.59,2205.66,255.77,668.91,39.82,33.63,44.15,23.79,0.00
2022-02-18,285600.09,2205.81,260.73,570.54,40.81,33.98,52.91,23.79,0.00
2022-02-19,286452.00,2206.02,265.00,694.50,39.57,33.67,45.76,24.09,0.30
2022-02-20,287190.00,2206.20,267.13,639.21,34.23,29.66,37.73,24.24,0.15
2022-02-21,287805.50,2206.35,267.39,577.70,29.98,23.86,38.01,24.24,0.00
2022-02-22,288330.00,2206.48,265.00,529.44,20.06,13.07,24.58,24.24,0.00
2022-02-23,288697.00,2206.57,265.00,450.03,19.45,10.00,29.31,24.24,0.00
2022-02-24,289147.81,2206.68,249.00,487.33,24.78,16.19,33.44,24.24,0.00
2022-02-25,289476.00,2206.76,243.00,423.46,21.26,8.94,34.90,24.24,0.00
2022-02-26,289886.59,2206.86,242.00,465.01,23.77,11.91,31.87,24.24,0.00
2022-02-27,290583.00,2207.03,240.00,608.67,29.93,26.62,32.77,24.54,0.30
2022-02-28,292626.00,2207.53,252.00,1300.57,33.75,31.97,35.57,27.06,2.52
2022-03-01,297152.31,2208.63,253.00,2557.52,39.22,33.31,49.49,27.21,0.15
2022-03-02,302113.31,2209.83,248.00,2771.70,36.09,29.72,43.35,27.21,0.00
2022-03-03,305561.59,2210.66,239.00,2003.51,37.75,32.61,41.34,27.36,0.15
2022-03-04,308188.00,2211.29,234.00,1584.95,36.81,29.13,46.23,27.36,0.00
2022-03-05,310362.09,2211.81,229.00,1353.96,37.16,30.74,45.26,27.36,0.00
2022-03-06,312210.00,2212.25,227.00,1191.17,38.39,29.23,49.42,27.36,0.00
2022-03-07,313680.00,2212.60,228.00,1003.96,43.32,36.95,48.41,27.36,0.00
2022-03-08,315192.00,2212.96,230.00,1027.30,35.92,29.44,40.49,27.36,0.00
2022-03-09,316452.00,2213.26,228.00,900.34,30.41,24.60,37.88,27.36,0.00
2022-03-10,317546.00,2213.52,227.00,816.81,33.33,22.27,42.39,27.36,0.00
2022-03-11,318520.00,2213.75,232.00,743.94,38.67,32.53,47.41,27.36,0.00
2022-03-12,319370.00,2213.95,235.00,682.71,39.07,26.67,54.31,27.36,0.00
2022-03-13,320251.59,2214.16,234.00,698.64,40.65,34.03,50.42,27.51,0.15
2022-03-14,321356.00,2214.42,233.00,812.53,36.48,34.16,40.63,27.81,0.30
2022-03-15,322798.00,2214.76,235.00,985.01,37.64,33.40,42.67,28.40,0.59
2022-03-16,324156.00,2215.08,237.00,946.16,38.36,33.34,43.53,28.55,0.15
2022-03-17,325305.53,2215.35,233.00,838.78,36.73,28.59,44.87,28.55,0.00
2022-03-18,326456.22,2215.62,232.00,838.14,39.47,32.41,49.99,28.55,0.00
2022-03-19,327521.75,2215.87,231.00,795.21,36.30,32.34,41.33,28.55,0.00
2022-03-20,328458.00,2216.09,229.00,730.03,35.34,31.74,39.12,28.55,0.00
2022-03-21,329489.31,2216.33,228.00,778.54,34.64,31.61,39.10,29.00,0.45
2022-03-22,330472.00,2216.56,231.00,755.46,41.45,35.88,51.94,29.00,0.00
2022-03-23,331672.41,2216.84,230.00,866.18,42.89,39.19,51.86,29.00,0.00
2022-03-24,333392.00,2217.24,229.00,1128.26,40.52,28.43,52.73,29.15,0.15
2022-03-25,335068.25,2217.63,227.00,1106.57,41.31,28.32,55.21,29.15,0.00
2022-03-26,336703.00,2218.01,226.00,1085.65,42.62,34.30,54.59,29.15,0.00
2022-03-27,338468.00,2218.42,225.00,1151.35,43.68,37.75,55.95,29.15,0.00
2022-03-28,340804.00,2218.96,224.00,1439.20,44.61,33.57,54.15,29.30,0.15
2022-03-29,343492.00,2219.58,223.00,1618.03,46.03,35.82,58.90,29.30,0.00
2022-03-30,346410.00,2220.25,227.00,1736.16,41.23,36.85,45.58,29.30,0.00
2022-03-31,348942.31,2220.83,227.00,1541.64,38.22,32.83,44.20,29.30,0.00
2022-04-01,351132.31,2221.33,227.00,1369.13,40.41,32.67,49.69,29.30,0.00
2022-04-02,353068.00,2221.77,227.00,1240.84,39.78,33.93,44.20,29.30,0.00
2022-04-03,354783.56,2222.16,230.00,1133.27,38.92,31.03,48.21,29.30,0.00
2022-04-04,357204.00,2222.71,230.00,1489.72,34.54,31.13,39.77,30.19,0.89
2022-04-05,359017.13,2223.12,230.00,1182.51,35.95,31.84,40.40,30.19,0.00
2022-04-06,360436.00,2223.44,230.00,983.85,38.71,28.12,52.35,30.34,0.15
2022-04-07,361766.00,2223.74,234.00,941.56,44.21,30.34,62.75,30.34,0.00
2022-04-08,363052.00,2224.03,234.00,920.21,39.76,33.09,48.51,30.63,0.29
2022-04-09,364564.66,2224.37,234.00,1035.82,32.43,30.57,36.45,30.78,0.15
2022-04-10,365849.56,2224.66,237.00,923.12,32.58,28.21,37.65,30.93,0.15
2022-04-11,366965.00,2224.91,237.00,838.05,33.59,29.25,40.21,30.93,0.00
2022-04-12,367944.22,2225.13,237.00,769.19,30.99,26.65,34.14,31.08,0.15
2022-04-13,368842.31,2225.33,237.00,728.29,31.42,28.11,36.94,31.08,0.00
2022-04-14,369645.00,2225.51,237.00,680.19,31.96,28.50,37.85,31.08,0.00
2022-04-15,370409.78,2225.68,234.00,659.02,33.58,26.44,42.60,31.23,0.15
2022-04-16,370940.00,2225.80,234.00,540.92,33.43,25.28,41.63,31.23,0.00
2022-04-17,371525.00,2225.93,234.00,566.94,40.19,32.71,49.12,31.23,0.00
2022-04-18,371705.00,2225.97,397.00,567.05,39.23,33.74,45.66,31.38,0.15
2022-04-19,371210.66,2225.86,628.00,469.18,39.15,34.25,44.29,31.38,0.00
2022-04-20,370764.00,2225.76,617.00,481.00,35.95,25.34,44.68,31.38,0.00
2022-04-21,370454.88,2225.69,621.00,545.76,41.08,36.46,50.31,31.38,0.00
2022-04-22,370229.34,2225.64,525.00,490.13,42.12,33.76,49.63,31.38,0.00
2022-04-23,370319.56,2225.66,415.00,525.49,45.06,36.10,54.71,31.53,0.15
2022-04-24,370544.00,2225.71,423.00,596.21,46.47,27.85,63.42,31.53,0.00
2022-04-25,370808.00,2225.77,485.00,680.51,43.11,36.90,52.75,31.53,0.00
2022-04-26,370852.00,2225.78,677.00,762.15,39.79,34.67,45.30,31.53,0.00
2022-04-27,370896.00,2225.79,681.00,764.18,39.71,33.35,47.02,31.53,0.00
2022-04-28,370852.00,2225.78,686.00,722.22,40.57,29.52,47.05,31.53,0.00
2022-04-29,370808.00,2225.77,690.00,722.25,46.25,37.42,56.23,31.67,0.15
2022-04-30,371210.66,2225.86,632.00,879.49,43.59,39.83,52.47,31.82,0.15
2022-05-01,372155.00,2226.07,526.00,1043.37,49.26,37.62,63.34,31.82,0.00
2022-05-02,373945.00,2226.47,501.00,1437.43,44.74,40.65,52.16,32.27,0.45
2022-05-03,376150.00,2226.96,487.00,1628.75,46.75,42.78,53.24,32.42,0.15
2022-05-04,378625.00,2227.51,508.00,1782.17,50.48,37.02,65.28,32.42,0.00
2022-05-05,381345.13,2228.11,826.00,2390.80,45.34,41.28,49.12,32.42,0.00
2022-05-06,384112.00,2228.72,1291.00,3006.76,42.10,37.77,49.08,32.72,0.30
2022-05-07,386253.88,2229.19,1338.00,2732.07,40.26,36.34,44.24,32.86,0.15
2022-05-08,387486.00,2229.46,1316.00,2246.57,39.88,35.71,45.21,32.86,0.00
2022-05-09,387992.00,2229.57,1342.00,1904.44,40.02,35.50,45.34,32.86,0.00
2022-05-10,387854.00,2229.54,1370.00,1602.43,42.31,38.02,47.49,32.86,0.00
2022-05-11,387578.00,2229.48,1333.00,1481.60,44.02,34.85,53.20,32.86,0.00
2022-05-12,387992.00,2229.57,1044.00,1512.65,42.49,36.66,50.58,33.01,0.15
2022-05-13,389270.56,2229.85,583.00,1423.03,41.66,35.76,49.22,33.01,0.00
2022-05-14,391018.00,2230.23,414.00,1457.30,43.55,38.37,52.56,33.16,0.15
2022-05-15,393133.88,2230.69,390.00,1613.79,46.00,43.02,50.32,33.46,0.30
2022-05-16,396226.69,2231.36,470.00,1994.62,46.73,43.02,51.54,33.46,0.00
2022-05-17,399088.00,2231.98,692.00,2205.91,46.53,40.27,52.45,33.46,0.00
2022-05-18,401040.00,2232.40,1224.00,2415.33,43.99,38.89,49.74,33.61,0.15
2022-05-19,402706.00,2232.76,1279.00,2331.32,41.18,36.75,45.32,33.61,0.00
2022-05-20,403728.00,2232.98,1271.00,1985.93,45.07,39.14,49.99,33.61,0.00
2022-05-21,404473.31,2233.14,1290.00,1863.97,45.81,35.87,57.59,33.76,0.15
2022-05-22,405032.00,2233.26,1282.00,1756.01,49.81,31.00,65.40,33.76,0.00
2022-05-23,405868.00,2233.44,1336.00,1951.90,51.70,46.02,56.15,33.76,0.00
2022-05-24,406757.22,2233.63,1491.00,2129.40,49.49,42.95,60.57,33.76,0.00
2022-05-25,408020.00,2233.90,1538.00,2354.11,51.52,44.75,61.06,33.90,0.14
2022-05-26,410068.47,2234.34,1520.00,2726.44,52.94,44.37,62.55,33.90,0.00
2022-05-27,412878.00,2234.94,1490.00,3083.68,50.38,46.40,55.64,33.90,0.00
2022-05-28,415745.00,2235.55,1501.00,3116.74,48.63,43.54,54.45,33.90,0.00
2022-05-29,417541.00,2235.93,1519.00,2595.90,46.31,43.30,48.67,33.90,0.00
2022-05-30,418762.88,2236.19,1529.00,2309.11,46.08,42.20,49.89,33.90,0.00
2022-05-31,419854.00,2236.42,1531.00,2248.78,53.81,40.19,67.80,33.90,0.00
2022-06-01,421462.00,2236.76,1638.00,2614.98,53.45,44.82,67.83,34.05,0.15
2022-06-02,424030.00,2237.30,1832.00,3306.61,54.33,48.83,70.30,34.20,0.15
2022-06-03,427219.00,2237.97,2104.00,3883.23,52.13,46.83,58.86,34.20,0.00
2022-06-04,429468.00,2238.44,2277.00,3570.52,54.86,48.25,64.13,34.35,0.15
2022-06-05,433580.00,2239.30,2536.00,4777.45,52.38,50.18,58.93,34.65,0.30
2022-06-06,434636.00,2239.52,3926.00,4644.49,51.17,48.28,55.85,34.65,0.00
2022-06-07,432864.44,2239.15,4336.00,3617.69,56.35,41.68,68.74,34.65,0.00
2022-06-08,430661.88,2238.69,4348.00,3412.31,56.60,49.18,64.01,34.65,0.00
2022-06-09,428560.00,2238.25,4324.00,3437.89,52.22,50.89,55.58,34.95,0.30
2022-06-10,430854.00,2238.73,4084.00,5415.51,54.12,49.52,63.00,35.09,0.14
2022-06-11,432486.00,2239.07,3726.00,4725.05,55.51,49.40,61.54,35.09,0.00
2022-06-12,432770.19,2239.13,3478.00,3805.56,51.33,46.02,57.55,35.09,0.00
2022-06-13,433100.00,2239.20,2855.00,3198.52,45.80,44.05,47.99,35.24,0.15
2022-06-14,433820.59,2239.35,2324.00,2853.85,47.23,42.45,50.81,35.39,0.15
2022-06-15,433820.59,2239.35,2226.00,2387.33,53.33,43.08,64.54,35.54,0.15
2022-06-16,433772.47,2239.34,2011.00,2155.55,55.82,47.93,63.36,35.54,0.00
2022-06-17,434684.00,2239.53,1561.00,2192.69,52.23,48.87,58.08,35.54,0.00
2022-06-18,435654.00,2239.73,1410.00,2062.08,51.05,47.93,54.42,35.54,0.00
2022-06-19,436325.66,2239.87,1467.00,1975.67,52.34,47.98,57.58,35.54,0.00
2022-06-20,436854.00,2239.98,1724.00,2191.00,55.31,50.92,60.93,35.54,0.00
2022-06-21,436806.00,2239.97,2198.00,2389.95,61.71,50.66,70.73,35.54,0.00
2022-06-22,436998.00,2240.01,2388.00,2723.73,60.15,54.05,65.97,35.69,0.15
2022-06-23,436421.88,2239.89,2720.00,2675.79,58.08,50.86,63.69,35.69,0.00
2022-06-24,435510.00,2239.70,2622.00,2411.10,60.00,46.46,77.51,35.69,0.00
2022-06-25,434732.00,2239.54,2394.00,2247.19,64.97,50.67,80.50,35.69,0.00
2022-06-26,434732.00,2239.54,2179.00,2398.24,68.26,51.60,86.42,35.69,0.00
2022-06-27,435215.28,2239.64,2145.00,2606.65,71.12,49.61,91.42,35.69,0.00
2022-06-28,436421.88,2239.89,1958.00,2786.40,61.69,55.73,69.62,35.84,0.15
2022-06-29,437286.00,2240.07,1897.00,2550.09,58.36,52.70,66.10,35.84,0.00
2022-06-30,436662.00,2239.94,2142.00,2038.18,62.64,49.56,76.51,35.84,0.00
2022-07-01,436710.00,2239.95,1828.00,2062.59,64.45,55.22,72.70,35.84,0.00
2022-07-02,436902.00,2239.99,1718.00,2015.38,63.71,53.38,81.98,35.84,0.00
2022-07-03,437046.00,2240.02,1752.00,2030.69,55.94,52.41,59.94,35.84,0.00
2022-07-04,436902.00,2239.99,1916.19,1843.59,57.93,50.10,66.97,35.84,0.00
2022-07-05,436278.72,2239.86,1755.00,1643.57,57.47,42.66,68.25,35.84,0.00
2022-07-06,435411.75,2239.68,1756.00,1521.00,60.05,55.58,65.86,36.14,0.30
2022-07-07,434492.00,2239.49,1758.00,1491.01,61.97,54.11,70.04,36.14,0.00
2022-07-08,433484.00,2239.28,1752.00,1442.63,62.42,54.06,71.90,36.14,0.00
2022-07-09,432390.00,2239.05,1754.00,1397.44,62.12,52.57,68.91,36.14,0.00
2022-07-10,431094.00,2238.78,1818.00,1361.08,64.17,57.56,71.97,36.14,0.00
2022-07-11,429468.00,2238.44,1927.00,1303.88,71.05,48.48,90.28,36.14,0.00
2022-07-12,427696.00,2238.07,2046.00,1340.38,70.62,51.29,86.26,36.14,0.00
2022-07-13,425507.13,2237.61,2300.00,1395.95,66.01,58.49,73.29,36.14,0.00
2022-07-14,422696.00,2237.02,2551.00,1339.60,68.36,54.35,82.33,36.14,0.00
2022-07-15,419376.25,2236.32,2652.00,1182.23,67.55,55.85,77.30,36.14,0.00
2022-07-16,415698.00,2235.54,2833.00,1182.21,64.91,58.45,73.52,36.14,0.00
2022-07-17,411618.66,2234.67,2944.00,1097.83,58.19,55.25,61.22,36.14,0.00
2022-07-18,407409.00,2233.77,2965.00,1057.58,60.37,53.43,70.06,36.14,0.00
