date,qu,qt,fb,mm,mx,mn,qd,af
1995-07-25,315.00,1767.00,2662.40,78.71,95.09,57.28,223.00,621253.13
1995-07-26,28.60,1771.00,2662.11,83.00,93.60,72.61,223.00,617797.13
1995-07-27,559.96,1760.00,2661.91,80.06,96.35,59.87,219.00,615416.88
1995-07-28,453.51,1760.00,2661.69,85.34,103.98,64.43,223.00,612825.50
1995-07-29,-116.21,1739.00,2661.38,74.22,88.10,60.50,204.00,609145.75
1995-07-30,512.49,1758.00,2661.17,65.17,79.29,50.59,223.00,606675.31
1995-07-31,179.76,1726.00,2660.91,68.67,86.44,49.49,223.00,603608.38
1995-08-01,281.99,1708.00,2660.67,74.03,96.43,50.67,223.00,600779.94
1995-08-02,410.66,1707.00,2660.45,78.76,95.64,58.69,222.00,598208.69
1995-08-03,46.66,1706.00,2660.17,79.31,95.49,58.85,221.00,594917.44
1995-08-04,347.91,1701.00,2659.94,82.96,97.37,65.22,214.00,592233.63
1995-08-05,4.34,1706.00,2659.65,83.62,98.87,63.17,221.00,588858.44
1995-08-06,481.67,1713.00,2659.44,86.06,97.14,67.73,222.00,586416.13
1995-08-07,273.79,1736.00,2659.19,72.93,87.47,60.19,223.00,583515.88
1995-08-08,158.37,1736.00,2658.92,63.46,75.67,47.45,223.00,580386.69
1995-08-09,-2.95,1734.00,2658.62,65.37,85.34,44.15,223.00,576941.50
1995-08-10,156.48,1724.00,2658.35,72.65,93.60,52.95,223.00,573832.38
1995-08-11,267.67,1725.00,2658.10,69.53,84.48,53.74,223.00,570941.81
1995-08-12,225.81,1724.00,2657.84,69.85,91.48,48.63,223.00,567970.19
1995-08-13,232.01,1724.00,2657.58,63.79,75.52,48.31,223.00,565010.88
1995-08-14,267.30,1709.00,2657.33,70.36,87.31,51.85,223.00,562151.31
1995-08-15,-67.97,1709.00,2657.02,71.98,94.07,51.22,224.00,558626.75
1995-08-16,397.09,1710.00,2656.79,66.59,70.88,60.89,225.00,556022.63
1995-08-17,323.37,1685.00,2656.55,63.96,73.71,55.39,226.00,553321.88
1995-08-18,244.95,1673.00,2656.30,62.39,77.17,44.46,226.00,550489.38
1995-08-19,416.32,1670.00,2656.08,64.28,86.21,42.73,225.00,548002.75
1995-08-20,134.69,1662.00,2655.81,70.25,93.13,47.29,225.00,544973.38
1995-08-21,137.34,1661.00,2655.54,80.31,97.53,58.53,225.00,541951.25
1995-08-22,590.31,1661.00,2655.35,78.51,96.43,59.40,225.00,539827.56
1995-08-23,-308.62,1668.00,2655.00,80.88,97.14,61.68,226.00,535907.00
1995-08-24,246.78,1646.00,2654.75,75.25,86.44,58.69,227.00,533131.69
1995-08-25,406.63,1635.00,2654.53,72.20,87.47,50.52,227.00,530695.25
1995-08-26,404.63,1633.00,2654.31,76.76,89.20,63.33,227.00,528258.81
1995-08-27,-32.79,1643.00,2654.01,70.26,89.04,50.12,227.00,524934.94
1995-08-28,476.93,1639.00,2653.80,76.47,93.52,55.23,228.00,522630.00
1995-08-29,361.47,1636.00,2653.57,74.28,83.54,59.95,228.00,520102.00
1995-08-30,199.13,1635.00,2653.31,67.02,86.99,47.45,228.00,517254.00
1995-08-31,-168.07,1606.00,2652.99,69.58,92.97,47.61,228.00,513735.19
1995-09-01,-56.89,1587.00,2652.69,77.24,97.37,56.25,228.00,510474.59
1995-09-02,766.05,1588.00,2652.54,76.59,95.49,53.90,229.00,508844.28
1995-09-03,-49.90,1594.00,2652.24,76.52,92.89,60.66,229.00,505583.66
1995-09-04,519.61,1565.00,2652.05,76.27,90.85,60.26,224.00,503510.16
1995-09-05,590.57,1565.00,2651.87,69.38,85.74,52.09,226.00,501577.41
1995-09-06,-525.92,1536.00,2651.49,68.29,84.40,49.26,227.00,497487.66
1995-09-07,458.09,1493.00,2651.30,69.61,78.43,60.11,227.00,495434.94
1995-09-08,669.29,1483.00,2651.15,62.94,76.70,48.08,227.00,493820.97
1995-09-09,183.03,1482.00,2650.91,63.75,76.85,47.76,227.00,491244.50
1995-09-10,-379.62,1444.00,2650.57,66.83,85.19,48.16,227.00,487627.41
1995-09-11,813.17,1408.00,2650.46,70.04,87.23,53.58,225.00,486447.59
1995-09-12,31.81,1378.00,2650.21,73.94,91.48,57.67,226.00,483777.47
1995-09-13,410.31,1373.00,2650.03,72.73,91.48,53.90,227.00,481868.00
1995-09-14,-16.59,1371.00,2649.77,73.17,92.26,53.90,227.00,479115.75
1995-09-15,-79.03,1361.00,2649.50,71.99,93.44,52.32,227.00,476259.50
1995-09-16,454.18,1360.00,2649.33,77.09,95.41,56.49,227.00,474462.84
1995-09-17,313.53,1320.00,2649.14,77.36,88.96,63.09,225.00,472466.53
1995-09-18,361.82,1320.00,2648.96,74.73,91.16,59.24,225.00,470566.00
1995-09-19,-391.46,1297.00,2648.64,70.12,85.97,50.67,225.00,467217.00
1995-09-20,715.71,1299.00,2648.53,66.74,76.93,50.59,227.00,466060.06
1995-09-21,-534.90,1261.00,2648.19,54.35,66.32,39.12,227.00,462497.94
1995-09-22,111.05,1215.00,2647.98,51.79,73.16,32.98,227.00,460308.28
1995-09-23,430.43,1212.00,2647.83,60.86,76.77,42.57,225.00,458758.06
1995-09-24,163.83,1211.00,2647.63,60.54,77.40,40.37,225.00,456681.03
1995-09-25,191.44,1165.00,2647.45,64.23,76.62,52.72,225.00,454750.00
1995-09-26,753.10,1165.00,2647.36,64.67,74.26,53.50,225.00,453933.00
1995-09-27,712.60,1124.00,2647.29,63.82,73.87,53.58,225.00,453117.00
1995-09-28,670.10,1082.00,2647.21,59.57,71.27,50.99,225.00,452300.00
1995-09-29,669.10,1081.00,2647.13,58.50,69.31,49.73,224.00,451483.00
1995-09-30,668.10,1080.00,2647.05,56.25,69.86,43.44,223.00,450666.00
1995-10-01,1398.60,1810.00,2646.97,56.81,67.81,46.51,224.00,449850.00
1995-10-02,637.10,1049.00,2646.89,55.41,74.57,40.29,224.00,449033.00
1995-10-03,1914.61,1054.00,2647.06,55.31,65.53,47.29,224.00,450740.00
1995-10-04,195.45,1048.00,2646.89,50.68,60.97,38.96,225.00,449049.00
1995-10-05,195.82,1004.00,2646.73,47.61,61.13,33.69,224.00,447446.00
1995-10-06,196.39,996.00,2646.58,51.03,65.53,37.23,224.00,445860.00
1995-10-07,201.43,996.00,2646.43,54.02,67.03,42.81,224.00,444284.00
1995-10-08,198.41,996.00,2646.27,50.27,65.92,34.32,224.00,442702.00
1995-10-09,266.24,963.00,2646.14,53.01,68.36,39.74,224.00,441320.00
1995-10-10,202.35,946.00,2645.99,53.75,69.70,39.90,225.00,439845.00
1995-10-11,203.87,946.00,2645.85,56.12,79.13,39.67,225.00,438373.00
1995-10-12,225.85,910.00,2645.72,50.42,59.40,38.88,225.00,437016.00
1995-10-13,226.94,900.00,2645.58,44.42,60.66,31.25,225.00,435681.00
1995-10-14,219.88,900.00,2645.45,45.22,63.80,31.02,225.00,434332.00
1995-10-15,210.81,899.00,2645.32,48.78,69.31,34.08,225.00,432967.00
1995-10-16,215.72,854.00,2645.19,58.04,72.21,43.60,225.00,431701.00
1995-10-17,208.16,854.00,2645.07,56.01,72.92,40.77,225.00,430420.00
1995-10-18,208.12,859.00,2644.94,55.01,65.85,41.24,230.00,429129.00
1995-10-19,210.60,864.00,2644.81,44.14,61.84,29.92,235.00,427833.00
1995-10-20,212.55,327.00,2644.79,43.74,58.85,30.31,117.00,427606.00
1995-10-21,174.33,12.00,2644.82,47.54,56.10,39.27,12.00,427927.97
1995-10-22,174.33,12.00,2644.85,45.40,58.53,33.61,12.00,428249.94
1995-10-23,174.33,12.00,2644.88,45.01,59.71,31.57,12.00,428571.91
1995-10-24,174.34,12.00,2644.91,48.03,66.95,33.93,12.00,428893.91
1995-10-25,174.33,12.00,2644.95,51.13,64.75,33.45,12.00,429215.88
1995-10-26,174.32,12.00,2644.98,59.40,66.48,41.87,12.00,429537.84
1995-10-27,174.33,12.00,2645.01,45.44,61.60,31.65,12.00,429859.81
1995-10-28,173.33,11.00,2645.04,45.63,64.98,32.28,11.00,430181.78
1995-10-29,173.33,11.00,2645.07,48.30,62.70,34.24,11.00,430503.75
1995-10-30,173.33,11.00,2645.11,42.08,54.76,28.82,11.00,430825.72
1995-10-31,173.33,11.00,2645.14,38.89,51.85,23.78,11.00,431147.69
1995-11-01,173.34,11.00,2645.17,34.07,47.61,23.63,11.00,431469.69
1995-11-02,174.33,12.00,2645.20,30.88,47.37,19.62,12.00,431791.66
1995-11-03,174.33,12.00,2645.23,31.41,50.99,17.73,12.00,432113.63
1995-11-04,174.32,12.00,2645.26,34.07,46.51,18.91,12.00,432435.59
1995-11-05,174.33,12.00,2645.30,45.15,56.96,35.89,12.00,432757.56
1995-11-06,174.33,12.00,2645.33,47.65,55.00,41.87,12.00,433079.53
1995-11-07,174.33,12.00,2645.36,45.89,60.58,41.47,12.00,433401.50
1995-11-08,174.33,12.00,2645.39,49.02,62.78,34.56,12.00,433723.47
1995-11-09,174.34,12.00,2645.42,49.04,58.85,37.23,12.00,434045.47
1995-11-10,174.33,12.00,2645.45,43.43,49.26,35.26,12.00,434367.44
1995-11-11,174.33,12.00,2645.49,50.50,61.44,41.16,12.00,434689.41
1995-11-12,175.33,13.00,2645.52,53.93,60.97,48.55,13.00,435011.38
1995-11-13,175.32,13.00,2645.55,49.43,52.48,46.98,13.00,435333.34
1995-11-14,221.37,13.00,2645.59,48.45,50.44,46.98,13.00,435746.63
1995-11-15,577.56,12.00,2645.70,49.00,52.24,46.51,12.00,436868.41
1995-11-16,160.82,12.00,2645.73,48.32,57.43,41.87,12.00,437163.59
1995-11-17,376.64,12.00,2645.80,46.21,51.07,43.12,12.00,437886.84
1995-11-18,369.20,12.00,2645.87,49.49,63.49,36.99,12.00,438595.34
1995-11-19,160.84,12.00,2645.90,42.15,50.91,35.89,12.00,438890.56
1995-11-20,324.54,12.00,2645.96,39.09,53.11,29.29,12.00,439510.47
1995-11-21,213.93,13.00,2646.00,39.80,51.93,31.65,13.00,439909.00
1995-11-22,425.73,13.00,2646.08,43.61,55.31,33.69,13.00,440727.63
1995-11-23,170.58,13.00,2646.11,43.80,54.37,31.65,13.00,441040.19
1995-11-24,425.71,13.00,2646.19,46.43,55.86,39.98,13.00,441858.78
1995-11-25,373.20,13.00,2646.26,49.47,62.78,38.01,13.00,442573.22
1995-11-26,328.16,13.00,2646.32,46.96,51.69,39.82,13.00,443198.34
1995-11-27,425.73,13.00,2646.40,42.03,47.45,35.89,13.00,444016.97
1995-11-28,163.07,13.00,2646.43,52.25,61.76,37.62,13.00,444314.63
1995-11-29,373.19,13.00,2646.50,56.16,62.47,49.96,13.00,445029.06
1995-11-30,381.70,14.00,2646.57,58.37,62.78,50.20,14.00,445758.38
1995-12-01,681.84,14.00,2646.70,54.42,64.12,42.89,14.00,447083.03
1995-12-02,119.06,14.00,2646.72,45.02,51.77,37.86,14.00,447291.41
1995-12-03,734.37,14.00,2646.86,40.00,50.75,32.28,14.00,448720.25
1995-12-04,14.00,14.00,2646.86,44.81,56.18,24.49,14.00,448720.25
1995-12-05,788.42,15.00,2647.01,29.17,32.51,24.73,15.00,450254.31
1995-12-06,485.47,15.00,2647.10,25.28,32.43,15.61,15.00,451187.47
1995-12-07,538.58,15.00,2647.20,32.20,44.85,25.99,15.00,452225.97
1995-12-08,326.12,15.00,2647.26,28.83,33.77,22.29,15.00,452843.06
1995-12-09,697.93,15.00,2647.39,32.01,33.77,29.84,15.00,454197.63
1995-12-10,1107.70,15.00,2647.60,33.35,37.70,28.82,15.00,456364.97
1995-12-11,804.16,15.00,2647.75,39.84,54.13,32.12,15.00,457930.25
1995-12-12,1213.92,15.00,2647.98,56.72,66.63,48.16,15.00,460308.28
1995-12-13,435.90,15.00,2648.06,46.39,53.19,37.78,15.00,461143.13
1995-12-14,544.56,15.00,2648.16,41.61,52.32,33.22,15.00,462193.50
1995-12-15,1281.34,15.00,2648.40,41.62,46.27,38.33,15.00,464705.25
1995-12-16,859.23,15.00,2648.56,37.69,45.33,30.70,15.00,466379.75
1995-12-17,644.33,15.00,2648.68,31.71,42.81,25.67,15.00,467628.00
1995-12-18,544.57,15.00,2648.78,28.34,37.15,22.61,15.00,468678.38
1995-12-19,490.84,15.00,2648.87,29.64,33.06,23.39,15.00,469622.19
1995-12-20,644.33,15.00,2648.99,32.87,36.84,27.56,15.00,470870.44
1995-12-21,122.92,15.00,2649.01,32.92,36.29,26.22,15.00,471084.50
1995-12-22,231.78,15.00,2649.05,28.05,32.67,19.46,15.00,471514.47
1995-12-23,595.64,15.00,2649.16,22.85,32.51,17.42,15.00,472666.16
1995-12-24,366.48,15.00,2649.16,20.42,26.38,14.43,15.00,473363.31
1995-12-25,366.50,15.00,2649.16,24.70,25.83,23.39,15.00,474060.50
1995-12-26,366.49,15.00,2649.16,25.24,26.69,24.49,15.00,474757.66
1995-12-27,366.50,15.00,2649.16,24.18,26.14,22.29,15.00,475454.84
1995-12-28,366.49,15.00,2649.49,29.14,34.40,24.89,15.00,476152.00
1995-12-29,577.31,16.00,2649.52,30.12,32.83,27.64,16.00,477265.34
1995-12-30,577.30,16.00,2649.70,35.17,52.72,30.70,16.00,478378.66
1995-12-31,333.42,16.00,2649.76,44.36,52.95,31.65,16.00,479008.25
1996-01-01,1503.76,15.00,2650.04,37.60,43.60,30.94,15.00,481961.16
1996-01-02,1956.01,15.00,2650.40,38.17,42.50,33.06,15.00,485811.09
1996-01-03,1949.20,16.00,2650.76,43.23,53.66,30.31,16.00,489645.53
1996-01-04,1197.83,16.00,2650.98,36.67,46.90,26.38,16.00,491989.66
1996-01-05,938.29,15.00,2651.15,34.42,43.28,27.32,15.00,493820.97
1996-01-06,939.31,15.00,2651.32,34.75,40.29,28.50,15.00,495654.31
1996-01-07,939.31,15.00,2651.49,31.98,38.80,27.64,15.00,497487.66
1996-01-08,402.19,23.00,2651.56,39.59,46.74,32.28,23.00,498239.78
1996-01-09,899.01,30.00,2651.72,40.53,49.49,35.81,30.00,499963.44
1996-01-10,464.51,30.00,2651.80,40.79,52.40,29.68,30.00,500825.28
1996-01-11,568.21,31.00,2651.90,33.31,45.17,26.38,31.00,501890.81
1996-01-12,687.82,31.00,2652.02,30.60,37.94,23.78,31.00,503193.59
1996-01-13,525.76,31.00,2652.11,34.13,36.21,32.43,31.00,504174.94
1996-01-14,741.23,31.00,2652.24,33.88,39.43,30.94,31.00,505583.66
1996-01-15,1063.41,26.00,2652.43,42.81,56.02,31.57,26.00,507641.34
1996-01-16,356.17,21.00,2652.49,43.13,51.07,36.91,21.00,508306.13
1996-01-17,506.77,20.00,2652.58,34.40,39.90,26.93,20.00,509271.63
1996-01-18,1232.98,20.00,2652.80,28.00,33.85,23.71,20.00,511677.53
1996-01-19,1500.47,20.00,2653.07,39.50,45.80,22.13,20.00,514614.00
1996-01-20,464.67,21.00,2653.15,43.15,48.47,38.41,21.00,515494.00
1996-01-21,851.87,21.00,2653.30,39.82,43.91,29.68,21.00,517142.00
1996-01-22,736.93,19.00,2653.43,31.78,37.07,24.26,19.00,518566.00
1996-01-23,571.60,15.00,2653.53,34.34,40.84,30.31,15.00,519670.00
1996-01-24,289.27,15.00,2653.58,37.42,41.95,28.42,15.00,520214.00
1996-01-25,676.47,15.00,2653.70,33.57,39.59,28.03,15.00,521526.00
1996-01-26,402.20,15.00,2653.77,34.21,39.98,29.21,15.00,522294.00
1996-01-27,958.80,15.00,2653.94,34.70,47.29,27.40,15.00,524166.00
1996-01-28,402.67,15.00,2654.01,38.78,42.89,33.61,15.00,524934.94
1996-01-29,299.73,15.00,2654.06,36.04,39.98,29.60,15.00,525499.69
1996-01-30,234.63,15.00,2654.10,24.60,29.60,17.26,15.00,525935.31
1996-01-31,234.66,15.00,2654.14,18.81,25.91,12.31,15.00,526371.00
1996-02-01,909.84,15.00,2654.30,16.62,20.25,10.97,15.00,528145.88
1996-02-02,357.54,24.00,2654.36,15.87,20.80,7.51,24.00,528807.44
1996-02-03,258.79,31.00,2654.40,12.73,19.62,6.80,31.00,529259.25
1996-02-04,624.11,14.00,2654.51,18.34,21.98,14.04,14.00,530469.38
1996-02-05,298.73,14.00,2654.56,30.02,39.59,21.58,14.00,531034.13
1996-02-06,900.70,14.00,2654.72,47.26,55.31,32.75,14.00,532792.88
1996-02-07,929.48,539.00,2654.79,56.15,62.70,48.86,539.00,533567.38
1996-02-08,3479.59,2020.00,2655.05,46.74,57.91,41.87,2020.00,536462.44
1996-02-09,4464.28,2430.00,2655.41,48.12,59.08,36.36,2430.00,540497.38
1996-02-10,4058.95,2420.00,2655.70,38.13,47.29,30.62,2420.00,543748.19
1996-02-11,3703.03,2410.00,2655.93,37.09,50.83,27.64,2410.00,546312.88
1996-02-12,3027.81,2400.00,2656.04,36.41,51.22,27.72,2400.00,547558.13
1996-02-13,2624.16,2400.00,2656.08,38.97,54.92,28.74,2400.00,548002.75
1996-02-14,2516.24,2400.00,2656.10,40.05,58.06,30.00,2400.00,548233.31
1996-02-15,2273.76,2390.00,2656.08,41.43,57.75,30.39,2390.00,548002.75
1996-02-16,2107.70,2390.00,2656.03,40.38,54.92,30.55,2390.00,547442.81
1996-02-17,2788.54,2390.00,2656.10,43.00,53.27,37.07,2390.00,548233.31
1996-02-18,2720.41,2380.00,2656.16,48.95,61.92,38.72,2380.00,548908.50
1996-02-19,3633.68,2380.00,2656.38,49.95,56.02,44.54,2380.00,551395.13
1996-02-20,5403.84,2390.00,2656.91,51.50,59.95,41.16,2390.00,557373.00
1996-02-21,5377.44,2390.00,2657.43,44.49,57.20,36.29,2390.00,563298.50
1996-02-22,5614.74,1990.00,2658.06,38.95,44.23,32.83,1990.00,570488.06
1996-02-23,4673.08,1250.00,2658.65,43.43,52.87,33.77,1250.00,577277.63
1996-02-24,3029.36,936.00,2659.01,34.18,39.43,26.38,936.00,581429.75
1996-02-25,2629.09,936.00,2659.30,29.62,38.64,24.33,936.00,584787.94
1996-02-26,2109.46,938.00,2659.50,29.81,36.21,22.29,938.00,587111.50
1996-02-27,1761.37,530.00,2659.71,27.24,36.05,17.57,530.00,589553.88
1996-02-28,1337.62,226.00,2659.90,34.50,42.81,26.61,226.00,591758.75
1996-02-29,1465.17,227.00,2660.11,31.38,47.06,19.22,227.00,594214.63
1996-03-01,1409.00,225.00,2660.31,40.49,57.36,30.47,225.00,596563.06
1996-03-02,1293.01,230.00,2660.49,46.93,60.26,30.62,230.00,598671.50
1996-03-03,1059.67,230.00,2660.63,49.55,61.05,40.69,230.00,600317.13
1996-03-04,1582.67,632.00,2660.79,47.19,57.28,39.90,632.00,602202.75
1996-03-05,884.67,1360.00,2660.71,42.67,49.96,37.46,1360.00,601259.94
1996-03-06,1826.17,2120.00,2660.66,42.96,53.50,32.59,2120.00,600677.13
1996-03-07,2461.83,2410.00,2660.67,45.44,56.88,37.86,2410.00,600779.94
1996-03-08,1933.33,2400.00,2660.59,46.19,62.70,34.40,2400.00,599854.31
1996-03-09,2339.50,2400.00,2660.58,45.10,57.59,36.36,2400.00,599734.31
1996-03-10,3028.67,2320.00,2660.70,50.28,64.43,41.32,2320.00,601139.94
1996-03-11,4887.83,2280.00,2661.14,50.44,61.76,39.90,2280.00,606312.50
1996-03-12,6757.86,2760.00,2661.81,46.79,49.18,44.07,2760.00,614242.13
1996-03-13,6917.11,4280.00,2662.25,49.72,59.87,42.57,4280.00,619472.75
1996-03-14,6224.80,5380.00,2662.39,46.41,61.05,39.12,5380.00,621148.38
1996-03-15,5196.00,5680.00,2662.31,52.43,66.40,41.47,5680.00,620188.38
1996-03-16,5506.79,5630.00,2662.29,47.85,63.49,37.31,5630.00,619944.00
1996-03-17,5440.81,5740.00,2662.24,47.04,59.48,35.89,5740.00,619350.56
1996-03-18,4722.78,5990.00,2662.03,45.51,59.56,32.59,5990.00,616837.06
1996-03-19,4535.94,5130.00,2661.93,45.73,65.92,30.47,5130.00,615658.75
1996-03-20,4416.50,3400.00,2662.10,49.77,64.59,39.59,3400.00,617674.94
1996-03-21,5336.02,1420.00,2662.75,48.77,66.00,34.56,1420.00,625442.25
1996-03-22,5671.60,944.00,2663.53,45.48,52.32,38.96,944.00,634819.31
1996-03-23,5570.84,947.00,2664.29,44.37,53.50,36.91,947.00,643990.56
1996-03-24,4302.00,566.00,2664.90,37.93,44.93,31.57,566.00,651400.81
1996-03-25,3373.74,158.00,2665.42,37.72,49.57,28.82,158.00,657779.13
1996-03-26,2710.83,240.00,2665.82,44.46,59.56,32.12,240.00,662679.94
1996-03-27,2576.64,651.00,2666.13,44.40,49.10,34.63,651.00,666499.38
1996-03-28,2761.37,954.00,2666.42,40.15,43.91,35.50,954.00,670084.25
1996-03-29,3830.93,2270.00,2666.67,42.51,51.54,35.42,2270.00,673180.31
1996-03-30,5329.92,3340.00,2666.99,45.86,56.65,34.01,3340.00,677127.25
1996-03-31,4636.10,4700.00,2666.98,50.89,70.17,35.66,4700.00,677000.50
1996-04-01,5215.90,5152.00,2666.99,49.58,61.29,45.72,4910.00,677127.25
1996-04-02,5232.31,5853.00,2666.89,50.02,59.08,43.36,5550.00,675896.13
1996-04-03,5559.27,6180.00,2666.79,45.98,55.39,37.23,5850.00,674664.94
1996-04-04,5876.42,6132.00,2666.75,47.52,63.09,34.95,5800.00,674158.00
1996-04-05,4972.47,5721.00,2666.63,51.97,66.63,42.42,5390.00,672673.31
1996-04-06,4575.41,5260.00,2666.52,52.77,72.61,39.12,4930.00,671315.44
1996-04-07,4340.00,4340.00,2666.52,57.63,78.11,42.18,4010.00,671315.44
1996-04-08,4576.90,4513.00,2666.53,60.06,82.67,44.93,4110.00,671442.19
1996-04-09,5242.57,3563.00,2666.80,61.09,76.70,49.49,3130.00,674773.56
1996-04-10,5516.32,2820.00,2667.23,55.01,63.33,44.30,2340.00,680121.63
1996-04-11,5417.40,2839.00,2667.64,53.23,63.96,42.81,2340.00,685235.81
1996-04-12,4796.11,2280.00,2668.04,49.19,55.70,41.95,1760.00,690226.44
1996-04-13,4625.79,1830.00,2668.48,47.70,57.51,37.46,1310.00,695771.81
1996-04-14,4279.50,1493.00,2668.92,49.39,64.20,32.98,957.00,701298.75
1996-04-15,4006.17,1263.00,2669.35,54.21,73.16,38.96,638.00,706739.75
1996-04-16,3037.80,918.00,2669.68,57.83,66.08,49.02,236.00,710944.31
1996-04-17,3112.28,935.00,2670.02,52.95,63.09,45.25,238.00,715262.88
1996-04-18,3465.47,1790.00,2670.28,45.23,54.60,36.84,1070.00,718586.13
1996-04-19,2990.00,2990.00,2670.28,46.11,56.18,34.95,2240.00,718586.13
1996-04-20,3043.11,3630.00,2670.19,46.23,56.10,37.70,2880.00,717422.06
1996-04-21,2646.57,3999.00,2669.98,47.08,56.88,34.95,3220.00,714739.56
1996-04-22,2829.28,3786.00,2669.83,50.99,59.48,41.08,2970.00,712841.94
1996-04-23,2742.56,3643.00,2669.69,58.59,71.66,50.67,2830.00,711055.94
1996-04-24,2419.28,3376.00,2669.54,57.17,69.15,47.68,2550.00,709158.31
1996-04-25,2840.42,3028.00,2669.51,52.94,68.91,37.86,2200.00,708786.25
1996-04-26,2911.83,2471.00,2669.58,58.00,68.36,49.18,1590.00,709660.63
1996-04-27,3074.47,2371.00,2669.69,48.54,57.83,40.37,1490.00,711055.94
1996-04-28,3168.53,2587.00,2669.78,48.19,63.09,30.70,1610.00,712209.38
1996-04-29,2992.92,2674.00,2669.83,53.79,67.73,38.96,1600.00,712841.94
1996-04-30,2789.64,2724.00,2669.84,57.14,74.02,40.61,1630.00,712972.13
1996-05-01,2461.36,2527.00,2669.83,59.42,70.88,47.68,1390.00,712841.94
1996-05-02,2552.64,2487.00,2669.84,53.23,62.23,44.15,1300.00,712972.13
1996-05-03,2741.25,2488.00,2669.88,48.21,57.43,40.14,1280.00,713474.44
1996-05-04,2478.00,2478.00,2669.88,47.29,58.69,33.30,1270.00,713474.44
1996-05-05,2430.36,2496.00,2669.87,53.06,69.07,39.90,1220.00,713344.25
1996-05-06,1998.31,1867.00,2669.89,53.47,67.50,36.52,591.00,713604.69
1996-05-07,2348.47,1645.00,2670.00,59.89,70.80,48.94,245.00,715000.00
1996-05-08,1773.27,1707.00,2670.01,54.45,65.77,41.95,244.00,715131.44
1996-05-09,2046.85,1725.00,2670.06,56.03,71.04,35.11,246.00,715769.81
1996-05-10,1927.54,1795.00,2670.08,59.52,74.02,41.08,246.00,716032.69
1996-05-11,1213.68,1800.00,2669.99,65.98,82.43,43.83,246.00,714869.75
1996-05-12,1935.94,1804.00,2670.01,70.01,84.24,52.95,246.00,715131.44
1996-05-13,1357.18,1808.00,2669.94,65.70,76.07,55.47,248.00,714237.25
1996-05-14,1912.31,1781.00,2669.96,63.33,73.39,57.36,249.00,714497.69
1996-05-15,1149.11,1665.00,2669.88,63.47,71.82,56.49,248.00,713474.44
1996-05-16,1852.92,1534.00,2669.93,57.39,65.77,52.95,249.00,714107.00
1996-05-17,2115.80,1410.00,2670.04,60.35,72.29,51.85,251.00,715506.94
1996-05-18,2094.23,1318.00,2670.16,56.19,65.14,49.57,254.00,717046.56
1996-05-19,1971.96,1262.00,2670.27,52.04,59.40,43.75,275.00,718454.75
1996-05-20,2395.58,1165.00,2670.46,53.94,66.71,40.14,350.00,720895.56
1996-05-21,3077.01,1269.00,2670.74,56.50,64.75,47.13,468.00,724481.69
1996-05-22,2007.81,1951.00,2670.75,53.91,60.58,45.48,1150.00,724594.38
1996-05-23,2136.11,1748.00,2670.81,50.58,59.08,40.37,947.00,725364.19
1996-05-24,1744.15,2066.00,2670.76,59.91,70.64,50.83,1190.00,724725.81
1996-05-25,2028.66,2218.00,2670.73,60.99,76.38,46.03,1340.00,724350.25
1996-05-26,1689.77,1756.00,2670.72,66.06,79.37,50.20,848.00,724218.88
1996-05-27,1666.23,1600.00,2670.73,66.78,77.40,53.58,598.00,724350.25
1996-05-28,1496.42,1752.00,2670.69,59.98,70.88,45.80,587.00,723843.31
1996-05-29,1404.92,1793.00,2670.63,58.88,68.76,49.81,516.00,723073.56
1996-05-30,1025.51,1868.00,2670.50,58.45,73.16,42.42,449.00,721402.50
1996-05-31,1550.15,1872.00,2670.45,61.33,77.72,43.12,393.00,720764.13
1996-06-01,1566.42,1822.00,2670.41,65.52,81.26,47.37,343.00,720257.19
1996-06-02,778.74,1820.00,2670.25,68.13,86.60,46.51,300.00,718191.88
1996-06-03,1242.57,1820.00,2670.16,72.27,90.69,52.72,269.00,717046.56
1996-06-04,980.51,1823.00,2670.03,74.08,88.25,57.12,249.00,715375.50
1996-06-05,861.55,1820.00,2669.88,68.71,83.46,51.38,245.00,713474.44
1996-06-06,807.65,1830.00,2669.72,68.74,87.94,46.90,246.00,711446.63
1996-06-07,664.30,1818.00,2669.54,74.16,98.00,49.18,234.00,709158.31
1996-06-08,741.98,1830.00,2669.37,79.50,96.74,59.48,246.00,707000.25
1996-06-09,677.31,1831.00,2669.19,75.54,90.45,53.50,245.00,704711.94
1996-06-10,742.98,1831.00,2669.02,70.50,86.44,51.85,245.00,702553.88
1996-06-11,501.57,1831.00,2668.81,70.87,82.28,55.86,245.00,699917.00
1996-06-12,818.57,1831.00,2668.65,68.54,85.66,46.90,245.00,697908.88
1996-06-13,247.68,1836.00,2668.40,73.08,92.97,48.24,244.00,694758.50
1996-06-14,888.61,1836.00,2668.25,79.38,91.71,66.63,244.00,692879.38
1996-06-15,55.30,1837.00,2667.97,76.84,94.62,56.49,245.00,689345.44
1996-06-16,653.09,1841.00,2667.78,75.42,90.93,57.91,245.00,686989.25
1996-06-17,579.42,1841.00,2667.58,66.41,77.01,53.74,245.00,684486.94
1996-06-18,210.09,1840.00,2667.32,54.93,67.81,39.27,244.00,681254.06
1996-06-19,446.48,1837.00,2667.10,57.25,72.84,36.05,242.00,678496.00
