date,qu,af,fb,aqd,mm,mn,mx
1998-04-11,391.09,154948.00,2907.59,,39.74,34.03,48.32
1998-04-12,227.24,154645.00,2907.45,,40.82,34.03,51.54
1998-04-13,315.95,154517.95,2907.39,,39.20,32.34,45.93
1998-04-14,358.03,154474.38,2907.37,,39.37,31.36,51.40
1998-04-15,352.88,154452.33,2907.36,,42.56,28.70,57.28
1998-04-16,334.88,154430.27,2907.35,,44.26,38.65,49.86
1998-04-17,323.76,154386.16,2907.33,,46.10,30.24,62.75
1998-04-18,346.00,154386.16,2907.33,,47.80,35.57,62.75
1998-04-19,368.24,154430.27,2907.35,,49.04,39.07,65.13
1998-04-20,551.56,154838.00,2907.54,,48.71,31.22,69.19
1998-04-21,401.46,154948.00,2907.59,,53.46,35.43,77.46
1998-04-22,468.01,155190.00,2907.70,,55.46,41.59,72.41
1998-04-23,937.88,156364.00,2908.24,,50.82,43.97,56.58
1998-04-24,742.27,157150.00,2908.60,,43.90,40.75,48.46
1998-04-25,906.65,158262.05,2909.11,,45.46,38.79,53.36
1998-04-26,811.82,159186.00,2909.53,,49.37,32.76,67.79
1998-04-27,717.23,159922.33,2909.86,,54.55,36.41,75.78
1998-04-28,1094.01,161406.00,2910.53,,57.23,38.23,78.72
1998-04-29,1369.41,163428.00,2911.44,,58.80,43.69,81.38
1998-04-30,1185.84,165085.89,2912.18,,59.26,46.21,84.04
1998-05-01,1683.19,167730.27,2913.35,,61.12,45.09,83.76
1998-05-02,1998.44,170994.00,2914.78,,59.29,53.92,73.67
1998-05-03,2197.36,174644.36,2916.36,,58.86,49.16,69.75
1998-05-04,2121.47,178130.30,2917.85,,60.80,46.49,81.80
1998-05-05,2068.92,181512.00,2919.28,,62.50,46.21,83.90
1998-05-06,2195.07,185136.00,2920.79,,59.28,44.25,72.27
1998-05-07,2057.86,188487.83,2922.17,,59.32,46.63,74.37
1998-05-08,1891.66,191510.00,2923.40,,49.43,41.45,56.44
1998-05-09,1213.95,193180.00,2924.40,,49.98,42.85,57.00
1998-05-10,1531.57,195480.00,2925.00,,51.64,42.57,62.05
1998-05-11,1184.66,196840.00,2925.54,,49.64,43.69,58.12
1998-05-12,1194.89,197040.13,2925.62,,52.37,45.93,64.85
1998-05-13,1207.50,196815.00,2925.53,,51.76,46.35,59.80
1998-05-14,1341.50,197040.13,2925.62,,47.29,41.45,56.58
1998-05-15,1103.73,196990.00,2925.60,,46.53,37.95,55.46
1998-05-16,1002.96,196740.00,2925.50,,44.72,32.62,54.90
1998-05-17,896.13,196532.00,2925.42,,48.54,45.51,52.24
1998-05-18,1016.30,196965.00,2925.59,,51.76,43.41,64.99
1998-05-19,688.74,197164.81,2925.67,,52.04,36.13,68.77
1998-05-20,934.07,198000.00,2926.00,,49.40,43.13,54.34
1998-05-21,829.68,198525.00,2926.21,,49.93,42.99,56.02
1998-05-22,919.13,198880.31,2926.35,,51.81,45.23,57.84
1998-05-23,872.28,198932.44,2926.37,,56.06,50.42,65.55
1998-05-24,959.82,198957.88,2926.38,,54.19,43.97,64.29
1998-05-25,1195.28,199010.00,2926.40,,46.23,38.79,53.08
1998-05-26,1130.62,198880.31,2926.35,,44.32,36.13,50.00
1998-05-27,794.76,198380.00,2926.15,,46.83,38.79,53.36
1998-05-28,812.50,198500.00,2926.20,,50.55,34.87,64.71
1998-05-29,898.32,198802.13,2926.32,,49.20,42.43,53.92
1998-05-30,987.42,198880.31,2926.35,,51.62,49.02,56.86
1998-05-31,1012.86,198854.25,2926.34,,61.42,46.07,78.30
1998-06-01,1111.28,198906.38,2926.36,,64.50,52.94,75.64
1998-06-02,1219.72,198854.25,2926.34,,56.37,42.29,74.23
1998-06-03,1024.96,198324.58,2926.13,,57.17,48.32,71.15
1998-06-04,1145.38,198125.00,2926.05,,55.91,42.85,69.61
1998-06-05,1142.76,197948.00,2925.98,,56.28,45.09,71.85
1998-06-06,1372.86,198324.58,2926.13,,58.78,42.99,79.00
1998-06-07,1218.17,198449.88,2926.18,,57.72,45.65,75.64
1998-06-08,1588.11,198957.88,2926.38,,59.18,49.16,69.61
1998-06-09,1306.52,198474.94,2926.19,,62.55,47.48,75.78
1998-06-10,1486.83,198349.64,2926.14,,57.84,51.68,61.35
1998-06-11,1384.14,198100.00,2926.04,,60.93,43.55,80.68
1998-06-12,1246.15,197896.00,2925.96,,63.78,44.95,82.36
1998-06-13,1136.68,197818.00,2925.93,,59.86,53.64,65.55
1998-06-14,1094.43,197922.00,2925.97,,60.05,43.55,72.83
1998-06-15,1095.74,198100.00,2926.04,,54.84,47.62,60.78
1998-06-16,988.00,198100.00,2926.04,,56.69,43.69,69.33
1998-06-17,893.37,197948.00,2925.98,,59.16,42.71,73.53
1998-06-18,865.13,197740.00,2925.90,,56.54,51.40,66.53
1998-06-19,828.50,197590.25,2925.84,,56.05,45.65,68.21
1998-06-20,794.09,197515.06,2925.81,,61.23,42.15,79.56
1998-06-21,715.42,197164.81,2925.67,,61.75,49.86,78.44
1998-06-22,871.47,197064.58,2925.63,,64.55,46.63,80.96
1998-06-23,859.19,196940.00,2925.58,,62.46,56.44,71.57
1998-06-24,934.60,196965.00,2925.59,,59.94,54.48,68.49
1998-06-25,743.77,196790.00,2925.52,,55.02,50.98,59.10
1998-06-26,806.02,196915.00,2925.57,,54.80,50.56,60.08
1998-06-27,612.06,196454.94,2925.39,,56.94,42.57,73.67
1998-06-28,745.38,195854.69,2925.15,,62.93,44.67,87.68
1998-06-29,704.92,195055.19,2924.83,,67.70,48.46,89.08
1998-06-30,738.95,194105.00,2924.45,,70.73,50.70,93.15
1998-07-01,763.45,192890.00,2923.96,,63.34,55.88,74.23
1998-07-02,830.56,191582.00,2923.43,,64.18,50.00,89.08
1998-07-03,869.88,190352.00,2922.93,,62.57,55.04,73.25
1998-07-04,735.45,188875.19,2922.33,,62.24,51.40,72.13
1998-07-05,902.82,187730.36,2921.86,,63.58,49.72,81.38
1998-07-06,675.26,186154.00,2921.21,,69.01,49.02,89.08
1998-07-07,692.67,184632.00,2920.58,,71.00,53.36,91.47
1998-07-08,824.01,183192.00,2919.98,,69.84,50.56,90.63
1998-07-09,692.88,181113.06,2919.11,,73.37,58.96,92.87
1998-07-10,555.92,178457.00,2917.99,,66.55,60.50,84.46
1998-07-11,638.82,176130.00,2917.00,,65.20,58.40,76.62
1998-07-12,540.95,173833.00,2916.01,,65.94,57.84,78.58
1998-07-13,628.71,171960.00,2915.20,,65.61,57.56,78.72
1998-07-14,549.71,170327.00,2914.49,,64.61,53.92,76.06
1998-07-15,592.90,169505.63,2914.13,,69.99,54.62,85.72
1998-07-16,780.79,169890.00,2914.30,,72.77,54.06,97.63
1998-07-17,508.25,169936.11,2914.32,,74.00,55.32,93.85
1998-07-18,496.63,169959.17,2914.33,,75.99,59.52,92.59
1998-07-19,473.37,169936.11,2914.32,,68.42,57.14,77.60
1998-07-20,496.63,169959.17,2914.33,,68.66,46.49,95.67
1998-07-21,473.37,169936.11,2914.32,,72.80,52.66,97.63
1998-07-22,485.00,169936.11,2914.32,,74.89,56.44,96.93
1998-07-23,461.75,169890.00,2914.30,,75.19,58.68,96.65
1998-07-24,434.87,169959.17,2914.33,,74.05,55.32,94.13
1998-07-25,436.25,170281.00,2914.47,,75.95,58.96,99.73
1998-07-26,529.07,170786.94,2914.69,,79.70,59.52,104.36
1998-07-27,424.83,171086.11,2914.82,,80.89,67.09,103.10
1998-07-28,447.88,171431.00,2914.97,,81.40,62.47,105.48
1998-07-29,386.96,171661.00,2915.07,,74.06,62.47,101.13
1998-07-30,598.82,172305.28,2915.35,,71.86,62.61,85.16
1998-07-31,447.79,172650.00,2915.50,,65.96,62.33,69.75
1998-08-01,401.58,172903.06,2915.61,,69.99,56.16,85.58
1998-08-02,436.31,173225.00,2915.75,,70.87,51.54,93.43
1998-08-03,395.63,173460.30,2915.85,,74.44,53.78,98.75
1998-08-04,372.14,173649.00,2915.93,,78.68,58.96,103.10
1998-08-05,324.08,173555.94,2915.89,,74.57,61.35,87.40
1998-08-06,220.06,172994.72,2915.65,,68.43,50.98,84.60
1998-08-07,339.80,172673.00,2915.51,,64.70,49.44,78.44
1998-08-08,338.86,172351.39,2915.37,,67.01,47.48,90.77
1998-08-09,325.87,172006.00,2915.22,,71.80,52.66,92.87
1998-08-10,308.47,171638.00,2915.06,,72.79,50.56,93.85
1998-08-11,365.45,171385.00,2914.95,,71.88,53.36,89.37
1998-08-12,294.87,170994.00,2914.78,,73.41,53.08,98.89
1998-08-13,325.52,170626.11,2914.62,,78.32,59.10,100.57
1998-08-14,351.63,170189.00,2914.43,,73.73,57.14,88.10
1998-08-15,242.79,169417.00,2914.09,,66.96,60.08,77.18
1998-08-16,328.35,168773.06,2913.81,,59.48,55.88,66.81
1998-08-17,285.95,168047.00,2913.49,,57.76,43.83,67.09
1998-08-18,227.06,167206.11,2913.12,,59.45,46.77,73.67
1998-08-19,301.17,166526.11,2912.82,,61.44,44.53,81.24
1998-08-20,416.13,166076.11,2912.62,,67.14,50.70,87.82
1998-08-21,159.61,165153.00,2912.21,,67.07,56.02,80.54
1998-08-22,302.98,164548.00,2911.94,,65.20,46.49,86.42
1998-08-23,299.64,163894.72,2911.65,,60.64,48.88,64.15
1998-08-24,259.77,163186.16,2911.33,,59.31,42.01,78.86
1998-08-25,277.13,162516.00,2911.03,,62.64,44.11,82.64
1998-08-26,337.12,161824.00,2910.72,,64.17,48.04,81.10
1998-08-27,302.23,160912.05,2910.31,,65.96,47.06,90.49
1998-08-28,255.66,159856.16,2909.83,,69.59,48.32,95.25
1998-08-29,205.76,158614.00,2909.27,,72.08,55.60,92.17
1998-08-30,336.71,157347.95,2908.69,,69.26,49.58,97.91
1998-08-31,264.48,155774.00,2907.97,,72.85,52.52,98.75
1998-09-01,278.59,154232.00,2907.26,,74.39,53.50,100.85
1998-09-02,363.04,152800.00,2906.60,,73.92,56.72,93.71
1998-09-03,277.83,150356.00,2905.46,,74.33,54.20,99.45
1998-09-04,339.26,147292.00,2904.02,,71.48,54.34,96.93
1998-09-05,352.62,143796.31,2902.36,,69.55,48.18,96.09
1998-09-06,362.63,140276.84,2900.67,,70.27,49.30,99.59
1998-09-07,415.28,136840.00,2899.00,,70.40,52.94,96.79
1998-09-08,337.56,133139.91,2897.18,,65.91,58.54,73.67
1998-09-09,446.33,129360.00,2895.29,,60.02,48.74,74.65
1998-09-10,245.17,125109.70,2893.14,,58.33,39.63,81.94
1998-09-11,350.85,120950.00,2891.00,,63.81,45.79,89.23
1998-09-12,328.21,116674.00,2888.76,,66.27,46.91,92.73
1998-09-13,281.12,112376.00,2886.47,,66.23,49.30,87.26
1998-09-14,304.01,108290.00,2884.25,,67.78,50.28,91.75
1998-09-15,299.45,104230.00,2882.00,,68.85,50.00,93.85
1998-09-16,120.32,99810.00,2879.50,,71.05,54.48,90.91
1998-09-17,333.05,96051.13,2877.33,,63.87,52.10,77.60
1998-09-18,298.82,92175.00,2875.05,,58.92,52.80,65.27
1998-09-19,300.32,88286.00,2872.71,,56.73,46.21,61.91
1998-09-20,299.93,84664.00,2870.49,,53.48,45.23,64.85
1998-09-21,288.25,81840.00,2868.72,,55.32,39.77,77.32
1998-09-22,237.73,79130.00,2867.00,,56.50,41.45,77.74
1998-09-23,265.48,76609.93,2865.38,,60.42,42.57,83.06
1998-09-24,208.68,74072.00,2863.72,,59.69,49.16,66.81
1998-09-25,267.87,71680.00,2862.13,,57.19,52.10,61.07
1998-09-26,168.74,69200.00,2860.46,,55.42,46.77,73.53
1998-09-27,157.43,66780.00,2858.80,,56.77,40.47,83.76
1998-09-28,182.11,64419.85,2857.16,,60.29,45.23,86.84
1998-09-29,207.67,62160.00,2855.56,,59.67,44.53,85.44
1998-09-30,209.36,59845.96,2853.89,,59.32,43.69,84.04
1998-10-01,244.00,57600.00,2852.24,,59.01,49.58,74.37
1998-10-02,173.20,55280.00,2850.50,,48.95,43.69,55.74
1998-10-03,102.75,52870.00,2848.65,,47.48,39.91,55.46
1998-10-04,144.22,50670.00,2846.92,,46.54,35.57,60.08
1998-10-05,182.08,48804.00,2845.42,,52.43,38.65,72.41
1998-10-06,266.33,47200.00,2844.10,,52.25,38.93,70.73
1998-10-07,125.21,45326.00,2842.53,,57.52,46.07,76.90
1998-10-08,194.44,43755.94,2841.18,,51.85,41.31,59.24
1998-10-09,236.43,42410.00,2840.00,,46.45,40.19,53.22
1998-10-10,200.29,41038.00,2838.78,,44.14,33.61,57.70
1998-10-11,201.60,39740.00,2837.60,,43.25,33.05,53.08
1998-10-12,199.78,38484.00,2836.44,,49.48,43.97,57.42
1998-10-13,248.64,37436.00,2835.46,,51.87,47.20,61.91
1998-10-14,266.35,36552.05,2834.62,,47.11,40.61,52.80
1998-10-15,253.42,36562.81,2834.63,,43.87,32.34,54.34
1998-10-16,201.89,36751.03,2834.81,,40.80,29.40,58.40
1998-10-17,181.80,36806.16,2834.86,,48.41,41.31,60.92
1998-10-18,136.55,36606.92,2834.67,,40.09,28.28,62.47
1998-10-19,202.44,36595.89,2834.66,,40.50,28.70,60.64
1998-10-20,247.89,36784.11,2834.84,,42.15,30.10,62.89
1998-10-21,149.30,36870.00,2834.92,,42.99,29.40,67.23
1998-10-22,183.83,37089.83,2835.13,,44.13,29.96,69.89
1998-10-23,163.16,37330.15,2835.36,,47.35,34.03,70.45
1998-10-24,153.92,37568.00,2835.58,,44.67,36.41,50.84
1998-10-25,163.08,37822.05,2835.82,,47.67,37.11,58.96
1998-10-26,174.12,38098.00,2836.08,,48.50,39.21,67.51
1998-10-27,163.08,38352.05,2836.32,,47.87,37.11,63.03
1998-10-28,145.89,38572.00,2836.52,,42.02,31.36,46.07
1998-10-29,163.06,38826.00,2836.76,,34.82,27.86,54.20
1998-10-30,162.55,39079.00,2836.99,,36.01,25.48,48.32
1998-10-31,126.20,39259.90,2837.16,,38.38,29.40,47.34
1998-11-01,177.22,39542.00,2837.42,,42.44,35.85,52.80
1998-11-02,156.93,39783.84,2837.64,,42.31,33.75,50.14
1998-11-03,146.05,40004.11,2837.84,,43.12,39.91,47.06
1998-11-04,157.95,40246.00,2838.06,,42.30,38.93,46.35
1998-11-05,169.10,40510.00,2838.30,,42.68,32.34,47.20
1998-11-06,130.82,40708.00,2838.48,,36.73,29.40,44.53
1998-11-07,176.74,41005.00,2838.75,,37.87,36.41,39.91
1998-11-08,164.14,41279.00,2838.99,,36.71,30.66,43.13
1998-11-09,147.78,41476.92,2839.17,,34.85,29.40,45.93
1998-11-10,167.70,41631.03,2839.31,,34.69,29.40,41.17
1998-11-11,90.00,41631.03,2839.31,,37.71,31.64,50.28
1998-11-12,251.31,41949.00,2839.59,,43.07,30.66,55.46
1998-11-13,243.85,42252.18,2839.86,,47.09,44.25,53.50
1998-11-14,358.66,42783.08,2840.33,,45.45,41.45,51.68
1998-11-15,206.92,43013.00,2840.53,,45.77,40.19,55.04
1998-11-16,388.46,43605.00,2841.05,,41.51,38.51,46.07
1998-11-17,260.97,43944.11,2841.34,,41.71,36.83,47.90
1998-11-18,189.26,44141.00,2841.51,,39.50,32.20,46.91
1998-11-19,217.05,44393.00,2841.73,,34.86,29.96,41.17
1998-11-20,329.39,44867.82,2842.14,,40.33,35.43,44.95
1998-11-21,778.75,46228.00,2843.29,,38.31,35.01,44.11
1998-11-22,466.09,46972.00,2843.91,,36.21,32.06,40.33
1998-11-23,406.70,47620.00,2844.45,,36.54,33.05,42.71
1998-11-24,339.29,48170.00,2844.90,,38.12,35.01,42.85
1998-11-25,531.79,49097.87,2845.66,,41.50,35.15,46.35
1998-11-26,961.47,50878.00,2847.09,,40.31,35.43,42.99
1998-11-27,626.64,51994.00,2847.97,,36.47,33.05,42.99
1998-11-28,476.92,52813.03,2848.61,,32.22,29.40,40.75
1998-11-29,404.68,53488.78,2849.13,,33.82,29.82,36.41
1998-11-30,339.38,54035.00,2849.55,,33.64,31.50,35.01
1998-12-01,365.49,54633.00,2850.01,,36.09,31.36,40.05
1998-12-02,494.99,55487.87,2850.66,,35.34,32.62,38.37
1998-12-03,270.77,55898.00,2850.97,,30.46,23.94,39.49
1998-12-04,332.21,56430.00,2851.37,,26.81,18.33,36.41
1998-12-05,331.40,56960.00,2851.77,,28.91,25.76,33.33
1998-12-06,336.25,57500.00,2852.04,,34.75,31.22,38.93
1998-12-07,437.08,58240.00,2852.72,,33.20,31.08,36.27
1998-12-08,249.03,58607.00,2852.99,,34.23,26.32,38.37
1998-12-09,236.93,58952.00,2853.24,,30.33,26.32,39.07
1998-12-10,201.14,59226.00,2853.44,,32.11,28.28,38.23
1998-12-11,293.09,59680.00,2853.77,,34.54,33.19,35.29
1998-12-12,417.11,60380.00,2854.28,,36.84,34.03,41.03
1998-12-13,293.09,60834.00,2854.61,,39.57,36.69,42.99
1998-12-14,650.47,61992.00,2855.44,,34.93,28.84,39.77
1998-12-15,458.22,62766.00,2855.99,,35.65,30.24,40.33
1998-12-16,463.26,63550.00,2856.55,,35.87,32.76,42.85
1998-12-17,418.89,64246.00,2857.04,,42.55,31.36,53.22
1998-12-18,355.37,64816.00,2857.44,,26.95,17.49,32.20
1998-12-19,309.49,65295.00,2857.77,,13.79,9.09,17.21
1998-12-20,321.63,65798.07,2858.12,,5.92,-0.30,10.63
1998-12-21,229.36,66116.14,2858.34,,2.00,-0.30,7.97
1998-12-22,233.80,66445.00,2858.57,,4.94,-2.54,16.79
1998-12-23,220.77,66750.00,2858.78,,8.36,0.40,15.25
1998-12-24,336.63,67284.82,2859.15,,21.83,11.89,42.15
1998-12-25,333.79,67814.00,2859.51,,36.96,31.64,44.67
1998-12-26,314.63,68305.18,2859.85,,38.53,33.75,41.03
1998-12-27,477.80,69120.00,2860.40,,34.11,32.48,40.05
1998-12-28,1299.11,71550.00,2862.04,,42.09,37.11,45.51
1998-12-29,1604.27,74500.00,2864.00,,44.82,35.71,49.72
1998-12-30,2167.79,78563.77,2866.64,,37.65,34.31,44.81
1998-12-31,1473.56,81282.27,2868.37,,39.80,37.11,46.91
1999-01-01,1026.88,83130.00,2869.53,,34.65,29.26,40.47
1999-01-02,670.72,84280.00,2870.25,,28.25,24.36,36.97
1999-01-03,651.45,85400.00,2870.94,,26.30,19.88,34.59
1999-01-04,504.87,86236.00,2871.46,,33.29,27.30,39.91
1999-01-05,649.09,87364.79,2872.15,,41.51,32.48,56.30
1999-01-06,598.90,88398.00,2872.78,,40.74,34.73,49.16
1999-01-07,478.30,89192.00,2873.26,,41.93,39.91,46.07
1999-01-08,469.74,89971.00,2873.73,,39.99,30.38,48.18
1999-01-09,363.36,90539.00,2874.07,,41.35,36.55,48.32
1999-01-10,354.79,91090.00,2874.40,,46.59,36.27,56.58
1999-01-11,573.09,92074.00,2874.99,,39.85,31.92,51.96
1999-01-12,376.55,92668.16,2875.34,,40.96,30.52,45.09
1999-01-13,490.90,93491.13,2875.83,,32.55,28.42,37.53
1999-01-14,1070.14,95463.00,2876.99,,42.43,34.45,50.84
1999-01-15,936.58,97166.00,2877.98,,37.50,34.31,45.65
1999-01-16,830.29,98658.16,2878.84,,35.22,34.03,36.83
1999-01-17,701.56,99895.00,2879.55,,33.00,31.08,35.01
1999-01-18,680.97,101091.00,2880.23,,36.00,31.78,42.01
1999-01-19,594.29,102117.04,2880.81,,36.45,34.73,39.21
1999-01-20,575.75,103106.30,2881.37,,35.70,33.89,38.09
1999-01-21,592.07,104122.00,2881.94,,37.73,35.01,42.01
1999-01-22,433.99,104824.13,2882.33,,33.80,32.34,37.25
1999-01-23,459.08,105580.00,2882.75,,32.98,28.14,36.83
1999-01-24,430.79,106281.73,2883.14,,30.14,23.80,39.49
1999-01-25,449.20,107020.00,2883.55,,25.19,19.60,31.50
1999-01-26,363.50,107588.27,2883.86,,31.15,24.78,39.07
1999-01-27,367.22,108163.91,2884.18,,33.15,25.34,39.63
1999-01-28,399.71,108804.00,2884.53,,41.99,36.41,46.07
1999-01-29,345.26,109336.09,2884.82,,41.48,36.83,47.06
1999-01-30,390.45,109957.82,2885.16,,36.95,34.03,42.71
1999-01-31,354.38,110508.00,2885.46,,34.00,30.10,37.95
1999-02-01,317.00,110988.00,2885.72,,36.99,34.31,41.17
1999-02-02,330.59,111491.00,2885.99,,37.86,35.43,41.17
1999-02-03,486.88,112304.00,2886.43,,35.39,30.24,38.93
1999-02-04,207.58,112563.00,2886.57,,34.87,32.06,38.65
1999-02-05,464.70,113332.00,2886.98,,31.46,27.58,32.34
1999-02-06,359.33,113892.00,2887.28,,34.89,32.34,37.67
1999-02-07,349.75,114433.00,2887.57,,34.37,30.38,38.51
1999-02-08,388.07,115050.00,2887.90,,30.33,25.76,35.15
1999-02-09,211.11,115316.00,2888.04,,27.28,22.96,32.48
1999-02-10,284.71,115728.00,2888.26,,33.61,33.61,33.61
1999-02-11,341.20,116256.00,2888.54,,34.45,29.54,36.41
1999-02-12,247.42,116598.00,2888.72,,31.37,24.92,41.59
1999-02-13,266.58,116978.00,2888.92,,34.13,28.70,45.65
1999-02-14,199.53,117225.00,2889.05,,29.48,22.54,41.87
1999-02-15,295.32,117662.00,2889.28,,30.24,19.88,41.87
1999-02-16,362.37,118232.00,2889.58,,34.76,30.94,38.09
1999-02-17,247.42,118574.00,2889.76,,35.93,31.22,40.05
1999-02-18,258.84,118935.00,2889.95,,32.98,30.80,36.27
1999-02-19,319.52,119420.00,2890.20,,37.15,31.92,44.53
1999-02-20,141.05,119553.00,2890.27,,31.59,21.42,40.05
1999-02-21,188.92,119780.95,2890.39,,36.21,30.94,42.71
1999-02-22,404.75,120437.00,2890.73,,37.25,32.90,46.49
1999-02-23,266.58,120817.00,2890.93,,39.28,36.97,45.65
1999-02-24,153.63,120969.00,2891.01,,43.48,38.23,52.38
1999-02-25,439.42,121681.91,2891.38,,37.20,31.92,47.06
1999-02-26,325.40,122166.67,2891.63,,34.29,29.68,42.85
1999-02-27,335.24,122670.95,2891.89,,34.13,31.36,36.83
1999-02-28,376.95,123259.95,2892.19,,38.27,34.59,50.14
1999-03-01,312.94,123720.00,2892.43,,35.75,29.54,43.83
1999-03-02,220.64,123993.00,2892.57,,30.95,24.64,35.15
1999-03-03,499.94,124820.00,2892.99,,35.07,29.40,42.29
1999-03-04,326.02,125306.00,2893.24,,33.62,27.58,40.61
1999-03-05,288.72,125720.00,2893.45,,30.01,20.72,42.57
1999-03-06,314.93,126189.95,2893.69,,29.10,23.24,44.95
1999-03-07,335.14,126700.00,2893.95,,30.44,18.61,43.27
1999-03-08,241.83,126900.00,2894.05,,33.00,27.30,37.53
1999-03-09,292.02,127019.05,2894.11,,34.63,28.42,43.97
1999-03-10,384.44,127250.00,2894.23,,34.11,25.76,47.20
1999-03-11,226.34,127113.81,2894.16,,34.64,25.76,50.42
1999-03-12,167.04,126860.00,2894.03,,37.13,31.22,46.07
1999-03-13,295.00,126860.00,2894.03,,39.65,35.15,46.63
1999-03-14,305.08,126880.00,2894.04,,41.26,36.41,50.00
1999-03-15,284.92,126860.00,2894.03,,35.60,28.70,46.91
1999-03-16,281.92,126840.00,2894.02,,35.31,30.66,42.29
1999-03-17,292.00,126840.00,2894.02,,39.58,31.22,53.78
1999-03-18,292.00,126840.00,2894.02,,41.14,34.17,53.22
1999-03-19,314.83,126800.00,2894.00,,42.98,31.22,64.99
1999-03-20,324.58,126700.00,2893.95,,44.53,31.50,65.41
1999-03-21,358.83,126660.00,2893.93,,43.90,34.73,53.22
1999-03-22,376.55,126561.91,2893.88,,41.84,30.52,54.20
1999-03-23,407.02,126429.05,2893.81,,43.54,35.15,57.42
1999-03-24,424.06,126330.00,2893.76,,42.89,31.08,56.02
1999-03-25,414.50,126210.00,2893.70,,44.62,40.05,51.12
1999-03-26,427.22,126110.00,2893.65,,35.27,32.76,39.49
1999-03-27,435.57,126030.00,2893.61,,34.12,30.38,41.31
1999-03-28,414.50,125910.00,2893.55,,35.34,28.42,43.27
1999-03-29,429.63,125820.00,2893.50,,36.23,33.19,43.69
1999-03-30,422.36,125720.00,2893.45,,35.00,29.40,45.37
1999-03-31,419.58,125620.00,2893.40,,35.54,28.28,48.60
1999-04-01,439.92,125560.34,2893.37,,37.14,24.78,57.42
1999-04-02,349.35,125325.00,2893.25,,38.62,27.86,53.50
1999-04-03,389.78,125169.85,2893.17,,38.06,32.34,46.21
1999-04-04,301.70,124840.00,2893.00,,36.46,28.70,42.43
1999-04-05,351.95,124599.90,2892.88,,35.46,30.52,44.11
1999-04-06,334.91,124326.00,2892.74,,39.34,26.74,53.22
1999-04-07,285.96,123955.00,2892.55,,40.92,31.22,52.94
1999-04-08,305.07,123621.91,2892.38,,38.40,33.75,42.29
1999-04-09,329.36,123337.00,2892.23,,36.25,30.52,44.25
1999-04-10,276.38,122947.00,2892.03,,37.92,30.80,45.65
1999-04-11,434.18,122870.00,2891.99,,44.56,29.12,65.27
1999-04-12,344.08,122614.28,2891.86,,43.95,35.15,53.22
1999-04-13,189.02,122053.00,2891.57,,43.38,35.29,52.80
1999-04-14,344.45,121800.00,2891.44,,40.61,25.34,61.35
1999-04-15,417.46,121681.91,2891.38,,43.75,27.02,62.75
1999-04-16,400.42,121530.00,2891.30,,48.26,29.26,72.55
1999-04-17,371.10,121319.95,2891.19,,52.12,37.25,76.20
1999-04-18,678.69,121720.00,2891.40,,48.90,42.43,58.68
1999-04-19,707.19,122166.67,2891.63,,45.68,35.99,56.30
1999-04-20,698.06,122595.23,2891.85,,42.76,37.11,48.04
1999-04-21,590.28,122810.00,2891.96,,41.67,32.90,52.52
1999-04-22,698.74,123239.90,2892.18,,43.20,28.84,63.17
1999-04-23,636.42,123546.19,2892.34,,50.78,33.19,77.04
1999-04-24,670.46,123920.00,2892.53,,58.38,37.25,74.79
1999-04-25,1003.30,124954.00,2893.06,,49.18,43.27,56.86
1999-04-26,968.98,125910.00,2893.55,,47.01,41.45,50.56
1999-04-27,815.66,126561.91,2893.88,,42.37,32.62,45.65
1999-04-28,842.99,127270.00,2894.24,,41.84,29.12,55.88
1999-04-29,748.16,127790.00,2894.50,,48.84,30.80,72.27
1999-04-30,844.10,128500.30,2894.86,,51.59,34.31,70.59
1999-05-01,838.76,129200.00,2895.21,,46.75,42.43,52.52
1999-05-02,803.62,129830.00,2895.53,,43.84,37.95,49.30
1999-05-03,813.89,130490.30,2895.86,,42.78,37.11,49.02
1999-05-04,803.47,131129.91,2896.18,,38.72,34.45,45.37
1999-05-05,682.66,131529.91,2896.38,,46.92,37.53,65.13
1999-05-06,718.03,132000.05,2896.61,,48.46,36.41,64.43
1999-05-07,673.81,132200.00,2896.71,,39.80,35.01,48.46
1999-05-08,681.17,132240.00,2896.73,,39.65,33.89,45.65
1999-05-09,650.92,132220.00,2896.72,,41.41,34.45,50.70
1999-05-10,640.83,132180.00,2896.70,,42.35,27.30,59.94
1999-05-11,565.27,132000.05,2896.61,,44.91,29.54,58.26
1999-05-12,499.69,131690.00,2896.46,,45.81,42.43,49.16
1999-05-13,614.67,131610.00,2896.42,,43.56,38.09,50.56
1999-05-14,574.44,131450.20,2896.34,,42.65,30.52,53.22
1999-05-15,604.48,131350.00,2896.29,,42.19,32.06,50.56
1999-05-16,574.33,131190.00,2896.21,,46.22,34.03,58.68
1999-05-17,685.25,131250.00,2896.24,,48.50,42.29,60.64
1999-05-18,680.25,131310.00,2896.27,,49.09,43.41,57.00
1999-05-19,811.33,131630.00,2896.43,,49.62,33.19,66.95
1999-05-20,805.28,131938.00,2896.58,,51.05,37.11,64.15
1999-05-21,933.49,132500.30,2896.86,,53.91,44.11,65.27
1999-05-22,962.36,133119.86,2897.17,,57.68,37.11,82.08
1999-05-23,1154.09,134109.80,2897.66,,63.00,43.27,85.58
1999-05-24,1784.42,136350.00,2898.76,,65.91,47.62,87.96
