date,qd,qu,mm,mx,mn
1998-05-08,676.00,789.86,57.71,66.32,50.20
1998-05-09,620.00,708.56,51.39,58.77,46.51
1998-05-10,600.00,625.30,52.91,62.70,48.00
1998-05-11,600.00,621.09,52.69,57.67,48.08
1998-05-12,600.00,646.39,50.14,54.92,42.81
1998-05-13,568.00,702.95,48.47,54.68,44.15
1998-05-14,582.00,582.00,48.31,53.27,41.71
1998-05-15,599.00,485.14,46.29,53.90,40.45
1998-05-16,543.00,543.00,45.32,53.42,41.00
1998-05-17,511.00,557.39,46.67,55.86,41.32
1998-05-18,512.00,695.36,47.80,60.81,32.83
1998-05-19,278.00,505.48,54.09,68.60,40.61
1998-05-20,128.00,449.90,55.27,65.69,47.06
1998-05-21,132.00,338.02,47.90,53.58,41.00
1998-05-22,132.00,406.69,49.06,55.15,45.01
1998-05-23,132.00,499.73,52.76,67.50,36.91
1998-05-24,132.00,474.09,59.72,68.76,50.52
1998-05-25,145.00,465.70,49.22,56.41,44.38
1998-05-26,586.00,675.80,46.83,53.27,42.34
1998-05-27,798.00,524.34,47.50,57.04,40.77
1998-05-28,581.00,559.62,54.14,68.36,37.39
1998-05-29,451.00,498.03,51.10,63.57,44.15
1998-05-30,428.00,607.59,50.55,58.93,43.91
1998-05-31,536.00,630.07,53.97,69.38,36.52
1998-06-01,597.00,528.58,62.77,80.94,42.26
1998-06-02,432.00,453.38,56.41,67.34,45.17
1998-06-03,413.00,460.04,55.45,66.63,42.10
1998-06-04,462.00,483.96,56.67,71.59,38.96
1998-06-05,463.00,394.00,57.00,70.64,46.27
1998-06-06,417.00,417.00,56.54,72.69,40.92
1998-06-07,397.00,397.00,57.55,71.27,41.95
1998-06-08,383.00,361.62,60.91,72.45,53.97
1998-06-09,310.00,331.38,59.68,73.71,41.55
1998-06-10,312.00,359.04,58.17,68.52,50.52
1998-06-11,361.00,409.29,61.43,75.52,45.09
1998-06-12,381.00,381.00,60.50,72.06,52.40
1998-06-13,391.00,391.00,63.14,77.72,47.21
1998-06-14,383.00,287.67,62.49,75.20,49.10
1998-06-15,320.00,341.38,62.46,74.57,51.38
1998-06-16,302.00,190.82,53.18,62.78,44.62
1998-06-17,273.00,247.34,59.59,75.91,38.72
1998-06-18,299.00,230.58,66.11,81.96,47.92
1998-06-19,364.00,184.42,60.03,69.93,50.04
1998-06-20,388.00,157.09,61.22,76.54,44.30
1998-06-21,404.00,198.75,62.86,80.55,43.91
1998-06-22,483.00,115.01,65.71,80.55,52.01
1998-06-23,536.00,123.96,64.98,76.46,57.67
1998-06-24,545.00,175.89,61.73,69.70,52.64
1998-06-25,544.00,159.29,60.22,70.01,52.48
1998-06-26,543.00,133.94,54.54,63.17,44.30
1998-06-27,542.00,116.07,58.13,76.30,37.23
1998-06-28,538.00,128.95,67.22,85.97,46.51
1998-06-29,519.00,93.07,71.99,90.69,50.36
1998-06-30,508.00,145.32,72.11,88.88,51.85
1998-07-01,514.00,65.24,72.31,87.23,53.19
1998-07-02,583.00,89.28,72.71,89.75,56.65
1998-07-03,593.00,124.38,67.86,81.81,56.10
1998-07-04,591.00,97.28,69.63,86.52,51.22
1998-07-05,590.00,75.85,71.14,86.92,50.91
1998-07-06,563.00,74.64,74.01,89.35,53.66
1998-07-07,535.00,116.99,77.56,94.15,56.18
1998-07-08,526.00,-7.89,80.15,95.09,57.43
1998-07-09,533.00,69.47,77.27,93.68,58.85
1998-07-10,558.00,46.68,75.88,91.87,63.17
1998-07-11,557.00,10.79,72.97,85.82,56.57
1998-07-12,551.00,0.69,73.01,89.90,52.72
1998-07-13,568.00,17.69,75.22,89.20,56.02
1998-07-14,578.00,-13.80,76.21,90.69,54.84
1998-07-15,577.00,13.49,77.35,95.72,54.76
1998-07-16,583.00,-25.10,80.68,99.97,56.65
1998-07-17,586.00,-1.84,84.42,105.31,58.85
1998-07-18,577.00,-45.47,82.90,97.53,63.49
1998-07-19,569.00,-31.91,80.04,97.53,59.87
1998-07-20,577.00,-47.95,80.88,100.05,56.10
1998-07-21,588.00,-50.17,84.00,99.97,62.23
1998-07-22,575.00,-81.26,83.99,101.23,60.58
1998-07-23,573.00,-43.73,76.73,85.11,65.45
1998-07-24,585.00,-70.98,77.97,93.68,57.75
1998-07-25,623.00,-66.59,82.42,96.67,63.09
1998-07-26,644.00,-65.07,82.22,95.56,67.89
1998-07-27,614.00,-56.12,80.88,97.69,60.50
1998-07-28,596.00,-60.24,78.65,95.72,59.56
1998-07-29,608.00,132.13,77.05,95.17,63.64
1998-07-30,612.00,-67.27,69.78,80.55,61.52
1998-07-31,597.00,-14.44,67.97,80.39,55.23
1998-08-01,587.00,-80.53,71.75,86.37,60.42
1998-08-02,584.00,-42.05,74.47,93.36,55.31
1998-08-03,573.00,-49.65,78.96,96.82,56.73
1998-08-04,567.00,-73.18,80.79,99.26,57.51
1998-08-05,573.00,-67.18,83.30,103.74,61.29
1998-08-06,589.00,-48.09,82.16,99.57,62.86
1998-08-07,591.00,-115.14,76.74,90.53,58.53
1998-08-08,590.00,-75.88,73.95,93.13,50.59
1998-08-09,591.00,-74.54,76.24,95.56,54.52
1998-08-10,581.00,-74.47,75.71,94.39,54.21
1998-08-11,573.00,-86.06,77.95,96.98,55.00
1998-08-12,573.00,-78.04,80.01,96.59,58.22
1998-08-13,579.00,-52.20,80.85,101.30,56.80
1998-08-14,582.00,-84.66,84.02,101.23,63.25
1998-08-15,581.00,-80.10,81.18,95.25,60.81
1998-08-16,580.00,-93.34,71.76,84.09,56.41
1998-08-17,572.00,-104.82,69.18,83.46,55.47
1998-08-18,568.00,-96.43,69.54,83.38,56.33
1998-08-19,568.00,-75.93,70.04,86.99,49.49
1998-08-20,567.00,-76.93,72.06,89.43,54.52
1998-08-21,564.00,-71.33,71.06,87.55,53.35
1998-08-22,556.00,-61.32,71.85,86.92,51.62
1998-08-23,548.00,-69.32,69.52,80.00,59.01
1998-08-24,553.00,-69.40,66.23,86.37,45.40
1998-08-25,546.00,-23.14,71.65,88.17,52.24
1998-08-26,523.00,-65.99,71.47,87.55,52.95
1998-08-27,512.00,-47.59,72.39,92.58,48.63
1998-08-28,512.00,-31.04,77.49,97.22,56.18
1998-08-29,512.00,-27.80,76.75,97.92,55.63
1998-08-30,512.00,-65.39,75.13,93.99,55.70
1998-08-31,504.00,-44.65,73.65,95.25,50.20
1998-09-01,499.00,-83.51,74.80,96.59,50.99
1998-09-02,499.00,-25.59,76.77,99.81,51.93
1998-09-03,483.00,20.60,78.85,101.85,53.74
1998-09-04,463.00,0.60,81.61,100.75,57.83
1998-09-05,447.00,-3.58,81.14,92.73,69.38
1998-09-06,440.00,-9.61,79.07,89.83,68.36
1998-09-07,440.00,5.89,75.27,86.99,65.92
1998-09-08,430.00,95.11,70.18,84.01,62.94
1998-09-09,408.00,57.62,61.97,65.92,57.75
1998-09-10,353.00,39.86,63.18,73.79,56.02
1998-09-11,270.00,21.64,64.70,79.29,50.20
1998-09-12,239.00,24.37,67.64,82.12,51.38
1998-09-13,239.00,24.36,65.57,83.77,47.76
1998-09-14,225.00,28.76,68.01,90.77,46.43
1998-09-15,199.00,15.02,72.89,92.03,53.50
1998-09-16,175.00,27.82,76.33,91.00,61.60
1998-09-17,167.00,-31.84,71.27,90.85,55.55
1998-09-18,167.00,21.85,62.31,71.66,49.89
1998-09-19,167.00,3.70,58.20,67.03,47.76
1998-09-20,167.00,18.82,55.21,64.82,46.90
1998-09-21,167.00,21.85,55.97,70.48,38.96
1998-09-22,167.00,36.97,58.20,73.63,40.84
1998-09-23,167.00,52.09,59.88,77.01,42.10
1998-09-24,157.00,26.97,60.99,78.90,41.16
1998-09-25,127.00,45.35,57.32,67.18,48.86
1998-09-26,113.00,31.35,55.76,66.40,47.84
1998-09-27,113.00,31.35,58.89,74.18,44.70
1998-09-28,93.00,29.50,61.71,80.15,43.28
1998-09-29,81.00,29.59,62.80,80.94,44.54
1998-09-30,81.00,50.76,60.58,81.81,42.10
1998-10-01,80.00,31.62,61.07,81.10,42.42
1998-10-02,81.00,14.47,55.95,66.55,48.39
1998-10-03,81.00,14.47,50.40,58.93,42.18
1998-10-04,81.00,17.66,47.77,59.16,36.91
1998-10-05,81.00,15.21,47.04,66.00,29.21
1998-10-06,81.00,33.15,51.55,73.32,31.49
1998-10-07,91.00,28.20,55.98,75.67,36.13
1998-10-08,97.00,49.15,55.60,67.50,42.34
1998-10-09,97.00,46.16,50.11,60.34,40.69
1998-10-10,97.00,49.15,47.18,58.69,36.68
1998-10-11,97.00,49.15,49.67,63.09,37.94
1998-10-12,83.00,50.11,53.27,70.01,38.17
1998-10-13,75.00,60.05,55.05,63.57,42.57
1998-10-14,75.00,75.00,48.01,60.97,36.84
1998-10-15,75.00,27.15,43.51,52.80,35.50
1998-10-16,29.00,58.91,41.01,56.49,25.12
1998-10-17,0.01,50.85,41.98,59.40,24.89
1998-10-18,0.06,62.86,45.81,63.33,30.00
1998-10-19,0.09,80.83,43.67,63.88,25.51
1998-10-20,0.10,80.84,44.56,66.87,24.33
1998-10-21,0.10,65.89,48.53,71.27,29.21
1998-10-22,0.10,77.85,50.69,63.25,37.46
1998-10-23,0.10,66.26,51.87,71.43,32.35
1998-10-24,0.11,81.76,49.73,61.92,41.24
1998-10-25,0.11,96.88,52.12,63.64,45.72
1998-10-26,0.11,66.64,48.85,66.24,34.48
1998-10-27,0.11,81.76,49.94,69.78,30.39
1998-10-28,0.12,63.62,49.53,58.77,41.47
1998-10-29,0.12,66.65,38.11,52.95,24.49
1998-10-30,0.11,48.49,34.85,54.05,17.89
1998-10-31,0.11,81.76,38.56,55.00,18.67
1998-11-01,0.13,66.66,42.64,49.10,32.12
1998-11-02,0.14,78.76,36.48,49.02,27.95
1998-11-03,0.14,66.67,38.03,55.39,22.29
1998-11-04,0.14,96.91,45.14,51.69,38.33
1998-11-05,0.16,99.95,41.30,46.27,32.90
1998-11-06,0.15,63.65,31.47,39.74,23.08
1998-11-07,0.17,130.20,32.69,38.57,26.61
1998-11-08,0.21,81.86,36.38,42.34,29.21
1998-11-09,0.18,81.83,33.82,44.62,27.40
1998-11-10,0.18,81.83,32.32,37.31,27.24
1998-11-11,0.18,66.71,37.49,48.31,32.12
1998-11-12,0.17,81.82,35.36,44.30,27.79
1998-11-13,0.16,98.07,41.00,46.19,35.73
1998-11-14,0.16,98.28,43.16,56.73,35.42
1998-11-15,0.16,82.94,52.14,58.53,44.30
1998-11-16,0.15,98.27,45.74,52.17,37.70
1998-11-17,0.18,116.70,42.13,45.17,36.91
1998-11-18,0.16,101.35,35.89,42.50,30.07
1998-11-19,0.17,98.29,35.83,41.95,31.96
1998-11-20,0.15,82.93,40.91,50.44,32.75
1998-11-21,0.18,132.03,49.23,55.31,45.96
1998-11-22,0.20,132.04,42.30,48.86,36.21
1998-11-23,0.20,196.44,44.34,61.52,37.78
1998-11-24,0.21,150.45,43.48,48.24,38.64
1998-11-25,0.17,165.75,49.61,56.25,40.22
1998-11-26,0.17,132.22,51.99,59.24,42.89
1998-11-27,0.18,133.52,41.63,45.09,37.46
1998-11-28,0.22,167.66,38.48,42.42,34.32
1998-11-29,0.24,149.08,40.35,48.16,34.48
1998-11-30,0.23,133.56,46.71,59.24,38.01
1998-12-01,0.22,152.16,44.64,50.59,35.66
1998-12-02,0.20,217.25,48.76,53.97,40.29
1998-12-03,0.29,198.74,33.24,39.59,29.76
1998-12-04,0.27,201.82,28.67,36.60,19.93
1998-12-05,0.24,49.86,26.77,31.96,20.95
1998-12-06,0.25,94.90,28.75,34.71,24.10
1998-12-07,0.26,94.92,28.25,32.59,20.56
1998-12-08,0.23,94.88,30.70,39.74,16.39
1998-12-09,0.24,94.89,18.62,28.58,13.64
1998-12-10,0.26,95.11,22.60,31.10,15.45
1998-12-11,0.25,80.28,26.45,32.04,18.67
1998-12-12,0.24,127.69,31.04,37.94,26.77
1998-12-13,0.26,98.07,33.36,37.94,26.22
1998-12-14,0.26,109.93,28.67,42.18,22.76
1998-12-15,0.24,112.88,28.87,40.53,20.72
1998-12-16,0.25,62.50,28.18,43.12,19.07
1998-12-17,0.26,160.32,28.66,42.97,18.28
1998-12-18,0.24,32.84,27.82,36.13,16.24
1998-12-19,0.22,47.65,17.35,20.64,14.43
1998-12-20,0.20,32.80,10.94,16.47,2.64
1998-12-21,0.10,0.10,2.53,10.50,-5.37
1998-12-22,0.01,-17.77,3.52,15.77,-4.51
1998-12-23,0.00,0.00,6.18,17.02,-5.61
1998-12-24,0.00,0.00,17.39,22.29,12.07
1998-12-25,0.03,50.42,31.50,43.75,20.09
1998-12-26,0.09,269.82,40.97,48.08,33.14
1998-12-27,0.10,112.74,42.20,49.65,31.88
1998-12-28,0.11,80.14,46.56,50.91,43.75
1998-12-29,0.11,160.56,46.22,53.74,37.94
1998-12-30,0.14,274.47,42.75,52.01,35.97
1998-12-31,0.14,291.40,40.21,47.45,34.24
1999-01-01,0.15,274.47,35.20,46.35,22.68
1999-01-02,0.17,125.48,29.32,44.23,21.74
1999-01-03,0.18,54.37,25.02,40.06,14.43
1999-01-04,0.18,166.13,25.99,37.78,14.27
1999-01-05,0.17,145.80,31.55,48.08,22.21
1999-01-06,0.18,254.18,33.85,48.47,24.33
1999-01-07,0.18,143.65,37.89,45.33,31.88
1999-01-08,0.16,52.18,31.01,44.62,20.17
1999-01-09,0.16,175.76,32.95,45.88,20.40
1999-01-10,0.15,123.71,39.25,54.76,27.72
1999-01-11,0.14,123.71,32.78,43.36,22.53
1999-01-12,0.14,120.46,36.62,43.44,28.97
1999-01-13,0.12,104.18,31.54,35.73,25.59
1999-01-14,0.12,139.95,35.87,47.84,30.39
1999-01-15,0.15,159.49,46.03,53.03,39.04
1999-01-16,0.32,263.72,41.58,46.51,36.13
1999-01-17,0.30,312.47,34.57,40.77,31.96
1999-01-18,0.44,229.89,43.05,51.69,36.05
1999-01-19,0.46,337.97,38.34,44.23,32.12
1999-01-20,0.61,447.32,37.53,42.18,34.08
1999-01-21,0.63,265.34,39.40,45.09,35.11
1999-01-22,0.55,321.52,35.49,42.02,31.96
1999-01-23,0.61,232.23,34.55,39.74,25.36
1999-01-24,0.50,198.11,26.42,37.62,19.70
1999-01-25,0.45,20.69,21.41,27.64,13.64
1999-01-26,0.43,216.32,27.31,34.95,22.29
1999-01-27,0.43,128.62,25.44,37.54,13.33
1999-01-28,0.40,145.45,30.25,39.35,23.63
1999-01-29,0.40,108.35,28.45,37.70,21.03
1999-01-30,0.40,145.45,29.64,33.45,24.26
1999-01-31,0.40,165.69,34.29,42.02,29.37
1999-02-01,0.40,88.11,29.02,35.97,20.01
1999-02-02,0.41,165.70,37.75,46.27,26.06
1999-02-03,0.40,182.56,37.16,44.15,29.68
1999-02-04,0.37,71.21,37.45,45.48,27.09
1999-02-05,0.33,91.41,30.62,42.73,18.28
1999-02-06,0.35,162.27,40.72,48.47,34.71
1999-02-07,0.43,240.19,41.09,47.61,34.24
1999-02-08,0.42,277.86,33.85,43.05,27.32
1999-02-09,0.57,274.58,30.36,35.89,12.86
1999-02-10,0.53,0.53,23.06,34.32,12.78
1999-02-11,0.45,0.45,14.48,23.94,2.95
1999-02-12,0.43,294.99,22.69,31.80,12.62
1999-02-13,0.41,168.24,28.20,33.22,22.61
1999-02-14,0.41,202.50,33.67,47.45,27.32
1999-02-15,0.41,130.57,28.17,39.35,19.93
1999-02-16,0.44,236.77,33.41,41.00,22.53
1999-02-17,0.65,265.42,37.54,43.99,30.31
1999-02-18,65.00,270.84,36.00,44.07,30.15
1999-02-19,90.00,219.09,36.99,43.83,25.36
1999-02-20,90.00,145.82,29.87,40.53,19.22
1999-02-21,90.00,184.20,35.26,42.50,30.00
1999-02-22,204.00,224.93,37.23,43.75,29.60
1999-02-23,319.00,374.82,46.09,53.11,41.16
1999-02-24,672.00,951.10,47.17,53.74,41.32
1999-02-25,1150.00,1282.58,41.95,50.59,34.32
1999-02-26,1350.00,973.21,36.11,42.73,27.01
1999-02-27,1450.00,626.64,38.07,48.63,31.02
1999-02-28,1260.00,1074.72,44.68,57.67,34.87
1999-03-01,897.00,1720.73,41.51,49.02,31.33
1999-03-02,684.00,984.03,37.51,50.28,25.83
1999-03-03,428.00,745.48,40.53,53.82,32.04
1999-03-04,137.00,625.43,34.38,43.44,26.22
1999-03-05,0.81,456.42,30.29,40.53,18.75
1999-03-06,0.87,419.30,34.21,43.36,23.23
1999-03-07,0.90,401.61,35.43,43.44,29.84
1999-03-08,0.94,380.37,32.85,42.34,21.98
1999-03-09,1.00,344.97,35.45,42.89,30.15
1999-03-10,1.00,288.84,32.95,40.77,24.65
1999-03-11,1.10,271.22,34.80,45.25,25.91
1999-03-12,1.10,274.81,35.60,50.52,20.80
1999-03-13,1.20,271.31,44.83,53.11,38.49
1999-03-14,1.20,656.66,42.64,51.93,34.87
1999-03-15,1.20,550.58,42.22,61.44,27.72
1999-03-16,1.20,784.17,42.80,48.31,35.42
1999-03-17,1.20,630.51,40.96,55.78,27.40
1999-03-18,1.20,678.91,44.76,60.03,32.28
1999-03-19,1.20,820.04,49.93,65.85,33.93
1999-03-20,1.10,1489.10,50.54,65.85,35.58
1999-03-21,1.10,2159.23,44.98,49.96,34.24
1999-03-22,1.10,2220.20,44.69,59.95,25.75
1999-03-23,1.10,1935.38,48.20,58.46,39.19
1999-03-24,344.00,1746.34,46.01,58.22,33.53
1999-03-25,807.00,1516.07,48.36,63.17,33.38
1999-03-26,1080.00,1853.17,44.95,50.52,39.12
1999-03-27,1470.00,1554.13,37.52,45.09,30.62
1999-03-28,1560.00,1111.32,40.98,50.75,31.57
1999-03-29,947.00,1095.23,48.55,58.53,37.15
1999-03-30,547.00,975.65,37.83,45.25,30.39
1999-03-31,547.00,937.41,33.49,40.77,28.82
1999-04-01,401.00,834.78,39.14,49.10,29.21
1999-04-02,288.00,831.24,40.56,53.66,23.86
1999-04-03,288.00,742.05,37.14,45.33,31.41
1999-04-04,288.00,701.51,33.82,43.20,20.80
1999-04-05,288.00,679.99,36.26,43.44,31.10
1999-04-06,288.00,641.19,42.62,52.09,36.36
1999-04-07,193.00,632.43,42.23,58.69,25.75
1999-04-08,142.00,712.85,42.35,51.69,32.83
1999-04-09,277.00,695.90,35.07,41.87,28.58
1999-04-10,351.00,614.35,37.81,49.73,23.16
1999-04-11,269.00,579.41,45.02,56.96,30.31
1999-04-12,1.20,580.61,46.29,65.22,23.39
1999-04-13,471.00,690.35,51.49,60.50,41.47
1999-04-14,1060.00,815.82,44.28,59.71,25.20
1999-04-15,899.00,944.52,44.52,61.29,26.46
1999-04-16,809.00,962.14,49.78,72.21,26.93
1999-04-17,809.00,1164.93,56.64,77.95,34.08
1999-04-18,825.00,1354.75,59.40,78.03,40.53
1999-04-19,1160.00,1651.50,57.51,69.31,47.06
1999-04-20,1470.00,1942.81,50.88,59.01,42.34
1999-04-21,1700.00,1900.83,43.98,53.82,35.66
1999-04-22,1770.00,1677.95,46.24,55.94,33.93
1999-04-23,1530.00,1509.08,54.02,68.68,36.99
1999-04-24,1330.00,1555.95,56.07,71.27,35.42
1999-04-25,1290.00,1804.64,54.41,74.57,34.87
1999-04-26,1550.00,1771.76,52.72,64.82,41.87
1999-04-27,1730.00,1796.94,42.07,46.90,37.39
1999-04-28,1640.00,1552.13,42.67,51.46,34.48
1999-04-29,1200.00,1333.89,43.87,54.37,33.45
1999-04-30,900.00,1121.76,51.00,67.89,34.40
1999-05-01,834.00,993.52,54.24,66.55,44.30
1999-05-02,509.00,1116.26,44.58,51.85,40.61
1999-05-03,632.00,1197.10,43.20,50.99,37.86
1999-05-04,979.00,1113.95,42.78,50.59,35.42
1999-05-05,1040.00,997.82,45.14,61.05,28.74
1999-05-06,925.00,811.14,56.61,77.01,35.34
1999-05-07,848.00,755.22,47.71,57.83,36.84
1999-05-08,838.00,749.44,41.68,49.81,33.85
1999-05-09,832.00,743.45,38.84,48.08,24.57
1999-05-10,526.00,728.41,40.34,54.13,23.16
1999-05-11,345.00,661.28,45.70,60.81,26.46
1999-05-12,375.00,644.90,53.52,63.88,45.01
1999-05-13,392.00,548.03,45.26,52.87,38.01
1999-05-14,378.00,605.72,41.99,46.27,38.25
1999-05-15,375.00,578.61,44.66,55.39,31.17
1999-05-16,375.00,512.35,47.80,63.88,27.56
1999-05-17,375.00,490.88,58.74,72.69,47.92
1999-05-18,351.00,535.56,59.01,72.92,43.12
1999-05-19,339.00,497.80,57.70,72.92,37.94
1999-05-20,339.00,545.02,61.24,75.04,46.58
1999-05-21,344.00,528.56,60.24,73.55,48.47
1999-05-22,347.00,531.21,60.46,75.91,38.80
1999-05-23,347.00,573.62,65.40,85.19,41.71
1999-05-24,409.00,571.49,69.70,90.30,43.60
1999-05-25,474.00,632.21,70.72,86.13,53.97
1999-05-26,536.00,583.04,64.76,80.63,45.64
1999-05-27,577.00,624.04,68.17,88.25,43.68
1999-05-28,591.00,612.38,69.47,86.05,50.67
1999-05-29,579.00,531.97,63.94,75.60,51.69
1999-05-30,575.00,506.58,58.67,71.19,48.55
1999-05-31,521.00,521.00,61.46,78.66,39.19
1999-06-01,495.00,447.97,59.86,68.44,54.05
1999-06-02,439.00,486.03,51.15,57.67,45.25
1999-06-03,363.00,546.87,48.40,55.08,40.84
1999-06-04,347.00,505.20,58.54,72.92,46.98
1999-06-05,356.00,403.04,61.17,72.76,48.94
1999-06-06,360.00,360.00,54.77,63.57,47.37
1999-06-07,356.00,308.96,52.48,63.33,39.59
1999-06-08,343.00,321.62,51.06,60.11,41.87
1999-06-09,328.00,306.62,54.59,66.16,38.25
1999-06-10,326.00,300.34,59.64,75.20,39.98
1999-06-11,334.00,222.83,65.00,80.31,43.36
1999-06-12,386.00,202.13,70.72,87.70,49.65
1999-06-13,410.00,226.13,73.86,89.35,56.25
1999-06-14,429.00,202.37,76.15,91.79,54.21
1999-06-15,454.00,223.02,77.38,95.72,56.33
1999-06-16,462.00,187.30,71.45,87.70,61.92
1999-06-17,464.00,257.99,72.16,87.62,54.37
1999-06-18,476.00,269.98,74.24,88.17,56.88
1999-06-19,480.00,248.23,71.63,85.82,55.39
1999-06-20,480.00,295.44,72.36,88.80,51.38
1999-06-21,482.00,232.82,65.20,73.00,56.57
1999-06-22,481.00,236.41,65.40,78.58,49.02
1999-06-23,478.00,182.81,69.35,84.64,50.12
1999-06-24,490.00,241.19,70.04,83.93,52.95
1999-06-25,506.00,122.24,58.47,70.17,42.89
1999-06-26,509.00,171.64,61.69,74.57,47.13
1999-06-27,508.00,124.24,62.41,76.07,49.18
1999-06-28,508.00,126.19,66.70,82.04,45.40
1999-06-29,513.00,132.24,73.07,87.47,58.22
1999-06-30,533.00,106.22,73.45,84.95,60.66
1999-07-01,542.00,73.38,68.78,81.81,53.35
1999-07-02,542.00,27.36,62.10,74.57,50.52
1999-07-03,542.00,72.15,60.11,75.04,48.94
1999-07-04,542.00,78.47,60.18,69.78,51.77
1999-07-05,542.00,32.94,64.50,81.73,42.73
1999-07-06,541.00,98.16,75.27,97.69,50.28
1999-07-07,538.00,70.33,71.45,78.66,63.49
1999-07-08,538.00,56.99,66.62,83.38,45.48
1999-07-09,538.00,73.92,71.76,91.63,45.17
1999-07-10,546.00,61.39,78.07,98.08,52.95
1999-07-11,551.00,66.39,79.76,97.84,54.84
1999-07-12,551.00,27.59,82.27,99.81,57.36
1999-07-13,549.00,50.36,81.34,100.52,56.80
1999-07-14,547.00,24.03,74.21,85.97,56.96
1999-07-15,545.00,-18.51,67.97,81.18,50.99
1999-07-16,542.00,0.29,71.24,86.84,49.81
1999-07-17,542.00,25.22,70.25,84.56,51.77
1999-07-18,542.00,5.18,67.32,84.09,45.64
1999-07-19,540.00,-16.84,73.94,90.77,52.32
1999-07-20,538.00,22.64,68.54,86.21,54.45
1999-07-21,534.00,-15.52,68.19,86.84,50.44
1999-07-22,536.00,49.73,72.39,92.03,49.02
1999-07-23,538.00,-35.24,77.74,94.31,52.95
1999-07-24,541.00,13.08,71.73,81.81,60.74
1999-07-25,542.00,-61.88,71.53,87.07,50.91
1999-07-26,540.00,-24.92,77.30,94.94,55.15
1999-07-27,538.00,-3.55,81.00,99.34,56.18
1999-07-28,538.00,-3.07,80.66,99.73,55.23
1999-07-29,541.00,7.56,82.17,96.51,62.15
1999-07-30,542.00,-56.68,78.42,92.11,59.71
1999-07-31,542.00,-33.65,75.44,91.71,54.29
1999-08-01,542.00,-24.77,75.05,90.69,55.94
1999-08-02,551.00,-56.20,79.33,95.09,58.93
1999-08-03,564.00,-43.19,74.79,85.34,63.09
1999-08-04,568.00,-35.24,73.52,92.34,54.76
1999-08-05,566.00,26.31,70.15,88.10,56.65
1999-08-06,563.00,-54.86,69.84,79.76,56.65
1999-08-07,612.00,-66.72,62.54,73.63,54.37
1999-08-08,639.00,-8.59,66.85,86.52,45.17
1999-08-09,636.00,65.24,73.95,93.44,52.40
1999-08-10,635.00,-145.21,73.17,88.33,56.73
1999-08-11,634.00,14.54,66.66,73.87,61.29
1999-08-12,632.00,12.56,67.59,82.99,53.27
1999-08-13,624.00,-68.43,66.50,78.19,53.19
1999-08-14,612.00,-15.65,61.75,73.55,52.56
1999-08-15,584.00,-8.19,61.97,79.29,41.87
1999-08-16,574.00,-34.38,69.03,89.67,46.03
1999-08-17,568.00,-49.51,76.65,95.96,53.74
1999-08-18,560.00,-1.70,73.44,93.52,50.20
1999-08-19,560.00,-40.07,73.91,91.55,52.64
1999-08-20,559.00,-30.13,76.21,96.04,53.97
1999-08-21,556.00,-15.99,76.30,90.53,57.43
1999-08-22,555.00,-34.13,75.22,92.50,52.87
1999-08-23,555.00,47.60,74.98,94.54,61.68
1999-08-24,554.00,-9.34,74.00,89.35,58.46
1999-08-25,552.00,-11.35,74.99,94.54,52.80
1999-08-26,550.00,-4.44,77.25,96.82,54.37
1999-08-27,533.00,16.80,78.74,94.46,58.14
1999-08-28,525.00,-27.59,78.52,88.02,66.00
1999-08-29,525.00,26.60,76.57,94.46,57.91
1999-08-30,525.00,-34.31,63.24,79.21,46.19
1999-08-31,510.00,-13.54,51.63,63.64,38.09
1999-09-01,499.00,-8.27,54.96,71.19,36.13
1999-09-02,510.00,-31.62,57.28,71.43,40.22
1999-09-03,516.00,-32.65,58.76,72.92,40.29
1999-09-04,516.00,-29.26,60.64,78.82,40.84
1999-09-05,515.00,-14.24,67.09,90.06,42.73
1999-09-06,513.00,50.60,65.96,77.72,52.48
1999-09-07,504.00,23.82,59.59,74.49,41.00
1999-09-08,486.00,20.60,63.61,83.93,43.68
1999-09-09,464.00,29.89,67.33,84.16,50.12
1999-09-10,438.00,22.50,69.98,82.28,56.33
1999-09-11,428.00,9.40,62.13,79.45,40.84
1999-09-12,426.00,26.72,60.97,77.25,40.14
1999-09-13,424.00,28.46,63.61,84.64,41.95
1999-09-14,397.00,32.12,65.32,86.52,43.60
1999-09-15,383.00,54.91,66.11,86.37,44.54
1999-09-16,383.00,18.12,67.59,89.51,43.60
1999-09-17,375.00,31.47,69.42,87.31,50.99
1999-09-18,371.00,44.40,66.99,87.07,47.84
1999-09-19,371.00,44.40,65.35,83.14,45.80
1999-09-20,360.00,51.55,64.60,83.06,43.99
1999-09-21,336.00,60.81,68.30,89.43,49.26
1999-09-22,336.00,73.81,72.65,89.12,56.18
1999-09-23,335.00,62.88,69.31,89.27,48.31
1999-09-24,335.00,77.82,67.47,78.03,53.66
1999-09-25,291.00,-17.01,63.26,70.41,50.28
1999-09-26,339.00,33.98,48.59,58.69,37.15
1999-09-27,310.00,34.88,45.73,59.32,28.34
1999-09-28,291.00,82.51,48.54,64.27,30.47
1999-09-29,259.00,51.51,53.26,75.75,36.13
1999-09-30,241.00,66.11,59.66,85.11,37.31
1999-10-01,250.00,57.33,55.13,69.70,38.01
